Title,Cast and crew,Genre,Vote_Average,Vote_Count,Combined_Features
shakti: the power,karisma kapoor nana patekar sanjay kapoor jai gidwani shah rukh khan deepti naval aishwarya rai bachchan vijay raaz tiku talsania jaspal bhatti,action drama,6.4,15.0,karisma kapoor nana patekar sanjay kapoor jai gidwani shah rukh khan deepti naval aishwarya rai bachchan vijay raaz tiku talsania jaspal bhatti action drama
shararat,abhishek bachchan hrishitaa bhatt amrish puri mohnish bahl helen om puri ashish vidyarthi a k hangal tinnu anand daisy irani dara singh shubha khote viju khote navni parihar,drama comedy,0.0,0.0,abhishek bachchan hrishitaa bhatt amrish puri mohnish bahl helen om puri ashish vidyarthi a k hangal tinnu anand daisy irani dara singh shubha khote viju khote navni parihar drama comedy
the legend of bhagat singh,ajay devgn sushant singh d santosh akhilendra mishra raj babbar farida jalal amrita rao mukesh tiwari surendra rajan saurabh dubey swaroop kumar arun patwardhan kenneth desai sitaram panchal,crime drama history,6.92,56.0,ajay devgn sushant singh d santosh akhilendra mishra raj babbar farida jalal amrita rao mukesh tiwari surendra rajan saurabh dubey swaroop kumar arun patwardhan kenneth desai sitaram panchal crime drama history
tumko na bhool paayenge,salman khan sushmita sen dia mirza sharat saxena pankaj dheer mukesh rishi gajendra chouhan anjan srivastav alok nath razak khan rajpal yadav sumeet pathak nishigandha wad gargi patel,action drama mystery,5.94,25.0,salman khan sushmita sen dia mirza sharat saxena pankaj dheer mukesh rishi gajendra chouhan anjan srivastav alok nath razak khan rajpal yadav sumeet pathak nishigandha wad gargi patel action drama mystery
tum se achcha kaun hai,nakul kapoor aarti chhabria kim sharma dalip tahil raghuvir yadav navni parihar viju khote rati agnihotri ali asgar adi irani ananth narayan mahadevan,music romance,7.3,3.0,nakul kapoor aarti chhabria kim sharma dalip tahil raghuvir yadav navni parihar viju khote rati agnihotri ali asgar adi irani ananth narayan mahadevan music romance
waah! tera kya kehna,govinda raveena tandon preeti jhangiani shakti kapoor shammi kapoor kader khan ashish vidyarthi mohnish bahl rana jung bahadur navneet nishan supriya karnik,comedy,6.0,3.0,govinda raveena tandon preeti jhangiani shakti kapoor shammi kapoor kader khan ashish vidyarthi mohnish bahl rana jung bahadur navneet nishan supriya karnik comedy
yeh dil aashiqanaa,karan nath jividha sharma aruna irani rajeev verma mohan azaad noopur smit sheth raj ahuja johnny lever vishal nandita mehra paresh yusuf bawa vanashree joshi,romance action,5.8,4.0,karan nath jividha sharma aruna irani rajeev verma mohan azaad noopur smit sheth raj ahuja johnny lever vishal nandita mehra paresh yusuf bawa vanashree joshi romance action
yeh kaisi mohabbat,krishna abhishek viveka babajee sheeba bhakri deeksha dinesh hingoo javed rizvi jarehavi sharad s kapoor krishna johnny lever mehmood jr mukesh rishi anjan srivastav,musical drama romance,3.8,39.0,krishna abhishek viveka babajee sheeba bhakri deeksha dinesh hingoo javed rizvi jarehavi sharad s kapoor krishna johnny lever mehmood jr mukesh rishi anjan srivastav musical drama romance
yeh mohabbat hai,akanksha malhotra rahul bhat nasirr khan pinky campbell danny denzongpa parikshat sahni shakti kapoor mohnish bahl gulshan grover johnny lever rakesh bedi anjana mumtaz dolly bindra arbaaz khan,romance action,0.0,0.0,akanksha malhotra rahul bhat nasirr khan pinky campbell danny denzongpa parikshat sahni shakti kapoor mohnish bahl gulshan grover johnny lever rakesh bedi anjana mumtaz dolly bindra arbaaz khan romance action
sur – the melody of life,lucky ali simone singh achint kaur ehsan khan harsh vasisht yashodhan bal gauri karnik divya dutta baby gazala parinaaz pravesh kumar zafar sanjari vishal kapoor anil yadav,drama,5.5,2.0,lucky ali simone singh achint kaur ehsan khan harsh vasisht yashodhan bal gauri karnik divya dutta baby gazala parinaaz pravesh kumar zafar sanjari vishal kapoor anil yadav drama
rishtey,anil kapoor karisma kapoor shilpa shetty kundra kaivalya chheda amrish puri jagdeep sadashiv amrapurkar alok nath arjun sarja achyut potdar sharat saxena adi irani deepshika nagpal vishwajeet pradhan,action drama,6.083,12.0,anil kapoor karisma kapoor shilpa shetty kundra kaivalya chheda amrish puri jagdeep sadashiv amrapurkar alok nath arjun sarja achyut potdar sharat saxena adi irani deepshika nagpal vishwajeet pradhan action drama
yeh hai jalwa,rishi kapoor salman khan ameesha patel rati agnihotri rinke khanna anupam kher kader khan sharad s kapoor kiran kumar shahbaaz khan ajay nagrath navin nischol jaspal bhatti gavin packard,romance drama comedy,5.5,16.0,rishi kapoor salman khan ameesha patel rati agnihotri rinke khanna anupam kher kader khan sharad s kapoor kiran kumar shahbaaz khan ajay nagrath navin nischol jaspal bhatti gavin packard romance drama comedy
zindagi khoobsoorat hai,gurdas maan tabu ashish vidyarthi rajit kapoor divya dutta akash khurana,drama family,10.0,1.0,gurdas maan tabu ashish vidyarthi rajit kapoor divya dutta akash khurana drama family
kabhi khushi kabhie gham...,amitabh bachchan jaya bachchan shah rukh khan kajol hrithik roshan kareena kapoor farida jalal jibraan khan rani mukerji alok nath johnny lever achala sachdev himani shivpuri aryan khan,comedy drama,7.743,527.0,amitabh bachchan jaya bachchan shah rukh khan kajol hrithik roshan kareena kapoor farida jalal jibraan khan rani mukerji alok nath johnny lever achala sachdev himani shivpuri aryan khan comedy drama
yeh kya ho raha hai?,prashant chianani aamir ali malik vaibhav jhalani yash pandit deepti daryanani payal rohatgi samita bangargi paakhi a tyrewala tarun anand gajraj rao,romance comedy,6.0,2.0,prashant chianani aamir ali malik vaibhav jhalani yash pandit deepti daryanani payal rohatgi samita bangargi paakhi a tyrewala tarun anand gajraj rao romance comedy
lagaan,aamir khan gracy singh rachel shelley paul blackthorne suhasini mulay kulbhushan kharbanda raghuvir yadav rajendra gupta rajesh vivek shri vallabh vyas javed khan raj zutshi akhilendra mishra daya shankar pandey,adventure romance drama,7.3,547.0,aamir khan gracy singh rachel shelley paul blackthorne suhasini mulay kulbhushan kharbanda raghuvir yadav rajendra gupta rajesh vivek shri vallabh vyas javed khan raj zutshi akhilendra mishra daya shankar pandey adventure romance drama
lagaan,aamir khan gracy singh rachel shelley paul blackthorne suhasini mulay kulbhushan kharbanda raghuvir yadav rajendra gupta rajesh vivek shri vallabh vyas javed khan raj zutshi akhilendra mishra daya shankar pandey,adventure romance drama,7.3,547.0,aamir khan gracy singh rachel shelley paul blackthorne suhasini mulay kulbhushan kharbanda raghuvir yadav rajendra gupta rajesh vivek shri vallabh vyas javed khan raj zutshi akhilendra mishra daya shankar pandey adventure romance drama
gadar: ek prem katha,sunny deol ameesha patel amrish puri lillete dubey vivek shauq utkarsh sharma suresh oberoi madhumalti kapoor tony mirrcandani mushtaq khan samar jai singh pramod moutho kanika shivpuri malvika shivpuri,action drama romance history,6.7,62.0,sunny deol ameesha patel amrish puri lillete dubey vivek shauq utkarsh sharma suresh oberoi madhumalti kapoor tony mirrcandani mushtaq khan samar jai singh pramod moutho kanika shivpuri malvika shivpuri action drama romance history
indian,sunny deol shilpa shetty kundra raj babbar danny denzongpa rajat bedi rahul dev sanjay narvekar om puri pramod moutho mukesh rishi reema lagoo,comedy,5.5,2.0,sunny deol shilpa shetty kundra raj babbar danny denzongpa rajat bedi rahul dev sanjay narvekar om puri pramod moutho mukesh rishi reema lagoo comedy
dil chahta hai,aamir khan saif ali khan akshaye khanna preity zinta sonali kulkarni dimple kapadia ayub khan rajat kapoor suhasini mulay ahmed khan suchitra pillai anjula bedi rakesh pandey samantha tremayne,drama romance,6.9,274.0,aamir khan saif ali khan akshaye khanna preity zinta sonali kulkarni dimple kapadia ayub khan rajat kapoor suhasini mulay ahmed khan suchitra pillai anjula bedi rakesh pandey samantha tremayne drama romance
chori chori chupke chupke,preity zinta salman khan rani mukerji amrish puri dalip tahil farida jalal prem chopra johnny lever,drama romance,6.209,67.0,preity zinta salman khan rani mukerji amrish puri dalip tahil farida jalal prem chopra johnny lever drama romance
yaadein,jackie shroff hrithik roshan kareena kapoor amrish puri himani rawat kiran rathod anang desai supriya karnik avni vasa madan joshi suman dutta suhaas khandke rajan kapoor jennifer kotwal,drama,5.5,33.0,jackie shroff hrithik roshan kareena kapoor amrish puri himani rawat kiran rathod anang desai supriya karnik avni vasa madan joshi suman dutta suhaas khandke rajan kapoor jennifer kotwal drama
lajja,manisha koirala jackie shroff madhuri dixit ajay devgn rekha anil kapoor mahima chaudhry danny denzongpa suresh oberoi gulshan grover tinnu anand sharman joshi govind namdeo anjan srivastav,drama,7.0,1.0,manisha koirala jackie shroff madhuri dixit ajay devgn rekha anil kapoor mahima chaudhry danny denzongpa suresh oberoi gulshan grover tinnu anand sharman joshi govind namdeo anjan srivastav drama
aalavandhan,kamal haasan raveena tandon manisha koirala kitu gidwani shri vallabh vyas milind gunaji vikram gokhale naveen nischol smita jaykar,thriller,6.9,18.0,kamal haasan raveena tandon manisha koirala kitu gidwani shri vallabh vyas milind gunaji vikram gokhale naveen nischol smita jaykar thriller
aamdani atthanni kharcha rupaiya,govinda juhi chawla tabu chandrachur singh johnny lever vinay anand isha koppikar ketki dave mink singh shakti kapoor asrani ranjeet sayaji shinde tiku talsania,comedy,4.925,20.0,govinda juhi chawla tabu chandrachur singh johnny lever vinay anand isha koppikar ketki dave mink singh shakti kapoor asrani ranjeet sayaji shinde tiku talsania comedy
aashiq,bobby deol karisma kapoor,action romance,4.5,5.0,bobby deol karisma kapoor action romance
aks,amitabh bachchan raveena tandon manoj bajpayee nandita das k k raina kamal chopra tanvi azmi vineet kumar pramod moutho salim ghouse virendra saxena vijay raaz vrajesh hirjee gajraj rao,animation science fiction action,7.948,4059.0,amitabh bachchan raveena tandon manoj bajpayee nandita das k k raina kamal chopra tanvi azmi vineet kumar pramod moutho salim ghouse virendra saxena vijay raaz vrajesh hirjee gajraj rao animation science fiction action
ajnabee,akshay kumar bobby deol kareena kapoor bipasha basu johnny lever amita nangia sheela sharma narendra bedi amrit patel sharat saxena dalip tahil mink singh jakob tritten john peter,action crime drama thriller,5.561,41.0,akshay kumar bobby deol kareena kapoor bipasha basu johnny lever amita nangia sheela sharma narendra bedi amrit patel sharat saxena dalip tahil mink singh jakob tritten john peter action crime drama thriller
censor,dev anand hema malini shammi kapoor rekha jackie shroff mamta kulkarni johnny lever mukesh khanna ayesha jhulka sharad s kapoor tara deshpande randhir kapoor aruna irani raj babbar,horror mystery,5.8,350.0,dev anand hema malini shammi kapoor rekha jackie shroff mamta kulkarni johnny lever mukesh khanna ayesha jhulka sharad s kapoor tara deshpande randhir kapoor aruna irani raj babbar horror mystery
aśoka,shah rukh khan kareena kapoor danny denzongpa rahul dev hrishitaa bhatt gerson da cunha subhashini ali umesh mehra sooraj balaji johnny lever raghuvir yadav suresh menon ajith kumar shilpa mehta,action adventure drama history romance war,6.5,145.0,shah rukh khan kareena kapoor danny denzongpa rahul dev hrishitaa bhatt gerson da cunha subhashini ali umesh mehra sooraj balaji johnny lever raghuvir yadav suresh menon ajith kumar shilpa mehta action adventure drama history romance war
albela,govinda aishwarya rai bachchan jackie shroff namrata shirodkar saeed jaffrey,,6.0,1.0,govinda aishwarya rai bachchan jackie shroff namrata shirodkar saeed jaffrey 
bas itna sa khwaab hai,rani mukerji abhishek bachchan sushmita sen jackie shroff gulshan grover smita jaykar himani shivpuri sharat saxena raman lamba suchitra pillai,romance,6.7,6.0,rani mukerji abhishek bachchan sushmita sen jackie shroff gulshan grover smita jaykar himani shivpuri sharat saxena raman lamba suchitra pillai romance
ek rishtaa: the bond of love,amitabh bachchan rakhee gulzar akshay kumar karisma kapoor mohnish bahl juhi chawla simone singh ashish vidyarthi alok nath anang desai kanika kohli kunickaa sadanand mayur verma avtar gill,drama family,6.9,7.0,amitabh bachchan rakhee gulzar akshay kumar karisma kapoor mohnish bahl juhi chawla simone singh ashish vidyarthi alok nath anang desai kanika kohli kunickaa sadanand mayur verma avtar gill drama family
bhairav,hemant birje mithun chakraborty jack gaud brij gopal indrani haldar puneet issar razak khan madhura,action,0.0,0.0,hemant birje mithun chakraborty jack gaud brij gopal indrani haldar puneet issar razak khan madhura action
bengal tiger,sandeep bedi mithun chakraborty roshini jaffery raushani jaffrey shakti kapoor priya kaushal ali khan shabnam khan pramod moutho,mystery,6.7,3.0,sandeep bedi mithun chakraborty roshini jaffery raushani jaffrey shakti kapoor priya kaushal ali khan shabnam khan pramod moutho mystery
chhupa rustam: a musical thriller,sanjay kapoor mamta kulkarni manisha koirala raj babbar,thriller romance,4.0,3.0,sanjay kapoor mamta kulkarni manisha koirala raj babbar thriller romance
daman,raveena tandon sayaji shinde sanjay suri raima sen ranjan koshal bharti jaffrey shaan nippon goswami kalpana barua ishaan barua girija das indra bania jharna bishaya dinesh bishaya,drama,3.7,3.0,raveena tandon sayaji shinde sanjay suri raima sen ranjan koshal bharti jaffrey shaan nippon goswami kalpana barua ishaan barua girija das indra bania jharna bishaya dinesh bishaya drama
chandni bar,tabu atul kulkarni rajpal yadav shri vallabh vyas vinay apte abhay bhargav ananya khare suhas palshikar uma shankar pandey varun vardhan manoj joshi promodini kadam sujata naik shradha naval,crime drama,6.739,23.0,tabu atul kulkarni rajpal yadav shri vallabh vyas vinay apte abhay bhargav ananya khare suhas palshikar uma shankar pandey varun vardhan manoj joshi promodini kadam sujata naik shradha naval crime drama
deewaanapan,arjun rampal dia mirza vinod khanna om puri smita jaykar,,5.3,3.0,arjun rampal dia mirza vinod khanna om puri smita jaykar 
dil ne phir yaad kiya,govinda tabu faraaz khan pooja batra vinay anand sadashiv amrapurkar kiran kumar,drama romance music,6.5,2.0,govinda tabu faraaz khan pooja batra vinay anand sadashiv amrapurkar kiran kumar drama romance music
ehsaas: the feeling,anand raj anand sunidhi chauhan nagesh haldankar shakti kapoor kiron kher mahesh manjrekar kishore nandlaskar sanjay narvekar neha shivaji satam rakhi sawant bhaskar shetty sunil shetty mayank tandon,drama,4.0,2.0,anand raj anand sunidhi chauhan nagesh haldankar shakti kapoor kiron kher mahesh manjrekar kishore nandlaskar sanjay narvekar neha shivaji satam rakhi sawant bhaskar shetty sunil shetty mayank tandon drama
farz,sunny deol preity zinta jackie shroff om puri pooja batra farida jalal johnny lever,action thriller crime,5.0,2.0,sunny deol preity zinta jackie shroff om puri pooja batra farida jalal johnny lever action thriller crime
grahan,jackie shroff manisha koirala anupama verma prasad purandhare raghuvaran raj zutshi,,0.0,0.0,jackie shroff manisha koirala anupama verma prasad purandhare raghuvaran raj zutshi 
dattak,rajit kapoor anjan srivastav a k hangal kruttika desai punya darshan gupta ashok mehra sheela mishra satya bandopadhyay kalyan chatterjee manoj mitra prem prakash modi bakul ghosh vinayak rao joshi manjula sinha,drama,0.0,0.0,rajit kapoor anjan srivastav a k hangal kruttika desai punya darshan gupta ashok mehra sheela mishra satya bandopadhyay kalyan chatterjee manoj mitra prem prakash modi bakul ghosh vinayak rao joshi manjula sinha drama
jodi no.1,sanjay dutt govinda twinkle khanna monica bedi anupam kher ashish vidyarthi mukesh rishi sayaji shinde shakti kapoor hans raj hans supriya karnik pooja batra rajat bedi aashif sheikh,comedy romance,5.154,26.0,sanjay dutt govinda twinkle khanna monica bedi anupam kher ashish vidyarthi mukesh rishi sayaji shinde shakti kapoor hans raj hans supriya karnik pooja batra rajat bedi aashif sheikh comedy romance
hum ho gaye aapke,fardeen khan reema sen apoorva agnihotri suman ranganath sadashiv amrapurkar suresh oberoi mahesh thakur ananth narayan mahadevan shammi achyut potdar suhas joshi kinjal joshi nina kulkarni meghna,romance drama music,9.0,3.0,fardeen khan reema sen apoorva agnihotri suman ranganath sadashiv amrapurkar suresh oberoi mahesh thakur ananth narayan mahadevan shammi achyut potdar suhas joshi kinjal joshi nina kulkarni meghna romance drama music
kasam,naseeruddin shah sunny deol chunky pandey neelam kothari sonu walia sharat saxena hemant birje ahmed sharif ranjeet sadashiv amrapurkar parikshat sahni anjana mumtaz tej sapru ram mohan,action drama,5.0,1.0,naseeruddin shah sunny deol chunky pandey neelam kothari sonu walia sharat saxena hemant birje ahmed sharif ranjeet sadashiv amrapurkar parikshat sahni anjana mumtaz tej sapru ram mohan action drama
kuch khatti kuch meethi,kajol rishi kapoor rati agnihotri sunil shetty mita vasisht pramod moutho pooja batra mayur verma dinesh anand,family drama,6.0,9.0,kajol rishi kapoor rati agnihotri sunil shetty mita vasisht pramod moutho pooja batra mayur verma dinesh anand family drama
kasoor,divya dutta sucheta paushe lisa ray apoorva agnihotri aftab shivdasani irrfan khan vishwajeet pradhan ashutosh rana prithvi zutshi chittaranjan giri firdosh mewawala anupam shyam murali sushmita daan,drama mystery thriller,5.273,11.0,divya dutta sucheta paushe lisa ray apoorva agnihotri aftab shivdasani irrfan khan vishwajeet pradhan ashutosh rana prithvi zutshi chittaranjan giri firdosh mewawala anupam shyam murali sushmita daan drama mystery thriller
maya,anant nag mita vasisht nitya shetty nikhil yadav virendra saxena mukesh bhatt shilpa navalkar shreechand makhija,horror mystery,4.5,15.0,anant nag mita vasisht nitya shetty nikhil yadav virendra saxena mukesh bhatt shilpa navalkar shreechand makhija horror mystery
ittefaq,sunil shetty mukul dev pooja batra anupama verma tiku talsania shakti kapoor puneet issar mushtaq khan shiva rindani shehzad khan ishrat ali ashok saraf arun bakshi mohan joshi,crime mystery thriller,5.556,9.0,sunil shetty mukul dev pooja batra anupama verma tiku talsania shakti kapoor puneet issar mushtaq khan shiva rindani shehzad khan ishrat ali ashok saraf arun bakshi mohan joshi crime mystery thriller
mitti,ferdous ahmed sharbani mukherji rani rajkumar arif zakaria raju mavani meghna sane ragini sinha ravish dobani mohd zahiruddin md ansari sitaram pravin patel kiku sharda ravindra kangura,thriller action crime,6.0,1.0,ferdous ahmed sharbani mukherji rani rajkumar arif zakaria raju mavani meghna sane ragini sinha ravish dobani mohd zahiruddin md ansari sitaram pravin patel kiku sharda ravindra kangura thriller action crime
mujhe meri biwi se bachaao,rekha naseeruddin shah arshad warsi suman ranganath,romance,5.0,1.0,rekha naseeruddin shah arshad warsi suman ranganath romance
mujhe kucch kehna hai,tusshar kapoor kareena kapoor amrish puri rinke khanna dalip tahil himani shivpuri alok nath vrajesh hirjee,romance,5.156,16.0,tusshar kapoor kareena kapoor amrish puri rinke khanna dalip tahil himani shivpuri alok nath vrajesh hirjee romance
hadh: life on the edge of death,somesh agarwal shama deshpande vikram gokhale ayesha jhulka sharad s kapoor kiran kumar suman ranganath tej sapru,action crime drama,4.5,20.0,somesh agarwal shama deshpande vikram gokhale ayesha jhulka sharad s kapoor kiran kumar suman ranganath tej sapru action crime drama
nayak,anil kapoor rani mukerji amrish puri johnny lever pooja batra sushmita sen,drama romance,0.0,0.0,anil kapoor rani mukerji amrish puri johnny lever pooja batra sushmita sen drama romance
one 2 ka 4,shah rukh khan juhi chawla jackie shroff nirmal pandey dilip joshi,action drama comedy,5.7,50.0,shah rukh khan juhi chawla jackie shroff nirmal pandey dilip joshi action drama comedy
kyo kii... main jhuth nahin bolta,govinda sushmita sen rambha anupam kher satish kaushik sharad s kapoor kiran kumar mohnish bahl ashish vidyarthi shahbaaz khan razak khan jibraan khan ananth narayan mahadevan jaya bhattacharya,comedy,4.942,26.0,govinda sushmita sen rambha anupam kher satish kaushik sharad s kapoor kiran kumar mohnish bahl ashish vidyarthi shahbaaz khan razak khan jibraan khan ananth narayan mahadevan jaya bhattacharya comedy
love ke liye kuch bhi karega,saif ali khan fardeen khan aftab shivdasani sonali bendre twinkle khanna johnny lever dalip tahil sharat saxena snehal dabi suresh bhagwat tanikella bharani shubha shri vallabh vyas haidar ali,comedy,5.667,15.0,saif ali khan fardeen khan aftab shivdasani sonali bendre twinkle khanna johnny lever dalip tahil sharat saxena snehal dabi suresh bhagwat tanikella bharani shubha shri vallabh vyas haidar ali comedy
pyaar ishq aur mohabbat,arjun rampal kirti reddy sunil shetty aftab shivdasani monica bedi isha koppikar raza murad harish patel dalip tahil smita jaykar priya tendulkar anjan srivastav ashwani chopra denzil smith,romance drama,4.9,7.0,arjun rampal kirti reddy sunil shetty aftab shivdasani monica bedi isha koppikar raza murad harish patel dalip tahil smita jaykar priya tendulkar anjan srivastav ashwani chopra denzil smith romance drama
pyaar tune kya kiya,fardeen khan,thriller,6.0,8.0,fardeen khan thriller
paagalpan,karan nath aarti agarwal vilas ujawane bharat dabholkar joy fernandes farhan khan harvey rosemeyer talat rekhi sambhavna sheth prema kiran premendra sharma bakul thakker raj nair iqbal dosani,romance,0.0,0.0,karan nath aarti agarwal vilas ujawane bharat dabholkar joy fernandes farhan khan harvey rosemeyer talat rekhi sambhavna sheth prema kiran premendra sharma bakul thakker raj nair iqbal dosani romance
moksha,arjun rampal manisha koirala kalpana pandit suresh oberoi kamal chopra pawan chopra farida jalal sushma seth sulabha deshpande shubhangi gokhale danny denzongpa naseeruddin shah kiran kumar gulshan grover,documentary,0.0,0.0,arjun rampal manisha koirala kalpana pandit suresh oberoi kamal chopra pawan chopra farida jalal sushma seth sulabha deshpande shubhangi gokhale danny denzongpa naseeruddin shah kiran kumar gulshan grover documentary
style,sharman joshi sahil khan riya sen shilpi sharma tara deshpande,comedy thriller,6.2,12.0,sharman joshi sahil khan riya sen shilpi sharma tara deshpande comedy thriller
rehnaa hai terre dil mein,madhavan saif ali khan dia mirza vrajesh hirjee tanaaz currim irani anupam kher navin nischol smita jaykar hemant pandey kabir sadana reshma modi maya alagh,drama romance,6.359,32.0,madhavan saif ali khan dia mirza vrajesh hirjee tanaaz currim irani anupam kher navin nischol smita jaykar hemant pandey kabir sadana reshma modi maya alagh drama romance
officer,sunil shetty raveena tandon danny denzongpa,action,4.3,3.0,sunil shetty raveena tandon danny denzongpa action
rahul,neha rajeshwari sachdev gulshan grover nina kulkarni parikshat sahni mahesh thakur manish wadhwa tanvi hegde isha koppikar jatin grewal yash pathak meghna tiwari anil nagrath umaji rane,drama,3.5,2.0,neha rajeshwari sachdev gulshan grover nina kulkarni parikshat sahni mahesh thakur manish wadhwa tanvi hegde isha koppikar jatin grewal yash pathak meghna tiwari anil nagrath umaji rane drama
pyaar zindagi hai,rajesh khanna vikas kalantri ashima bhalla asawari joshi upasna singh mohnish bahl shahbaaz khan,romance thriller,0.0,0.0,rajesh khanna vikas kalantri ashima bhalla asawari joshi upasna singh mohnish bahl shahbaaz khan romance thriller
yeh raaste hain pyaar ke,ajay devgn madhuri dixit preity zinta vikram gokhale deep dhillon smita jaykar sunny deol kiran kumar rajeev verma jayshree t asha sharma lalit tiwari shammi mayur verma,,4.571,7.0,ajay devgn madhuri dixit preity zinta vikram gokhale deep dhillon smita jaykar sunny deol kiran kumar rajeev verma jayshree t asha sharma lalit tiwari shammi mayur verma 
tum bin,priyanshu chatterjee himanshu malik sandali sinha raqesh bapat vikram gokhale rajesh khera navneet nishan,drama romance,7.0,11.0,priyanshu chatterjee himanshu malik sandali sinha raqesh bapat vikram gokhale rajesh khera navneet nishan drama romance
yeh teraa ghar yeh meraa ghar,sunil shetty mahima chaudhry paresh rawal saurabh shukla anjan srivastav suhasini mulay asrani master aditi radhika menon usha nadkarni nagma sanjay narvekar neeraj vora,comedy drama romance,5.045,11.0,sunil shetty mahima chaudhry paresh rawal saurabh shukla anjan srivastav suhasini mulay asrani master aditi radhika menon usha nadkarni nagma sanjay narvekar neeraj vora comedy drama romance
zubeidaa,karisma kapoor rekha manoj bajpayee rajit kapoor surekha sikri amrish puri farida jalal shakti kapoor lillete dubey ravi jhankal smriti mishra s m zaheer harish patel seema bhargava,romance drama history music,5.179,14.0,karisma kapoor rekha manoj bajpayee rajit kapoor surekha sikri amrish puri farida jalal shakti kapoor lillete dubey ravi jhankal smriti mishra s m zaheer harish patel seema bhargava romance drama history music
mohabbatein,amitabh bachchan shah rukh khan uday chopra jugal hansraj jimmy sheirgill shamita shetty preeti jhangiani kim sharma aishwarya rai bachchan anupam kher archana puran singh saurabh shukla helen amrish puri,drama romance,7.04,227.0,amitabh bachchan shah rukh khan uday chopra jugal hansraj jimmy sheirgill shamita shetty preeti jhangiani kim sharma aishwarya rai bachchan anupam kher archana puran singh saurabh shukla helen amrish puri drama romance
dhadkan,akshay kumar shilpa shetty kundra sunil shetty mahima chaudhry sharmila tagore sushma seth parmeet sethi manjeet kular neeraj vora nilofar kiran kumar naseem mukri anjana mumtaz kader khan,drama romance,6.486,35.0,akshay kumar shilpa shetty kundra sunil shetty mahima chaudhry sharmila tagore sushma seth parmeet sethi manjeet kular neeraj vora nilofar kiran kumar naseem mukri anjana mumtaz kader khan drama romance
mission kashmir,sanjay dutt hrithik roshan preity zinta sonali kulkarni jackie shroff puru rajkumar abhay chopra vineet sharma rajendra gupta memon mohsin master yogin soni heenaa biswas sanjeev rattan manoj mishra,action drama thriller,6.283,46.0,sanjay dutt hrithik roshan preity zinta sonali kulkarni jackie shroff puru rajkumar abhay chopra vineet sharma rajendra gupta memon mohsin master yogin soni heenaa biswas sanjeev rattan manoj mishra action drama thriller
kaho naa... pyaar hai,hrithik roshan ameesha patel anupam kher dalip tahil mohnish bahl ashish vidyarthi satish shah farida jalal tanaaz currim irani payal malhotra rajesh tandon vrajesh hirjee ram mohan shama deshpande,romance drama,6.7,124.0,hrithik roshan ameesha patel anupam kher dalip tahil mohnish bahl ashish vidyarthi satish shah farida jalal tanaaz currim irani payal malhotra rajesh tandon vrajesh hirjee ram mohan shama deshpande romance drama
badal,bobby deol rani mukerji ashutosh rana ashish vidyarthi amrish puri mayuri kango nina kulkarni johnny lever upasna singh suman ranganath mink singh,,6.0,1.0,bobby deol rani mukerji ashutosh rana ashish vidyarthi amrish puri mayuri kango nina kulkarni johnny lever upasna singh suman ranganath mink singh 
dulhan hum le jayenge,salman khan karisma kapoor om puri paresh rawal anupam kher kashmira shah farida jalal himani shivpuri usha bachani rakesh bedi deepak tijori johnny lever dara singh mayur verma,comedy romance,5.586,29.0,salman khan karisma kapoor om puri paresh rawal anupam kher kashmira shah farida jalal himani shivpuri usha bachani rakesh bedi deepak tijori johnny lever dara singh mayur verma comedy romance
tera mera saath rahen,ajay devgn sonali bendre namrata shirodkar prem chopra hemu adhikari jayant sawarkar shubhangi damle nilesh diwekar atul kale abhijeet satam daman baggan mangesh satpute shilpa chauhan nirmal soni,music drama,4.5,2.0,ajay devgn sonali bendre namrata shirodkar prem chopra hemu adhikari jayant sawarkar shubhangi damle nilesh diwekar atul kale abhijeet satam daman baggan mangesh satpute shilpa chauhan nirmal soni music drama
yeh zindagi ka safar,ameesha patel jimmy sheirgill nafisa ali gulshan grover ehsan khan,,0.0,0.0,ameesha patel jimmy sheirgill nafisa ali gulshan grover ehsan khan 
josh,shah rukh khan aishwarya rai bachchan chandrachur singh sharad s kapoor priya gill sharat saxena vivek vaswani anjan srivastav kumar bharadwaj suhas joshi nadira,,0.0,0.0,shah rukh khan aishwarya rai bachchan chandrachur singh sharad s kapoor priya gill sharat saxena vivek vaswani anjan srivastav kumar bharadwaj suhas joshi nadira 
aaghaaz,sunil shetty sushmita sen namrata shirodkar suman ranganath,,1.5,3.0,sunil shetty sushmita sen namrata shirodkar suman ranganath 
aaj ka ravan,kasam ali mithun chakraborty gajendra chouhan siddharth dhawan mohan joshi shakti kapoor shalini kapoor javed khan mushtaq khan indira krishnan vinod kulkarni meenakshi anil nagrath master rashid,,10.0,1.0,kasam ali mithun chakraborty gajendra chouhan siddharth dhawan mohan joshi shakti kapoor shalini kapoor javed khan mushtaq khan indira krishnan vinod kulkarni meenakshi anil nagrath master rashid 
fiza,jaya bachchan karisma kapoor hrithik roshan neha asha sachdev bikram saluja isha koppikar dinesh thakur sanjay narvekar ravi jhankal anup soni shivaji satam sabir masani johnny lever,drama romance,6.288,26.0,jaya bachchan karisma kapoor hrithik roshan neha asha sachdev bikram saluja isha koppikar dinesh thakur sanjay narvekar ravi jhankal anup soni shivaji satam sabir masani johnny lever drama romance
