Title,Cast and crew,Genre,Vote_Average,Vote_Count,Combined_Features
dil diya hai,emraan hashmi ashmit patel geeta basra mithun chakraborty,romance drama,5.2,6.0,emraan hashmi ashmit patel geeta basra mithun chakraborty romance drama
darwaaza bandh rakho,ishrat ali abhay bhargav snehal dabi divya dutta gulshan grover zakir hussain smita jaykar jeeva ravi kale goga kapoor tashu kaushik manisha koirala srinivasa rao kota raju mavani,comedy crime,5.5,2.0,ishrat ali abhay bhargav snehal dabi divya dutta gulshan grover zakir hussain smita jaykar jeeva ravi kale goga kapoor tashu kaushik manisha koirala srinivasa rao kota raju mavani comedy crime
eight: the power of shani,raj tara meghna naidu gulshan grover padmini kolhapure vastvikta raju kher surbhi purohit,,1.0,1.0,raj tara meghna naidu gulshan grover padmini kolhapure vastvikta raju kher surbhi purohit 
dhoom 2,hrithik roshan abhishek bachchan aishwarya rai bachchan uday chopra bipasha basu rimi sen trishla baid nikio railey harry james taufrique yusuf hussain arjun sablok,drama action thriller crime,6.564,234.0,hrithik roshan abhishek bachchan aishwarya rai bachchan uday chopra bipasha basu rimi sen trishla baid nikio railey harry james taufrique yusuf hussain arjun sablok drama action thriller crime
dor,ayesha takia shreyas talpade gul panag girish karnad prateeksha lonkar rushad rana anirudh jaykar shivani joshi uttara baokar pavan singh banwarilal taneja ikhlaq khan veena sajnani vibhu kashyap,drama,7.3,24.0,ayesha takia shreyas talpade gul panag girish karnad prateeksha lonkar rushad rana anirudh jaykar shivani joshi uttara baokar pavan singh banwarilal taneja ikhlaq khan veena sajnani vibhu kashyap drama
don,shah rukh khan priyanka chopra arjun rampal isha koppikar boman irani om puri pavan malhotra rajesh khattar tanay chheda kareena kapoor chunky pandey diwakar pundir sandrine verrier seth sidhart jyoti,family drama,8.2,4.0,shah rukh khan priyanka chopra arjun rampal isha koppikar boman irani om puri pavan malhotra rajesh khattar tanay chheda kareena kapoor chunky pandey diwakar pundir sandrine verrier seth sidhart jyoti family drama
family,amitabh bachchan akshay kumar bhoomika chawla aryeman ramsay sushant singh nandini suchhi kumar anjan srivastav bharti achrekar shernaz patel rujuta deshmukh ali haji sunil grover nawazuddin siddiqui,comedy,6.5,57.0,amitabh bachchan akshay kumar bhoomika chawla aryeman ramsay sushant singh nandini suchhi kumar anjan srivastav bharti achrekar shernaz patel rujuta deshmukh ali haji sunil grover nawazuddin siddiqui comedy
fanaa,aamir khan kajol rishi kapoor tabu kiron kher lara dutta shiney ahuja satish shah lillete dubey sharat saxena ahmed khan vrajesh hirjee jaspal bhatti gautami kapoor,action drama romance thriller,6.744,199.0,aamir khan kajol rishi kapoor tabu kiron kher lara dutta shiney ahuja satish shah lillete dubey sharat saxena ahmed khan vrajesh hirjee jaspal bhatti gautami kapoor action drama romance thriller
gangster,kangana ranaut shiney ahuja emraan hashmi gulshan grover vicky ahuja hitanshu lodhia sachin karekar jeetpal,romance crime drama action,6.8,41.0,kangana ranaut shiney ahuja emraan hashmi gulshan grover vicky ahuja hitanshu lodhia sachin karekar jeetpal romance crime drama action
golmaal: fun unlimited,ajay devgn arshad warsi sharman joshi tusshar kapoor paresh rawal rimi sen sushmita mukherjee vrajesh hirjee,comedy family,6.622,115.0,ajay devgn arshad warsi sharman joshi tusshar kapoor paresh rawal rimi sen sushmita mukherjee vrajesh hirjee comedy family
devaki,ram kapoor suman ranganath arvin tucker,drama,1.0,1.0,ram kapoor suman ranganath arvin tucker drama
fight club – members only,sunil shetty sohail khan zayed khan dino morea riteish deshmukh ashmit patel rahul dev yash tonk dia mirza amrita arora neha dhupia,action,6.44,25.0,sunil shetty sohail khan zayed khan dino morea riteish deshmukh ashmit patel rahul dev yash tonk dia mirza amrita arora neha dhupia action
dharti kahe pukar ke,ajay devgn sharbani mukherjee,,0.0,0.0,ajay devgn sharbani mukherjee 
humko deewana kar gaye,akshay kumar katrina kaif bipasha basu bhagyashree shernaz patel vivek shauq helen mahesh thakur ranjeet nina kulkarni puneet issar anju mahendru delnaaz irani manoj joshi,drama romance,5.0,24.0,akshay kumar katrina kaif bipasha basu bhagyashree shernaz patel vivek shauq helen mahesh thakur ranjeet nina kulkarni puneet issar anju mahendru delnaaz irani manoj joshi drama romance
humko tumse pyaar hai,arjun rampal ameesha patel bobby deol achint kaur anang desai beena banerjee asha sharma suhasini mulay firdosh mewawala kanwaljit singh vivek shauq mohit makkad,romance thriller,6.8,9.0,arjun rampal ameesha patel bobby deol achint kaur anang desai beena banerjee asha sharma suhasini mulay firdosh mewawala kanwaljit singh vivek shauq mohit makkad romance thriller
i see you,arjun rampal vipasha agarwal chunky pandey boman irani sonali kulkarni,horror thriller,7.011,1408.0,arjun rampal vipasha agarwal chunky pandey boman irani sonali kulkarni horror thriller
jaane hoga kya,aftab shivdasani bipasha basu preeti jhangiani rahul dev paresh rawal tinnu anand,action romance science fiction thriller,0.0,0.0,aftab shivdasani bipasha basu preeti jhangiani rahul dev paresh rawal tinnu anand action romance science fiction thriller
jaan-e-mann,salman khan akshay kumar preity zinta anupam kher tom dinardo ann marie seall soni razdan,drama romance,5.574,34.0,salman khan akshay kumar preity zinta anupam kher tom dinardo ann marie seall soni razdan drama romance
jawani diwani: a youthful joyride,emraan hashmi celina jaitly hrishitaa bhatt mahesh manjrekar tiku talsania,romance comedy,4.8,9.0,emraan hashmi celina jaitly hrishitaa bhatt mahesh manjrekar tiku talsania romance comedy
holiday,onjolee nair dino morea kashmira shah gulshan grover,comedy romance drama,7.3,243.0,onjolee nair dino morea kashmira shah gulshan grover comedy romance drama
iqraar by chance,amarjeet shilpa anand deepa bakshi narendra bedi kurush deboo rahul dev arbaaz khan aslam khan manoj pahwa haniif sheikh upasna singh tiku talsania,,0.0,0.0,amarjeet shilpa anand deepa bakshi narendra bedi kurush deboo rahul dev arbaaz khan aslam khan manoj pahwa haniif sheikh upasna singh tiku talsania 
khosla ka ghosla,anupam kher boman irani parvin dabas tara sharma navin nischol kiran juneja ranvir shorey vinod nagpal vinay pathak nitish pandey rajendra sethi rajesh sharma roopam bajwa anusha lal,comedy,7.2,92.0,anupam kher boman irani parvin dabas tara sharma navin nischol kiran juneja ranvir shorey vinod nagpal vinay pathak nitish pandey rajendra sethi rajesh sharma roopam bajwa anusha lal comedy
kabhi alvida naa kehna,amitabh bachchan shah rukh khan abhishek bachchan rani mukerji preity zinta kiron kher arjun rampal,drama romance,6.4,198.0,amitabh bachchan shah rukh khan abhishek bachchan rani mukerji preity zinta kiron kher arjun rampal drama romance
love ke chakkar mein,rishi kapoor akshat bhatia namitha satish shah shoma anand parmita katkar,,0.0,0.0,rishi kapoor akshat bhatia namitha satish shah shoma anand parmita katkar 
lage raho munna bhai,sanjay dutt arshad warsi vidya balan boman irani dilip prabhavalkar dia mirza jimmy sheirgill kulbhushan kharbanda parikshat sahni saurabh shukla supriya shukla achyut potdar atmaram bhende arun bali,comedy drama romance,7.241,195.0,sanjay dutt arshad warsi vidya balan boman irani dilip prabhavalkar dia mirza jimmy sheirgill kulbhushan kharbanda parikshat sahni saurabh shukla supriya shukla achyut potdar atmaram bhende arun bali comedy drama romance
kabul express,john abraham arshad warsi salman shahid hanif hum ghum linda arsenio wali o qhab khader arya haji gul aser abdul basir mujahid saeed meeran farhad raziq zargar farooq baraki anjamuddin hashmatullah fanai,action comedy drama thriller,5.8,18.0,john abraham arshad warsi salman shahid hanif hum ghum linda arsenio wali o qhab khader arya haji gul aser abdul basir mujahid saeed meeran farhad raziq zargar farooq baraki anjamuddin hashmatullah fanai action comedy drama thriller
jigyaasa,nassar abdulla rakesh bedi hrishitaa bhatt jaya bhattacharya divyaa dwivedi milind gunaji vikas kalantri kader khan sikander kharbanda anupam shyam mukesh tiwari varsha usgaonkar,,2.0,1.0,nassar abdulla rakesh bedi hrishitaa bhatt jaya bhattacharya divyaa dwivedi milind gunaji vikas kalantri kader khan sikander kharbanda anupam shyam mukesh tiwari varsha usgaonkar 
krrish,rekha hrithik roshan priyanka chopra sharat saxena puneet issar hemant pandey manini m mishra akash khurana naseeruddin shah ahmed khan xia bin edgar noordanus mithilesh chaturvedi zain khan,action science fiction,6.4,226.0,rekha hrithik roshan priyanka chopra sharat saxena puneet issar hemant pandey manini m mishra akash khurana naseeruddin shah ahmed khan xia bin edgar noordanus mithilesh chaturvedi zain khan action science fiction
malamaal weekly,paresh rawal om puri riteish deshmukh reema sen rajpal yadav asrani shakti kapoor arbaaz khan innocent sudha chandran rasika joshi priyanshi sona nair bineesh kodiyeri,comedy crime,6.1,49.0,paresh rawal om puri riteish deshmukh reema sen rajpal yadav asrani shakti kapoor arbaaz khan innocent sudha chandran rasika joshi priyanshi sona nair bineesh kodiyeri comedy crime
omkara,ajay devgn saif ali khan vivek oberoi kareena kapoor konkona sen sharma bipasha basu naseeruddin shah deepak dobriyal manav kaushik kamal tiwari,,0.0,0.0,ajay devgn saif ali khan vivek oberoi kareena kapoor konkona sen sharma bipasha basu naseeruddin shah deepak dobriyal manav kaushik kamal tiwari 
pyaar ke side effects,rahul bose mallika sherawat ranvir shorey sharat saxena shabnam kapoor jas arora suchitra pillai taraana raja aamir bashir sophiya chaudhary,comedy drama romance,6.147,17.0,rahul bose mallika sherawat ranvir shorey sharat saxena shabnam kapoor jas arora suchitra pillai taraana raja aamir bashir sophiya chaudhary comedy drama romance
naksha,sunny deol vivek oberoi sameera reddy jackie shroff suhasini mulay navni parihar lilliput mridula chandrashekar,romance drama,3.7,5.0,sunny deol vivek oberoi sameera reddy jackie shroff suhasini mulay navni parihar lilliput mridula chandrashekar romance drama
phir hera pheri,akshay kumar sunil shetty paresh rawal bipasha basu rimi sen johnny lever manoj joshi rajpal yadav sharat saxena suresh menon rakesh bedi dinesh hingoo dinesh lamba atul parchure,comedy,6.5,114.0,akshay kumar sunil shetty paresh rawal bipasha basu rimi sen johnny lever manoj joshi rajpal yadav sharat saxena suresh menon rakesh bedi dinesh hingoo dinesh lamba atul parchure comedy
pyare mohan,fardeen khan vivek oberoi esha deol amrita rao boman irani firoz irani adi irani snehal dabi sanjay mishra gunjan shalin bhanot khurshed lawyer pongsanart vinsiri balvinder singh suri,comedy,4.5,10.0,fardeen khan vivek oberoi esha deol amrita rao boman irani firoz irani adi irani snehal dabi sanjay mishra gunjan shalin bhanot khurshed lawyer pongsanart vinsiri balvinder singh suri comedy
mere jeevan saathi,akshay kumar karisma kapoor ameesha patel gulshan grover ashish vidyarthi maya alagh alok nath rakesh bedi arun bali gajendra chouhan razak khan asha patel,action romance,7.0,3.0,akshay kumar karisma kapoor ameesha patel gulshan grover ashish vidyarthi maya alagh alok nath rakesh bedi arun bali gajendra chouhan razak khan asha patel action romance
prateeksha,jeetendra moushumi chatterjee vinod mehra govinda shilpa shirodkar,action,0.0,0.0,jeetendra moushumi chatterjee vinod mehra govinda shilpa shirodkar action
sacred evil – a true story,sarika lynsey pow,drama horror,0.0,0.0,sarika lynsey pow drama horror
rang de basanti,aamir khan siddharth sharman joshi kunal kapoor atul kulkarni alice patten soha ali khan steven mackintosh madhavan waheeda rehman anupam kher kiron kher om puri lekh tandon,comedy drama history romance,7.13,426.0,aamir khan siddharth sharman joshi kunal kapoor atul kulkarni alice patten soha ali khan steven mackintosh madhavan waheeda rehman anupam kher kiron kher om puri lekh tandon comedy drama history romance
shaadi karke phas gaya yaar,salman khan shilpa shetty kundra reema lagoo mohnish bahl aashif sheikh shakti kapoor,drama,3.6,5.0,salman khan shilpa shetty kundra reema lagoo mohnish bahl aashif sheikh shakti kapoor drama
sandwich,govinda raveena tandon mahima chaudhry,drama,3.5,2.0,govinda raveena tandon mahima chaudhry drama
shaadi se pehle,akshaye khanna ayesha takia mallika sherawat sunil shetty aftab shivdasani anupam kher gulshan grover,drama,3.429,7.0,akshaye khanna ayesha takia mallika sherawat sunil shetty aftab shivdasani anupam kher gulshan grover drama
saawan... the love season,salman khan saloni aswani kapil jhaveri prem chopra ranjeet sheela sharma kiran rathod johnny lever,drama,6.2,6.0,salman khan saloni aswani kapil jhaveri prem chopra ranjeet sheela sharma kiran rathod johnny lever drama
shiva,mohit ahlawat priyanka kothari vinod jaywant,drama,0.0,0.0,mohit ahlawat priyanka kothari vinod jaywant drama
souten: the other woman,mahima chaudhry padmini kolhapure shakti kapoor gulshan grover vikram singh kiran rathod,thriller,0.0,0.0,mahima chaudhry padmini kolhapure shakti kapoor gulshan grover vikram singh kiran rathod thriller
shikhar,ajay devgn shahid kapoor bipasha basu amrita rao javed sheikh,drama,4.6,5.0,ajay devgn shahid kapoor bipasha basu amrita rao javed sheikh drama
children of heaven,mohammad amir naji amir farrokh hashemian bahare seddiqi nafise jafar mohammadi fereshte sarabandi kamal mirkarimi behzad rafi dariush mokhtari mohammad hasan hosseinian masume dair kambiz peykarnegar hasan roohparvari abbas ali roomandi jafar seyfollahi,drama family,7.917,589.0,mohammad amir naji amir farrokh hashemian bahare seddiqi nafise jafar mohammadi fereshte sarabandi kamal mirkarimi behzad rafi dariush mokhtari mohammad hasan hosseinian masume dair kambiz peykarnegar hasan roohparvari abbas ali roomandi jafar seyfollahi drama family
tathastu,sanjay dutt ameesha patel jaya prada gulshan grover darshan jariwala,drama,5.7,3.0,sanjay dutt ameesha patel jaya prada gulshan grover darshan jariwala drama
the killer,irrfan khan emraan hashmi priyanka kothari,crime thriller,6.583,1937.0,irrfan khan emraan hashmi priyanka kothari crime thriller
umrao jaan,aishwarya rai bachchan shabana azmi sunil shetty abhishek bachchan bikram saluja ayesha jhulka puru rajkumar parikshat sahni kulbhushan kharbanda divya dutta himani shivpuri maya alagh vishwajeet pradhan javed khan,romance drama,8.304,22.0,aishwarya rai bachchan shabana azmi sunil shetty abhishek bachchan bikram saluja ayesha jhulka puru rajkumar parikshat sahni kulbhushan kharbanda divya dutta himani shivpuri maya alagh vishwajeet pradhan javed khan romance drama
taxi no. 9211,nana patekar john abraham sonali kulkarni sameera reddy shivaji satam nassar abdulla kurush deboo smita jaykar sanjay dutt,comedy drama thriller,6.2,53.0,nana patekar john abraham sonali kulkarni sameera reddy shivaji satam nassar abdulla kurush deboo smita jaykar sanjay dutt comedy drama thriller
teesri aankh: the hidden camera,sunny deol ameesha patel neha dhupia mukesh rishi aarti chhabria aashish chaudhary mukesh tiwari murli sharma ayub khan jazzy b,crime thriller,4.2,5.0,sunny deol ameesha patel neha dhupia mukesh rishi aarti chhabria aashish chaudhary mukesh tiwari murli sharma ayub khan jazzy b crime thriller
vivah,shahid kapoor amrita rao anupam kher alok nath seema biswas samir soni lata sabharwal manoj joshi amrita prakash dinesh lamba ameya pandya jatin sial aditi bhatia shreya sharma,romance drama,6.561,82.0,shahid kapoor amrita rao anupam kher alok nath seema biswas samir soni lata sabharwal manoj joshi amrita prakash dinesh lamba ameya pandya jatin sial aditi bhatia shreya sharma romance drama
utthaan,priyanshu chatterjee neha dhupia,,0.0,0.0,priyanshu chatterjee neha dhupia 
waris shah: ishq daa waaris,gurdas maan juhi chawla sushant singh divya dutta,drama romance,9.0,4.0,gurdas maan juhi chawla sushant singh divya dutta drama romance
woh lamhe...,kangana ranaut shiney ahuja shaad randhawa purab kohli masumeh makhija anita wahi ram prakash preeti koppikar abbas,drama romance,5.4,7.0,kangana ranaut shiney ahuja shaad randhawa purab kohli masumeh makhija anita wahi ram prakash preeti koppikar abbas drama romance
yun hota toh kya hota,paresh rawal konkona sen sharma jimmy sheirgill irrfan khan ayesha takia karan khanna saroj khan ratna pathak shah boman irani imaaduddin shah ravi baswani razak khan suhasini mulay ankur khanna,drama,6.2,6.0,paresh rawal konkona sen sharma jimmy sheirgill irrfan khan ayesha takia karan khanna saroj khan ratna pathak shah boman irani imaaduddin shah ravi baswani razak khan suhasini mulay ankur khanna drama
umar,jimmy sheirgill shenaz treasury kader khan prem chopra satish kaushik dalip tahil shakti kapoor,crime drama,1.5,2.0,jimmy sheirgill shenaz treasury kader khan prem chopra satish kaushik dalip tahil shakti kapoor crime drama
zindaggi rocks,sushmita sen shiney ahuja julian burkhardt ravi gossain gargi patel moushumi chatterjee seema biswas kim sharma,drama romance,4.5,3.0,sushmita sen shiney ahuja julian burkhardt ravi gossain gargi patel moushumi chatterjee seema biswas kim sharma drama romance
tom dick and harry,rakesh bedi bobby darling avtar gill ramesh goyal gulshan grover hansa celina jaitly shakti kapoor javed khan shehzad khan shashi kiran aditya lakhia manmauji sanjay mishra,comedy romance,5.2,15.0,rakesh bedi bobby darling avtar gill ramesh goyal gulshan grover hansa celina jaitly shakti kapoor javed khan shehzad khan shashi kiran aditya lakhia manmauji sanjay mishra comedy romance
aashiq banaya aapne,emraan hashmi tanushree dutta sonu sood,drama thriller romance,4.2,15.0,emraan hashmi tanushree dutta sonu sood drama thriller romance
anjaane,manisha koirala sanjay kapoor helen daisy irani pramod moutho mushtaq khan atul parchure akshay bhatiya ekta sohini baban patil pankaj ojha tejaswini kolhapure tanwi gauri mehta anand mehta,drama,0.0,0.0,manisha koirala sanjay kapoor helen daisy irani pramod moutho mushtaq khan atul parchure akshay bhatiya ekta sohini baban patil pankaj ojha tejaswini kolhapure tanwi gauri mehta anand mehta drama
apaharan,ajay devgn nana patekar bipasha basu ayub khan mohan agashe mukesh tiwari yashpal sharma anup soni chetan pandit akhilendra mishra daya shankar pandey murli sharma ehsan khan mukul nag,action crime drama,6.148,27.0,ajay devgn nana patekar bipasha basu ayub khan mohan agashe mukesh tiwari yashpal sharma anup soni chetan pandit akhilendra mishra daya shankar pandey murli sharma ehsan khan mukul nag action crime drama
bachke rehna re baba,rekha mallika sherawat paresh rawal satish shah karan khanna kurush deboo suresh menon geeta khanna arun ranjankar manish kumar,drama comedy romance,1.0,1.0,rekha mallika sherawat paresh rawal satish shah karan khanna kurush deboo suresh menon geeta khanna arun ranjankar manish kumar drama comedy romance
7½ phere,juhi chawla irrfan khan manoj pahwa nina kulkarni anang desai shri vallabh vyas manini m mishra ninad kamat chahat khanna,comedy drama,6.0,1.0,juhi chawla irrfan khan manoj pahwa nina kulkarni anang desai shri vallabh vyas manini m mishra ninad kamat chahat khanna comedy drama
barsaat,bobby deol bipasha basu priyanka chopra gajendra chouhan mahesh thakur vivek vaswani vivek shauq beena banerjee supriya pilgaonkar dolly bindra pushtii shakti manmeet singh kumar hegde mahesh gupta,romance action,5.147,17.0,bobby deol bipasha basu priyanka chopra gajendra chouhan mahesh thakur vivek vaswani vivek shauq beena banerjee supriya pilgaonkar dolly bindra pushtii shakti manmeet singh kumar hegde mahesh gupta romance action
bewafaa,anil kapoor akshay kumar kareena kapoor sushmita sen shamita shetty manoj bajpayee supriya pathak kabir bedi nafisa ali,drama,4.531,16.0,anil kapoor akshay kumar kareena kapoor sushmita sen shamita shetty manoj bajpayee supriya pathak kabir bedi nafisa ali drama
black,amitabh bachchan rani mukerji shernaz patel ayesha kapoor dhritiman chatterjee sillo mahava chippy gangjee mahabanoo mody kotwal salome kenneth desai arif shah bomie e dotiwala jeroo shroff bomi kapadia,drama,7.8,195.0,amitabh bachchan rani mukerji shernaz patel ayesha kapoor dhritiman chatterjee sillo mahava chippy gangjee mahabanoo mody kotwal salome kenneth desai arif shah bomie e dotiwala jeroo shroff bomi kapadia drama
zinda,sanjay dutt john abraham lara dutta celina jaitly mahesh manjrekar raj zutshi alisha baig nitin raghani aditya siddhu rushita singh rahhull dosani chirag gaurav chanana,action thriller,3.786,21.0,sanjay dutt john abraham lara dutta celina jaitly mahesh manjrekar raj zutshi alisha baig nitin raghani aditya siddhu rushita singh rahhull dosani chirag gaurav chanana action thriller
bluffmaster!,abhishek bachchan priyanka chopra riteish deshmukh nana patekar,drama comedy romance,6.0,41.0,abhishek bachchan priyanka chopra riteish deshmukh nana patekar drama comedy romance
99.9 fm,shawar ali jaipreet nagra raima sen,crime drama,4.0,1.0,shawar ali jaipreet nagra raima sen crime drama
bhola in bollywood,ali asgar raj babbar suresh chatwal avtar gill shammi kapoor razak khan siraj khan vinod khanna raza murad alok nath rajesh puri virendra saxena bharati sharma,comedy,6.8,25.0,ali asgar raj babbar suresh chatwal avtar gill shammi kapoor razak khan siraj khan vinod khanna raza murad alok nath rajesh puri virendra saxena bharati sharma comedy
bhagmati,tabu milind soman j v somayajulu hema malini ashok kaul,thriller horror crime,5.984,32.0,tabu milind soman j v somayajulu hema malini ashok kaul thriller horror crime
blackmail,ajay devgn sunil shetty priyanka chopra dia mirza parth dave mukesh rishi siddharth ray shiva rindani,drama thriller crime,6.533,227.0,ajay devgn sunil shetty priyanka chopra dia mirza parth dave mukesh rishi siddharth ray shiva rindani drama thriller crime
bunty aur babli,abhishek bachchan rani mukerji amitabh bachchan kiran juneja lilliput pratima kazmi prem chopra puneet issar raj babbar rajesh vivek aishwarya rai bachchan rameshwari ranjeet ravi baswani,comedy crime romance,6.3,71.0,abhishek bachchan rani mukerji amitabh bachchan kiran juneja lilliput pratima kazmi prem chopra puneet issar raj babbar rajesh vivek aishwarya rai bachchan rameshwari ranjeet ravi baswani comedy crime romance
chaahat – ek nasha,aryan vaid manisha koirala preeti jhangiani sharad s kapoor sayaji shinde snehal dabi govind namdeo,romance drama,4.0,1.0,aryan vaid manisha koirala preeti jhangiani sharad s kapoor sayaji shinde snehal dabi govind namdeo romance drama
chetna: the excitement,jatin grewal kiran kumar navnit ravi rana,thriller,3.1,50.0,jatin grewal kiran kumar navnit ravi rana thriller
chand sa roshan chehra,samir aftab talat aziz tamannaah bhatia kurush deboo,romance,0.0,0.0,samir aftab talat aziz tamannaah bhatia kurush deboo romance
chocolate,anil kapoor sunil shetty arshad warsi emraan hashmi irrfan khan tanushree dutta mumait khan emma bunton,horror tv movie,5.2,33.0,anil kapoor sunil shetty arshad warsi emraan hashmi irrfan khan tanushree dutta mumait khan emma bunton horror tv movie
d,randeep hooda chunky pandey rukhsar rehman isha koppikar yashpal sharma sushant singh goga kapoor,action drama thriller,6.5,112.0,randeep hooda chunky pandey rukhsar rehman isha koppikar yashpal sharma sushant singh goga kapoor action drama thriller
deewane huye paagal,akshay kumar sunil shetty shahid kapoor rimi sen paresh rawal om puri johnny lever vijay raaz suresh menon asrani rakesh bedi supriya pilgaonkar baljeet singh vivek oberoi,comedy drama romance,4.782,39.0,akshay kumar sunil shetty shahid kapoor rimi sen paresh rawal om puri johnny lever vijay raaz suresh menon asrani rakesh bedi supriya pilgaonkar baljeet singh vivek oberoi comedy drama romance
bullet: ek dhamaka,saayli buva natalya gudkova iqbal khan asseem merchant saadhika randhawa dharmendra rawal asad sikander,action drama,0.0,0.0,saayli buva natalya gudkova iqbal khan asseem merchant saadhika randhawa dharmendra rawal asad sikander action drama
chehraa,bipasha basu dino morea preeti jhangiani irrfan khan govind namdeo rajat kapoor navni parihar nawab shah,drama thriller,8.0,2.0,bipasha basu dino morea preeti jhangiani irrfan khan govind namdeo rajat kapoor navni parihar nawab shah drama thriller
dil jo bhi kahey...,amitabh bachchan revathy karan sharma annabelle wallis bhoomika chawla malcolm stoddard claire oberman sara zommorodi,romance,5.3,3.0,amitabh bachchan revathy karan sharma annabelle wallis bhoomika chawla malcolm stoddard claire oberman sara zommorodi romance
dosti: friends forever,akshay kumar bobby deol kareena kapoor lara dutta juhi chawla shakti kapoor kiran kumar mahesh thakur lillete dubey navni parihar aman verma,romance drama,4.7,15.0,akshay kumar bobby deol kareena kapoor lara dutta juhi chawla shakti kapoor kiran kumar mahesh thakur lillete dubey navni parihar aman verma romance drama
classic – dance of love,mithun chakraborty meghna naidu vikas bhardwaj navin nischol himani shivpuri shashi kiran krishna bhatt gyan prakash dinesh hingoo vivek mishra mansee shah navin neeraj rajput shalu,,0.0,0.0,mithun chakraborty meghna naidu vikas bhardwaj navin nischol himani shivpuri shashi kiran krishna bhatt gyan prakash dinesh hingoo vivek mishra mansee shah navin neeraj rajput shalu 
dus,sanjay dutt sunil shetty abhishek bachchan zayed khan shilpa shetty kundra esha deol pankaj kapur dia mirza raima sen gulshan grover ninad kamat javed sheikh mayte garcia,action crime thriller,5.257,37.0,sanjay dutt sunil shetty abhishek bachchan zayed khan shilpa shetty kundra esha deol pankaj kapur dia mirza raima sen gulshan grover ninad kamat javed sheikh mayte garcia action crime thriller
elaan,arjun rampal ameesha patel john abraham lara dutta rahul khanna mithun chakraborty chunky pandey asrani milind gunaji ritu shivpuri avtar gill,drama action thriller,5.6,11.0,arjun rampal ameesha patel john abraham lara dutta rahul khanna mithun chakraborty chunky pandey asrani milind gunaji ritu shivpuri avtar gill drama action thriller
fareb,shilpa shetty kundra manoj bajpayee shamita shetty parmeet sethi milind gunaji kelly dorji,thriller drama,6.0,1.0,shilpa shetty kundra manoj bajpayee shamita shetty parmeet sethi milind gunaji kelly dorji thriller drama
ek ajnabee,amitabh bachchan arjun rampal perizaad zorabian rucha vaidya vikram chatwal daya shankar pandey akhilendra mishra aditya lakhia raj zutshi kelly dorji denzil smith yuth abhishek bachchan lara dutta,action thriller,4.9,15.0,amitabh bachchan arjun rampal perizaad zorabian rucha vaidya vikram chatwal daya shankar pandey akhilendra mishra aditya lakhia raj zutshi kelly dorji denzil smith yuth abhishek bachchan lara dutta action thriller
fun – can be dangerous sometimes,siddharth koirala aryan vaid payal rohatgi hina tasleem rashil bangia mallika nayyar gaurav dixit mallishka mushtaq khan hemant pandey sheela sharma rajat bedi,drama,0.0,0.0,siddharth koirala aryan vaid payal rohatgi hina tasleem rashil bangia mallika nayyar gaurav dixit mallishka mushtaq khan hemant pandey sheela sharma rajat bedi drama
ek khiladi ek haseena,fardeen khan koena mitra kay kay menon rakhi sawant mumait khan zabyn khan feroz khan,crime thriller,4.8,8.0,fardeen khan koena mitra kay kay menon rakhi sawant mumait khan zabyn khan feroz khan crime thriller
double cross,ayesha jhulka negar khan,drama thriller tv movie,3.0,3.0,ayesha jhulka negar khan drama thriller tv movie
dreams,aseel adel bashir al majid mohamed hashim talib al furati azhaar mamoodi kaheel khalid mortadha saadi anaam al rubaye khudair alsari firyal kereem behjet al juburi,drama romance,0.0,0.0,aseel adel bashir al majid mohamed hashim talib al furati azhaar mamoodi kaheel khalid mortadha saadi anaam al rubaye khudair alsari firyal kereem behjet al juburi drama romance
home delivery,vivek oberoi mahima chaudhry ayesha takia boman irani saurabh shukla tiku talsania arif zakaria aman verma rushita pandya shernaz patel karan johar juhi chawla sanjay suri peeya rai chowdhary,comedy romance,3.5,4.0,vivek oberoi mahima chaudhry ayesha takia boman irani saurabh shukla tiku talsania arif zakaria aman verma rushita pandya shernaz patel karan johar juhi chawla sanjay suri peeya rai chowdhary comedy romance
garam masala,akshay kumar john abraham paresh rawal rimi sen neetu chandra nargis bagheri daisy bopanna rajpal yadav asrani lakshmi pandit neha dhupia manoj joshi,comedy,5.8,81.0,akshay kumar john abraham paresh rawal rimi sen neetu chandra nargis bagheri daisy bopanna rajpal yadav asrani lakshmi pandit neha dhupia manoj joshi comedy
iqbal,shreyas talpade naseeruddin shah shweta basu prasad yatin karyekar prateeksha lonkar girish karnad dilip salgaonkar jyoti joshi aadarsh balakrishna gururaj manepalli rajita joshi srikanth chitrao vikram inamdar elahe hiptoola,drama,6.9,65.0,shreyas talpade naseeruddin shah shweta basu prasad yatin karyekar prateeksha lonkar girish karnad dilip salgaonkar jyoti joshi aadarsh balakrishna gururaj manepalli rajita joshi srikanth chitrao vikram inamdar elahe hiptoola drama
jai chiranjeeva,chiranjeevi bhoomika chawla sameera reddy suneel brahmanandam rahul dev venu madhav arbaaz khan tanikella bharani jayaprakash reddy m s narayana sudha a v s subramanyam dharmavarapu subramanyam,action,5.4,6.0,chiranjeevi bhoomika chawla sameera reddy suneel brahmanandam rahul dev venu madhav arbaaz khan tanikella bharani jayaprakash reddy m s narayana sudha a v s subramanyam dharmavarapu subramanyam action
