movieId,title,genres
161064,Filmistaan,Comedy
90634,Hum Tumhare Hain Sanam,"Drama, Romance, Comedy"
376495,Naseeb,"Comedy, Drama, Romance"
149,Akira,"Animation, Science Fiction, Action"
535144,Sonchiriya,"Crime, Action, Drama, Western"
17334,The Other End of the Line,"Comedy, Romance"
1298061,Kesari,"Action, Fantasy"
25499,Jaane Bhi Do Yaaro,"Comedy, Crime"
727864,Nympho: The Lust Story,"Drama, Romance"
403514,San' 75 (Pachattar),"Thriller, Drama"
188640,Shootout at Wadala,"Action, Crime, Drama, History"
69775,Murder 2,"Action, Crime, Drama, Thriller"
16344,Luck by Chance,"Romance, Drama, Comedy"
16987,Kaho Naa... Pyaar Hai,"Romance, Drama"
24603,All the Best: Fun Begins,"Action, Comedy, Music"
52696,Band Baaja Baaraat,"Comedy, Drama, Romance"
556907,Baazaar,"Crime, Drama, Thriller"
397441,Miss Teacher,Romance
304792,Raaz,Mystery
33457,Nayak: The Real Hero,"Drama, Thriller, Action"
323677,Race,"Drama, History"
1145809,Sergeant,"Drama, Thriller"
15412,Khosla Ka Ghosla!,Comedy
92979,Don,"Family, Drama"
821902,Siya,Animation
543,Blackmail,"Drama, Thriller, Crime"
44978,Golmaal 3,"Comedy, Family"
441894,Baadshaho,"Action, Thriller"
1002082,Babli Bouncer,"Comedy, Drama"
121598,Midnight's Children,Drama
1090823,Rahasya,Action
1285801,Love-All,"Comedy, Romance"
994287,Sarfarosh,Romance
246133,Entertainment,"Drama, Comedy"
695951,Chehre,"Thriller, Mystery, Drama"
784940,Good Luck Jerry,"Comedy, Crime, Drama"
622792,Kanguva,"Drama, Action"
598859,Kaamyaab,"Comedy, Drama"
117341,Madhoshi,"Drama, Romance, Music, Mystery"
197887,Housefull,"Family, Comedy"
591101,Mardaani 2,"Action, Crime, Thriller"
774806,Toolsidas Junior,"Drama, Family"
444000,Love Sonia,Drama
361131,Hate Story 3,"Thriller, Drama"
783461,Looop Lapeta,"Action, Comedy, Crime"
608746,Mumbai Saga,"Action, Drama, Crime"
25519,Pardes,"Drama, Romance"
35907,Kaante,"Crime, Thriller, Action"
470642,The Hungry,Drama
529526,Kabzaa,"Action, Crime, Drama"
915867,Forensic,"Crime, Thriller"
20742,Shootout at Lokhandwala,"Action, Crime, History"
915776,Double XL,"Comedy, Drama"
726207,Phone Bhoot,"Horror, Comedy"
161479,Cadaver,Animation
190940,Bombay Talkies,"Drama, Romance"
1049623,Almost Pyaar with DJ Mohabbat,"Romance, Drama, Music"
607091,Oh! Baby,"Comedy, Drama, Fantasy"
794819,Rashmi Rocket,Drama
147405,Dabangg 2,"Action, Comedy, Crime"
1066700,Mulk,
45533,Pyaar Kiya To Darna Kya,"Comedy, Drama, Romance"
594673,The Tashkent Files,"Drama, Mystery, Thriller, History"
585862,Romeo Akbar Walter,"Action, Thriller"
22609,Dil Bole Hadippa!,"Romance, Comedy, Drama"
394034,Buddha in a Traffic Jam,"Thriller, Crime"
565696,DAMaN,Drama
1188051,The Purvanchal Files,"Action, Drama"
19663,Love Aaj Kal,"Comedy, Drama, Romance"
752936,800,Drama
245844,Blind,Drama
157800,Har Dil Jo Pyar Karega...,"Comedy, Drama"
241882,Ankhon Dekhi,"Comedy, Drama"
945324,Ardh,"Drama, Comedy"
1063708,Joram,"Adventure, Crime, Drama, Thriller"
71257,Khoobsurat,"Comedy, Romance, Family"
715765,Bachchhan Paandey,"Comedy, Action, Crime"
33125,Border,"Action, Drama, History, War"
1873,Rangoon,"Drama, Thriller"
493623,Hichki,"Drama, Comedy"
636449,Ujda Chaman,"Comedy, Drama"
9992,Arth,"Adventure, Fantasy, Animation, Family"
109028,Mohra,"Action, Thriller"
393441,Dishoom,"Comedy, Action"
679031,Aankh Micholi,"Comedy, Family"
14546,Golmaal Returns,Comedy
468469,Kaalakaandi,"Comedy, Thriller, Drama"
85998,Hanuman,"Adventure, Family, Romance, Fantasy"
818588,Tariq,
27624,Maine Pyar Kiya,"Romance, Drama"
290815,Court,Drama
667585,Chhalaang,"Comedy, Drama"
644712,Street Dancer 3D,Drama
665685,Jhund,Drama
397490,U-Turn,"Mystery, Thriller, Crime, Horror"
590399,Thalaivi,Drama
62883,Hum Saath-Saath Hain,"Romance, Family, Fantasy"
465656,Kedarnath,Romance
37951,Raajneeti,"Drama, Thriller"
611594,Mission Mangal,"Drama, History"
96398,Paa,"Crime, Drama"
33786,Maja Ma,"Comedy, Drama"
21460,Maachis,"Action, Crime, Thriller"
257211,The Intern,Comedy
577332,Panipat,"Action, History, War, Romance"
132744,One 2 Ka 4,"Action, Drama, Comedy"
266038,Titli,"Drama, Action, Crime"
194522,Monsoon Shootout,Thriller
177358,Jolly LLB,"Comedy, Drama"
20132,Kaal,"Action, Thriller"
46387,Hum Aapke Hain Koun..!,"Drama, Romance"
488445,Kadvi Hawa,Drama
385124,Daddy,"Drama, Comedy, Mystery"
20145,36 China Town,"Comedy, Thriller"
170998,Shool,"Action, Crime"
335392,Dharam Sankat Mein,"Comedy, Drama, Family, Fantasy, Mystery"
730428,Class of 83,"Action, Crime, Drama"
1192415,Sheran Di Kaum Punjabi,"Action, Adventure, Drama, History, War"
7445,Brothers,"Drama, Thriller, War"
78827,Deewangee,"Crime, Drama, Mystery, Thriller, Romance"
1145741,Madaari,"Crime, Thriller"
60389,Bawarchi,"Comedy, Drama, Family"
81867,Breakaway,"Comedy, Drama, Romance"
44519,Mughal-E-Azam,"Drama, Romance"
556341,A Gentleman,Drama
316441,Rock On!!,"Action, Thriller"
732713,Evil Eye,"Mystery, Thriller, Horror"
287499,Margarita with a Straw,Drama
1163180,Rakshak India's Braves,"Action, Drama, War"
44135,The Diplomat,"Action, Crime, Drama, Mystery, Thriller, TV Movie"
160265,Koyla,Action
522384,Trimurti,"Crime, Drama"
668435,Thappad,Drama
475557,Joker,"Crime, Thriller, Drama"
1026792,Nazar Andaaz,"Comedy, Drama"
611356,Gulabo Sitabo,"Drama, Comedy"
1126550,Phobia,"Mystery, Thriller, Drama"
475854,B.A. Pass 2,Drama
10999,Commando,"Action, Adventure, Thriller"
32295,Khal Nayak,"Action, Music"
41511,Dhan Dhana Dhan Goal,Drama
20296,Chocolate: Deep Dark Secrets,"Thriller, Crime, Drama, Mystery"
639414,Dolly Kitty Aur Woh Chamakte Sitare,"Comedy, Drama"
413646,Badrinath Ki Dulhania,"Drama, Comedy, Romance"
770578,Dial 100,"Mystery, Thriller"
946652,Kaun Pravin Tambe?,Drama
232827,Yalgaar,"Action, Drama"
913462,Toofaan,Documentary
461792,Besharam,"Drama, Thriller"
599598,India's Most Wanted,"Action, Thriller"
54352,Do Bigha Zamin,Drama
13123,Aamir,Thriller
45003,Raju Ban Gaya Gentleman,"Drama, Comedy, Romance"
986957,Titu Ambani,"Romance, Drama"
551688,Judgementall Hai Kya,"Comedy, Drama, Thriller"
341482,Saudagar,"Drama, Family"
147767,Khiladi 786,"Action, Comedy"
809309,Hurdang,"Drama, Romance"
441542,Plan A Plan B,"Action, Comedy"
1001311,Pari,"Thriller, Horror, Action, Mystery"
269495,Thank You,"Drama, Comedy"
681227,Firrkie,"Thriller, Action, Romance"
158519,1920: Evil Returns,"Thriller, Horror, Romance"
112936,Bol Bachchan,"Comedy, Action"
47655,Hisss,"Fantasy, Horror, Thriller"
920026,Guthlee Ladoo,Drama
165979,Haan Maine Bhi Pyaar Kiya,"Romance, Music"
9425,Soldier,"Science Fiction, Action, Drama, Fantasy"
420826,Phool Aur Patthar,Romance
270417,The Xpose,"Thriller, Drama, Crime"
362100,Aashiq,"Action, Romance"
582108,Pal Pal Dil Ke Paas,Romance
120101,Kyaa Super Kool Hain Hum,Drama
26815,Rocket Singh: Salesman of the Year,"Drama, Comedy, Romance"
1027350,Gandharva jr.,"Fantasy, Comedy"
42323,Tere Bin Laden,Comedy
1065320,The Underbug,Horror
14785,Bandit Queen,"Drama, Crime, Action, Western, History"
668340,Maidaan,Drama
169869,Blue,"Romance, Western"
10757,Khushi,"Comedy, Drama"
33067,Chameli,"Drama, Romance"
75157,Mausam,"Romance, Drama"
56666,Fiza,"Drama, Romance"
917,Mother India,Drama
531010,Hungama,Comedy
56901,Yeh Saali Zindagi,Thriller
1016346,Mr. & Mrs. '55,"Action, Drama, Thriller"
856159,Waqt,
1077638,Raabta,
376869,Neerja,"Drama, Thriller"
318484,Qayamat: City Under Threat,"Action, Crime, Drama, Romance"
383281,Raju Chacha,"Action, Comedy, Family"
21906,Gupt: The Hidden Truth,"Thriller, Action, Romance"
33142,Vivah,"Romance, Drama"
739146,Bhoot Police,"Adventure, Horror, Comedy"
957136,Operation Romeo,"Drama, Thriller"
33124,1942: A Love Story,"Action, Drama, Romance"
473014,Aksar 2,"Romance, Thriller"
674863,Duniya,
1298046,Mr Lele,Comedy
118032,Ferrari Ki Sawaari,"Family, Comedy"
1154493,Untitled,
413882,OK Jaanu,"Drama, Romance"
112531,Ki & Ka,Drama
48929,Shree 420,"Romance, Drama, Comedy"
460713,102 Not Out,"Comedy, Family, Drama"
127763,Matrubhoomi: A Nation Without Women,Drama
744676,Ginny Weds Sunny,"Romance, Comedy, Drama, Family"
421701,Yodha,"Drama, Action"
171195,Woh Kaun Thi?,"Mystery, Thriller, Horror"
49679,Action Replayy,"Comedy, Romance, Science Fiction"
44565,Khatta Meetha,"Comedy, Drama"
594258,Shakti,"Drama, Comedy"
376371,Dushmani: A Violent Love Story,"Action, Romance"
165404,Humraaz,"Action, Romance, Thriller"
161834,Jhankaar Beats,"Comedy, Romance, Music"
161436,Khiladi,"Thriller, Romance"
159187,Baiju Bawra,"Music, Drama, Romance"
70366,Sahib Bibi Aur Ghulam,Drama
61271,Tezaab,Drama
1149126,Yamini,Documentary
352099,Bangistan,"Comedy, Drama"
961707,Hawa,"Drama, Comedy"
262120,Zubeidaa,"Romance, Drama, History, Music"
238408,Singh Saab the Great,"Action, Drama"
964416,Garbage,"Comedy, Documentary"
478474,Jai Maa Vaishno Devi,
430,One Two Three,Comedy
15980,Raaz: The Mystery Continues,"Horror, Mystery"
1086726,"LSD: Love, Sex Aur Dhokha","Drama, Comedy, Crime, Romance"
828901,Love Hostel,"Crime, Romance, Thriller"
250551,Gunday,"Action, Crime, Drama"
454769,Behen Hogi Teri,"Romance, Comedy, Drama"
2928,Michael,"Comedy, Drama, Fantasy"
788106,Pogaru,Action
1110839,Motu Patlu Kung Fu Kings Returns,"Animation, Adventure, TV Movie"
284288,Mary Kom,"Action, Drama, History"
832262,Force 2,"Mystery, Thriller"
549829,Loveyatri,"Drama, Romance, Comedy, Music"
34017,Aar Ya Paar,Thriller
213188,Dharam Veer,"Action, Adventure, Comedy, Fantasy"
566319,Mujrim,"Drama, Action"
254418,Shaadi Ke Side Effects,"Comedy, Romance"
21466,Mera Naam Joker,"Drama, Romance"
846942,Roohi,Drama
1163509,Cantt Road: The Beginning,Crime
53299,Patiala House,Drama
109600,Shakespeare-Wallah,"Drama, Romance"
875188,Kho Gaye Hum Kahan,"Drama, Comedy"
429754,Pippa,"Comedy, Drama"
191121,Raanjhanaa,"Drama, Romance"
1069567,Lakadbaggha,"Action, Crime, Thriller"
565277,Kavacham,"Action, Thriller"
934454,Janmabhoomi,
149,Aks,"Animation, Science Fiction, Action"
461278,Munnibai,Action
159420,Yaarana,"Action, Romance"
16285,Khan kluay,"Animation, Family, Adventure"
325892,Hunterrr,"Drama, Romance"
129084,Lost,"Crime, Mystery, Thriller"
442405,The Ghazi Attack,"Action, War, Thriller, History"
19980,99,"Comedy, Crime"
403428,Tujhe Meri Kasam,Romance
49074,Baasha,Action
38440,Gangster,"Romance, Crime, Drama, Action"
606599,Commando 3,"Action, Thriller"
603562,The Lift Boy,"Comedy, Drama"
361129,Main Aur Charles,"Drama, Crime"
48390,Gangaa Jamunaa Saraswathi,"Action, Drama, Romance"
25869,Salaam-E-Ishq,"Comedy, Drama, Romance"
413322,Chhal,
39217,Maine Pyaar Kyun Kiya,"Comedy, Drama, Romance"
165066,Dil Kya Kare,"Drama, Romance"
237305,Gori Tere Pyaar Mein!,"Comedy, Romance"
21982,Aankhen,"Crime, Thriller"
456218,Theeran Adhigaaram Ondru,"Action, Thriller"
533148,Ek Ladki Ko Dekha Toh Aisa Laga,"Romance, Drama"
20002,Chandni Chowk to China,"Action, Adventure, Comedy"
1068452,Hi Nanna,"Drama, Family, Romance"
1206195,Anand,
303384,Ghar Dwaar,
358985,Kis Kisko Pyaar Karoon,"Comedy, Romance"
83910,Khushboo,"Drama, Romance, Family"
307868,Chalaak,"Action, Crime, Drama"
68256,Stanley Ka Dabba,"Comedy, Family"
534081,Sandeep Aur Pinky Faraar,"Thriller, Drama"
386615,Rascals,Comedy
493620,Aiyaary,"Action, Thriller"
98122,Veerana,"Action, Drama, Horror"
21297,Wake Up Sid,"Comedy, Drama, Romance"
994333,Keedaa Cola,"Comedy, Crime"
291154,Daawat-e-Ishq,"Drama, Romance, Comedy"
137180,Aiyyaa,"Romance, Comedy"
228979,Toofan,
218898,Zanjeer,"Action, Crime, Drama"
183659,Qurbani,"Drama, Action, Crime"
341482,Saudagar,"Drama, Family"
266500,Dr. Cabbie,Comedy
459713,Mahanati,Drama
1032616,Har Har Mahadev,"History, War, Drama"
456565,Judwaa,"Action, Comedy, Romance"
192573,Zapatlela,"Horror, Comedy"
77864,That Girl in Yellow Boots,"Crime, Drama, Mystery, Thriller"
900838,The Delhi Files,"Thriller, History"
412090,Jolly LLB 2,"Comedy, Crime"
334524,Gold,"Adventure, Drama, Thriller"
232496,Bichhoo,"Action, Crime, Thriller"
744876,Kaali Khuhi,"Horror, Drama, Thriller"
118809,Jigar,"Action, Drama, Romance"
1076141,Aatmapamphlet,"Comedy, Romance"
29534,Amar Prem,"Drama, Romance"
22448,Awarapan,"Action, Drama, Crime"
282346,Hate Story 2,"Drama, Thriller"
117356,Musafir,"Drama, Action, Thriller, Crime"
146915,Possessed Love,Drama
362136,Prem Ratan Dhan Payo,"Romance, Drama, Action"
305834,Nadiya Ke Paar,"Drama, Romance"
2734,David,"Adventure, Drama, TV Movie"
2989,Roar,"Adventure, Comedy, Thriller"
72152,Aarakshan,"Drama, Thriller"
1080376,Angithee,
108377,Dharmatma,"Romance, Action, Thriller"
828871,Meenakshi Sundareshwar,"Romance, Drama"
25867,De Dana Dan,"Comedy, Crime"
372084,Mastram,Drama
245134,Le Halua Le,"Comedy, Drama, Romance"
186747,Ek Thi Daayan,"Horror, Romance, Thriller"
166259,Virasat,"Drama, Family"
627072,Axone,"Drama, Comedy"
614179,Coolie No. 1,"Comedy, Drama"
108764,Maya,"Horror, Mystery"
287767,Mardaani,"Action, Crime, Drama, Thriller"
173726,Kalyug,Drama
1173033,Yeh Shaadi Nahi Ho Sakti,
543955,Hawayein,"Drama, Romance"
529630,Ek Jaan Hain Hum,
911360,420 IPC,"Crime, Drama"
936622,Bade Miyan Chote Miyan,"Action, Science Fiction, Thriller"
496316,Baaghi 2,"Action, Crime, Adventure, Mystery, Thriller"
260266,Ragini MMS 2,Horror
200481,The Blue Umbrella,"Animation, Romance"
1034158,Operation Valentine,"Action, War, Thriller"
44749,Race 2,"Thriller, Action, Adventure, Crime"
251131,Betaab,"Romance, Drama"
605499,Monsoon,"Drama, Romance"
84533,Ek Main Aur Ekk Tu,"Drama, Comedy, Romance"
166231,Refugee,"Drama, Music, Romance"
1128692,Crack,"Drama, Action"
627715,Marjaavaan,"Romance, Action"
1166133,Bramayugam,"Horror, Thriller"
334875,Ek Paheli Leela,"Romance, Music, Thriller"
1027604,Prince,"Family, Fantasy, Comedy"
277615,Mehbooba,"Drama, Romance"
585511,Luck,"Animation, Adventure, Comedy, Fantasy"
97351,Phir Bhi Dil Hai Hindustani,"Romance, Comedy, Crime"
403862,Grand Masti,"Comedy, Fantasy, Horror"
35751,Seeta Aur Geeta,"Comedy, Romance, Adventure"
66247,Muthu,"Comedy, Drama, Action"
1114628,Coat,"Drama, Family"
1152581,Footpath,Drama
403847,Julie 2,"Drama, Romance, Thriller"
51725,Khuda Gawah,"Romance, Action, Adventure"
25638,Laaga Chunari Mein Daag: Journey of a Woman,"Drama, Romance"
545273,Helicopter Eela,Drama
301148,Jagir,
48569,Humko Deewana Kar Gaye,"Drama, Romance"
489852,Soorma,Drama
135199,Ek Hasina Thi,"Crime, Action, Drama"
693841,Nikamma,"Action, Comedy"
391766,Do Lafzon Ki Kahani,"Drama, Romance, Action"
980044,August 16 1947,"Action, Drama"
491622,Manikarnika: The Queen of Jhansi,"History, Drama, Action"
222430,Phata Poster Nikhla Hero,"Action, Comedy"
730420,Nasha,"Documentary, Music"
218898,Zanjeer,"Action, Crime, Drama"
426785,Tum Bin 2,"Drama, Romance"
161402,Suryavanshi,"Fantasy, Action"
672520,Shukranu,"Comedy, Drama"
1007074,Jigarthanda DoubleX,"Action, Drama, Comedy"
942058,Tehran,"Action, Thriller"
208036,Ramaiya Vastavaiya,"Romance, Action, Comedy"
39837,Yaadein...,Drama
614256,Chhota Bheem Kung Fu Dhamaka,"Animation, Adventure, Action"
455332,Maatr,"Thriller, Drama"
53590,Alag: He Is Different.... He Is Alone...,"Science Fiction, Fantasy, Thriller, Drama"
20027,Delhi-6,Drama
128207,Ship of Theseus,Drama
19670,Golmaal: Fun Unlimited,"Comedy, Family"
217057,The Hero of Color City,Animation
267779,Raja,Drama
161212,Kyon Ki...,"Romance, Drama"
706783,Choked: Paisa Bolta Hai,"Drama, Crime, Thriller"
391778,Azhar,Drama
656007,Panga,Romance
75467,Rog,"Drama, Thriller, Romance"
55386,Dil Toh Baccha Hai Ji,"Drama, Comedy, Romance"
307508,Kasethan Kadavulada,"Romance, Comedy, Drama"
238674,Jurm,"Crime, Drama, Mystery, Thriller"
1276657,Kachchi Kali,Drama
284427,Who Am I,Thriller
211275,Kachche Dhaage,"Action, Drama, Romance"
311469,Pitaah,"Drama, Action"
464599,Guest iin London,Comedy
206301,Policegiri,"Action, Comedy"
913046,Shaakuntalam,"History, Fantasy, Romance"
251626,Hasee Toh Phasee,"Comedy, Romance"
893653,Tiger Nageswara Rao,"History, Action"
392344,Baar Baar Dekho,"Romance, Drama, Action"
758923,Baaghi 4,
52251,Hotel,"Horror, Drama, Mystery"
477224,Doodhwali,
376495,Naseeb,"Comedy, Drama, Romance"
1229150,Loha,
21555,Socha Na Tha,"Drama, Comedy, Romance"
896669,Veera Simha Reddy,"Action, Drama"
669696,Tadap,"Action, Romance"
53283,Khichdi: The Movie,"Comedy, Family"
153170,Bandh Darwaza,"Action, Drama, Horror"
393423,Laal Rang,"Comedy, Crime, Drama, Thriller"
546241,Once Again,"Drama, Romance"
150922,Samay: When Time Strikes,"Crime, Thriller, Mystery"
412326,Khaidi No. 150,"Action, Romance, Thriller"
362296,Mere Jeevan Saathi,"Action, Romance"
31983,Darna Zaroori Hai,Thriller
215335,Raja Ki Ayegi Baraat,"Drama, Romance"
74481,Darna Mana Hai,Horror
1205459,Dono,Horror
531597,Satyameva Jayate,"Action, Thriller"
972116,The Conversion,
15467,Kismat Konnection,"Drama, Comedy, Romance"
30244,Kabul Express,"Action, Comedy, Drama, Thriller"
86777,China Gate,"Action, War, Drama"
381298,Ghayal Once Again,"Action, Crime, Drama"
589210,Sherdil,"Action, Drama, Romance"
1016346,Mr. & Mrs. Khiladi,"Action, Drama, Thriller"
338065,Dhadak,"Drama, Family, Romance"
1058617,Dance Dance,Drama
22460,Deewaar,"Action, Crime, Drama"
353898,Manjhi: The Mountain Man,Drama
37737,Kites,"Drama, Action, Romance"
845861,State of Siege: Temple Attack,"Action, Drama"
29888,Dulha Mil Gaya,"Comedy, Drama, Romance"
282353,Pizza,"Thriller, Horror"
20358,Yuvvraaj,Drama
1124838,VD 12,"Action, Thriller"
589291,PM Narendra Modi,"Drama, History"
406042,Happy Bhag Jayegi,"Comedy, Romance"
737433,Bole Chudiyan,"Comedy, Drama, Romance"
375620,Mohabbat,Romance
213565,Arjun Pandit,"Action, Crime, Romance"
487176,Beta,"Comedy, Drama"
16411,'D',"Action, Crime, Drama"
573856,Saugandh,"Drama, Romance"
49518,Aap Mujhe Achche Lagne Lage,"Action, Romance, Drama"
570910,Thackeray,"Drama, History"
45726,Julie,"Thriller, Mystery"
455004,Shimla Mirchi,Romance
472123,Golmaal Again,"Comedy, Horror, Action, Fantasy"
181886,Enemy,"Thriller, Mystery"
168069,Madhumati,"Romance, Music, Mystery"
59859,Kick 2,"Action, Adventure, Crime"
539036,Soni,"Drama, Crime"
86576,Paap,"Thriller, Action, Romance"
144672,Saagar,"Romance, Drama"
1094138,Jackpot,"Action, Comedy"
20653,Roadside Romeo,"Animation, Family, Adventure, Comedy"
787538,Maarrich,"Thriller, Crime"
1155818,Punjab '95,Drama
225635,Dosti: Friends Forever,"Romance, Drama"
981771,Ziddi,
307534,Dushmun,Drama
460868,The Accidental Prime Minister,"History, Drama"
819829,Preetam,"Comedy, Romance, Drama"
64690,Drive,"Drama, Thriller, Crime"
1132482,Ajmer 92,
1052680,Hindutva,
679045,Shakuntala Devi,"Drama, Family, Comedy"
1023332,Anwar,Documentary
362296,Mere Jeevan Saathi,"Action, Romance"
72051,Garv: Pride and Honour,"Action, Crime, Drama"
359215,The Storyteller,"Drama, TV Movie"
256968,Kochadaiiyaan,"Action, Adventure, Animation"
92979,Don,"Family, Drama"
500060,Tahkhana,Horror
81551,King Uncle,"Comedy, Family"
685245,Bombay,
218088,Chhota Bheem aur Krishna: Mayanagari,"Animation, TV Movie"
945396,Bedhadak,Romance
69515,Yaara,"Family, Drama, Action"
590401,De De Pyaar De,"Romance, Comedy"
1175144,Malaal,"Crime, Drama"
1011874,Match Of Life,Comedy
53284,Do Dooni Chaar,"Drama, Comedy"
536892,Bhabhi,Romance
546761,Badal,
601469,Badnaam Gali,"Drama, Comedy, Family"
772879,Unpaused,"Comedy, Drama"
117319,Vishwaroopam,"Action, Thriller"
1079927,Vedaat Maratha Veer Daudale Saat,"Drama, Action, History, War"
1057483,Victoria: Ek Rahasya,"Horror, Thriller"
159650,Tum Mere Ho,"Fantasy, Horror, Romance"
38022,Amar Akbar Anthony,"Action, Comedy, Drama"
159436,Jaani Dushman: Ek Anokhi Kahani,"Action, Fantasy, Thriller"
881903,Spirit,"Action, Drama"
97449,Khamoshi: The Musical,"Drama, Romance"
257284,Teesri Kasam,"Romance, Comedy, Drama"
685057,Devdas,"Drama, Romance"
590350,Pati Patni Aur Woh,"Comedy, Romance"
635503,Lootcase,Comedy
897515,Chhatriwali,"Comedy, Drama"
1051023,Murder Mubarak,"Comedy, Crime, Thriller"
7555,Rambo,"Action, Thriller, War"
1218602,Sarzameen,"Drama, Thriller"
22442,Ruslaan,
10946,Earth,Documentary
934747,Mister Mummy,"Comedy, Drama"
607294,Pailwaan,"Action, Drama"
108141,Rajnigandha,"Drama, Romance"
114433,Haré Rama Haré Krishna,"Drama, Family"
257258,Sold,Drama
1164621,Bhoot,
26517,Martin,"Horror, Drama"
520517,Pyar Ke Do Pal,"Action, Drama"
55212,Tumko Na Bhool Paayenge,"Action, Drama, Mystery"
299618,Fugly,Comedy
862026,Anokha Bandhan,Drama
21614,Hera Pheri,"Comedy, Crime"
56897,Phas Gaye Re Obama,"Comedy, Crime"
1218528,Tauba Tauba,"Romance, Thriller"
271200,Heropanti,"Romance, Action"
563987,Pihu,"Thriller, Drama"
1216195,Oh My Ghost,"Comedy, Horror"
45002,Chamatkar,"Romance, Comedy"
14751,Dasvidaniya,Drama
46409,MP3: Mera Pehla Pehla Pyaar,"Romance, Drama"
54072,Andaaz,"Drama, Music, Romance"
522367,Shanakht,Drama
170859,Daag: A Poem of Love,"Music, Romance"
656208,Dostana 2,Comedy
338138,Nache Nagin Gali Gali,Horror
24864,What's Your Raashee?,Comedy
408475,Tutak Tutak Tutiya,"Comedy, Horror"
303398,Jaal: The Trap,"Action, Drama"
1148001,Sharaabi,"Action, Adventure"
37822,Badmaa$h Company,Crime
339367,Hamari Adhuri Kahani,Drama
573435,Bad Boy,"Action, Crime, Thriller, Comedy"
114813,Haasil,"Drama, Romance"
552222,Doordarshan,"Drama, Comedy"
388936,Bandhan,Drama
46415,Neal 'N' Nikki,"Comedy, Romance"
142583,Hijack,"Thriller, Action"
166027,Fida,"Thriller, Romance"
1019168,Cold Case,"Documentary, Crime"
363185,Mastizaade,"Romance, Comedy"
16566,Ab Tak Chhappan,"Crime, Drama"
161236,Jab Pyaar Kisise Hota Hai,"Drama, Family, Comedy"
719918,Akele Hum Akele Tum,
301612,Allah-Rakha,
20656,Saathiya,"Romance, Drama"
862701,Ankahi Kahaniya,"Drama, Romance"
69520,Pudhu Pettai,"Action, Drama, Crime"
737370,Tejas,Drama
614179,Coolie No. 1,"Comedy, Drama"
606535,Shubh Mangal Saavdhan,"Comedy, Romance"
152259,Phantom,Thriller
820880,Aisha,Drama
82243,Gumnaam,"Mystery, Thriller, Horror"
776538,Fire in the Mountains,Drama
304157,Yaar Gaddar,"Crime, Action"
46375,Barsaat,"Romance, Action"
4157,Heyy Babyy,"Comedy, Drama, Romance"
19418,Dhol,Comedy
519186,Lajja,Drama
748457,Bahut Hua Sammaan,"Comedy, Crime, Drama"
211105,Krishna Cottage,"Thriller, Horror, Mystery"
391729,Jung,"Drama, Action, Crime"
526772,Nela Ticket,"Action, Drama"
648497,Pyasi Nigahen,"Horror, Thriller"
513,Fire,"Drama, Romance"
483189,Veere Di Wedding,"Drama, Comedy"
645489,Gunjan Saxena: The Kargil Girl,"Action, Drama"
330431,NH10,"Crime, Action, Adventure, Thriller"
804005,Silence... Can You Hear It?,"Thriller, Drama"
1043887,Badass Ravikumar,"Action, Music"
1171154,Baap,
168497,Khoj,
14162,Jhoom Barabar Jhoom,"Drama, Romance"
273505,Humshakals,Comedy
140883,Prahaar: The Final Attack,
277751,Maine Dil Tujhko Diya,"Action, Drama, Romance"
287859,Raja Natwarlal,"Thriller, Drama, Mystery, Crime"
711643,Chhorii,"Horror, Thriller"
196846,Andhaa Kaanoon,Action
452095,The Song of Scorpions,Drama
160242,Ram Jaane,"Action, Crime"
614436,Machine,Documentary
75217,Hamara Dil Aapke Paas Hai,"Drama, Romance"
534343,Pantham,"Drama, Action"
97472,Pyaar Ishq Aur Mohabbat,"Romance, Drama"
22429,Kyaa Kool Hai Hum,Comedy
559673,Hamid,Drama
46371,Apna Sapna Money Money,Comedy
357133,Daag: The Fire,"Thriller, Action, Drama"
800158,The Killer,"Crime, Thriller"
200619,Mission Lion,Action
355506,Siren,"Horror, Thriller"
664602,Laila Aur Satt Geet,Drama
15975,Oye Lucky! Lucky Oye!,"Action, Comedy"
616880,Bhoot: Part One - The Haunted Ship,"Horror, Thriller"
911154,Shabaash Mithu,"Drama, Family"
20364,Hulchul,"Comedy, Romance, Action"
103800,Vijaypath,"Action, Drama, Romance"
523278,Saand Ki Aankh,Drama
873696,Kodiyil Oruvan,"Action, Drama"
540612,Paltan,"War, Drama, Action"
46418,Rehnaa Hai Terre Dil Mein,"Drama, Romance"
693838,Indoo Ki Jawani,Comedy
14165,Ta Ra Rum Pum,"Family, Comedy, Romance"
81273,The Dirty Picture,"Comedy, Drama"
619697,Pagalpanti,"Comedy, Drama"
693836,Khaali Peeli,"Romance, Action, Comedy, Thriller"
59277,Aandhi,"Romance, Drama"
105025,Dil Ka Rishta,"Drama, Romance"
323426,Shamitabh,"Comedy, Drama, Thriller"
126318,Miss Lovely,"Drama, Crime"
218788,Vidhaata,"Action, Drama, Family"
111394,Dil Ka Kya Kasoor,"Romance, Drama"
307603,Pran Jaye Par Vachan Na Jaye,Action
143881,Suhaag,
211819,Raja Babu,"Comedy, Drama, Romance"
969080,Parivartan,Drama
287637,Tigers,"Drama, Thriller"
60730,Khubsoorat,"Drama, Family, Romance, Comedy"
