Title,Vote_Average,Vote_Count,Weighted_Average
shaadi se pehle,3.429,7.0,3.958889922145329
saawan... the love season,6.2,6.0,5.102615916955018
shiva,0.0,0.0,4.371026528258363
souten: the other woman,0.0,0.0,4.371026528258363
shikhar,4.6,5.0,4.45280276816609
children of heaven,7.917,589.0,7.863632506278137
tathastu,5.7,3.0,4.703269896193772
the killer,6.583,1937.0,6.572769906862448
umrao jaan,8.304,22.0,7.162168992075009
taxi no. 9211,6.2,53.0,5.934503850876214
teesri aankh: the hidden camera,4.2,5.0,4.309945625308948
vivah,6.561,82.0,6.344409217080497
utthaan,0.0,0.0,4.371026528258363
waris shah: ishq daa waaris,9.0,4.0,5.7953260580250205
woh lamhe...,5.4,7.0,4.82120242214533
yun hota toh kya hota,6.2,6.0,5.102615916955018
umar,1.5,2.0,3.8490217049386604
zindaggi rocks,4.5,3.0,4.403269896193772
tom dick and harry,5.2,15.0,4.889134948096886
aashiq banaya aapne,4.2,15.0,4.264134948096886
anjaane,0.0,0.0,4.371026528258363
apaharan,6.148,27.0,5.70375663206459
bachke rehna re baba,1.0,1.0,4.033923875432526
7½ phere,6.0,1.0,4.533923875432526
barsaat,5.147,17.0,4.8783937982432795
bewafaa,4.531,16.0,4.4734095501730105
black,7.8,195.0,7.648721758599634
zinda,3.786,21.0,3.961507958477509
bluffmaster!,6.0,41.0,5.706784775086505
99.9 fm,4.0,1.0,4.333923875432527
bhola in bollywood,6.8,25.0,6.1570364339507435
bhagmati,5.984,32.0,5.629932652544519
blackmail,6.533,227.0,6.450551859128497
bunty aur babli,6.3,71.0,6.082990484429066
chaahat – ek nasha,4.0,1.0,4.333923875432527
chetna: the excitement,3.1,50.0,3.2938854026156825
chand sa roshan chehra,0.0,0.0,4.371026528258363
chocolate,5.2,33.0,5.022362827483935
d,6.5,112.0,6.341646601275415
deewane huye paagal,4.782,39.0,4.704942474048443
bullet: ek dhamaka,0.0,0.0,4.371026528258363
chehraa,8.0,2.0,5.0308398867568425
dil jo bhi kahey...,5.3,3.0,4.603269896193772
dosti: friends forever,4.7,15.0,4.576634948096886
classic – dance of love,0.0,0.0,4.371026528258363
dus,5.257,37.0,5.083657364224462
elaan,5.6,11.0,5.046961937716263
fareb,6.0,1.0,4.533923875432526
ek ajnabee,4.9,15.0,4.701634948096886
fun – can be dangerous sometimes,0.0,0.0,4.371026528258363
ek khiladi ek haseena,4.8,8.0,4.572896397313251
double cross,3.0,3.0,4.028269896193772
dreams,0.0,0.0,4.371026528258363
home delivery,3.5,4.0,4.103018365717328
garam masala,5.8,81.0,5.657102652825836
iqbal,6.9,65.0,6.59242214532872
jai chiranjeeva,5.4,6.0,4.782615916955018
hazaaron khwaishein aisi,7.2,14.0,6.093010380622838
insan,0.0,0.0,4.371026528258363
jo bole so nihaal,2.0,4.0,3.6414799041788664
karam,5.667,12.0,5.111582797825013
kaal,4.3,20.0,4.322042715666388
kalyug,0.0,0.0,4.371026528258363
kasak,2.0,3.0,3.778269896193772
hanuman,5.9,9.0,5.135513264129181
james,5.9,17.0,5.3707399520894334
kisna: the warrior poet,7.278,9.0,5.824513264129181
koi aap sa,7.2,4.0,5.241479904178866
khamoshh... khauff ki raat,10.0,1.0,4.9339238754325265
jurm,5.1,8.0,4.714072867901486
kuchh meetha ho jaye,6.0,3.0,4.778269896193772
kyaa kool hai hum,4.817,30.0,4.714083044982699
lucky: no time for love,4.9,25.0,4.759977610421331
main aisa hi hoon,5.125,24.0,4.91937087134319
kyon ki,5.8,33.0,5.4937913989125065
main meri patni aur woh,5.594,16.0,5.153729550173011
maine gandhi ko nahin mara,5.488,41.0,5.286944775086506
maine pyaar kyun kiya?,5.282,71.0,5.179515484429066
mangal pandey: the rising,6.2,60.0,5.961438242816309
koi mere dil mein hai,6.0,3.0,4.778269896193772
mr prime minister,0.0,0.0,4.371026528258363
my brother…nikhil,6.1,8.0,5.184661103195603
my wife's murder,6.2,9.0,5.285513264129182
naina,3.5,10.0,3.9125915133855402
neal 'n' nikki,3.9,19.0,4.051401384083045
no entry,5.917,60.0,5.715351286294569
padmashree laloo prasad yadav,0.0,0.0,4.371026528258363
page 3,6.2,31.0,5.788480968858132
morning raga,9.0,2.0,5.212658068575024
parineeta,6.5,45.0,6.14517108804306
pehchaan: the face of truth,6.0,2.0,4.667203523120478
paheli,6.256,89.0,6.082890191370666
rog,4.3,8.0,4.337602279666193
pyaar mein twist,6.3,3.0,4.853269896193772
salaam namaste,6.077,84.0,5.911905793057261
revati,8.0,1.0,4.733923875432526
sarkar,10.0,1.0,4.9339238754325265
sehar,7.0,8.0,5.6081905149603095
shabd,5.545,11.0,5.016711937716264
shabnam mausi,5.7,3.0,4.703269896193772
sheesha,5.3,10.0,4.859959934438172
ramji londonwaley,6.7,7.0,5.389952422145329
silsiilay,5.1,5.0,4.631374196737519
socha na tha,5.865,27.0,5.491506632064591
taj mahal: an eternal love story,0.0,0.0,4.371026528258363
tango charlie,6.333,9.0,5.352013264129181
the film,0.0,0.0,4.371026528258363
vaada,5.0,1.0,4.4339238754325265
vaah! life ho toh aisi!,5.234,32.0,5.044566798885982
ssukh,6.0,1.0,4.533923875432526
shaadi no. 1,0.0,0.0,4.371026528258363
viruddh... family comes first,6.2,11.0,5.376961937716263
waqt: the race against time,6.7,10078.0,6.697922002454083
vidyaarthi,0.0,0.0,4.371026528258363
yakeen,5.1,10.0,4.754696776543435
zeher,0.0,0.0,4.371026528258363
veer-zaara,7.421,252.0,7.315828500974427
main hoon na,6.705,302.0,6.637457359338667
zameer: the fire within,0.0,0.0,4.371026528258363
mujhse shaadi karogi,6.495,105.0,6.327317883809871
dhoom,6.0,272.0,5.947826472435322
khakee,6.331,71.0,6.110502984429067
hum tum,6.412,97.0,6.238709799569106
hulchul,6.586,58.0,6.288466250064556
murder,5.941,127.0,5.83710469672298
yuva,0.0,0.0,4.371026528258363
aitraaz,5.882,55.0,5.669519355536332
aetbaar,4.2,7.0,4.296202422145329
ab tumhare hawale watan saathiyo,5.125,16.0,4.8535695501730105
aan: men at work,5.194,18.0,4.919675509419455
bardaasht,5.4,7.0,4.82120242214533
chameli,6.184,19.0,5.601258526940188
agnipankh,0.0,0.0,4.371026528258363
asambhav,4.7,6.0,4.502615916955018
charas,4.0,1.0,4.333923875432527
deewaar,6.991,55.0,6.622566230536332
dev,6.833,12.0,5.777868512110727
dil maange more,4.292,12.0,4.325868512110726
dil ne jise apna kahaa,5.3,12.0,4.901868512110727
dobara,0.0,0.0,4.371026528258363
aabra ka daabra,5.2,6.0,4.7026159169550175
dil bechara pyaar ka maara,0.0,0.0,4.371026528258363
gayab,4.143,7.0,4.271264922145329
fida,5.2,17.0,4.913047644397126
garv: pride & honour,5.667,24.0,5.313552689525007
ek se badhkar ek,0.0,0.0,4.371026528258363
ek hasina thi,6.3,41.0,5.9527847750865055
girlfriend,3.0,10.0,3.649433618648698
hatya,6.333,3.0,4.861519896193772
hava aney dey,4.6,5.0,4.45280276816609
hawas,3.4,7.0,3.946202422145329
hyderabad blues 2,0.0,0.0,4.371026528258363
julie,5.697,33.0,5.412862827483935
kaun hai jo sapno mein aaya,0.0,0.0,4.371026528258363
inteqam: the perfect game,6.0,3.0,4.778269896193772
kis kis ki kismat,5.5,2.0,4.576294432211387
insaaf: the justice,0.0,0.0,4.371026528258363
i proud to be an indian,4.7,2.0,4.430839886756842
khamosh pani,6.5,12.0,5.5875827978250125
kismat,5.458,12.0,4.992154226396441
lakeer – forbidden lines,6.2,6.0,5.102615916955018
krishna cottage,5.077,14.0,4.80074951105762
kyun! ho gaya na...,4.889,18.0,4.716342176086122
madhoshi,4.4,5.0,4.381374196737519
lakshya,6.589,96.0,6.3988879881364324
ishq hai tumse,10.0,2.0,5.394476250393206
maqbool,7.0,51.0,6.605653979238754
masti,0.0,0.0,4.371026528258363
meenaxi: a tale of three cities,0.0,0.0,4.371026528258363
musafir,5.794,18.0,5.319675509419453
mughal-e-azam,6.989,46.0,6.560604340987732
muskaan,7.2,5.0,5.381374196737519
meri biwi ka jawaab nahin,0.0,0.0,4.371026528258363
naach,0.0,0.0,4.371026528258363
netaji subhas chandra bose: the forgotten hero,7.4,8.0,5.796425809077957
paap,6.0,10.0,5.228380987069751
phir milenge,4.8,6.0,4.542615916955017
plan,7.105,1794.0,7.0913528778448836
police force: an inside story,5.3,5.0,4.70280276816609
paisa vasool,4.9,4.0,4.533787596486559
popcorn khao! mast ho jao,0.0,0.0,4.371026528258363
rakht,6.2,20.0,5.632387543252595
raincoat,7.3,33.0,6.672362827483934
rudraksh,3.65,20.0,3.873766853597423
shaadi ka laddoo,0.0,0.0,4.371026528258363
run,7.255,2474.0,7.244546612466501
rok sako to rok lo,3.0,1.0,4.233923875432526
suno sasurjee,0.0,0.0,4.371026528258363
swades,7.275,308.0,7.192552803641406
taarzan: the wonder car,5.4,39.0,5.2070674740484435
nothing but life,0.0,0.0,4.371026528258363
shart: the challenge,0.0,0.0,4.371026528258363
tumsa nahin dekha: a love story,6.7,6.0,5.302615916955018
vaastu shastra,5.2,5.0,4.667088482451804
yeh lamhe judaai ke,7.3,6.0,5.542615916955017
sheen,0.0,0.0,4.371026528258363
dude where's the party?,5.0,9.0,4.685513264129181
thoda tum badlo thoda hum,5.2,31.0,5.013480968858132
koi... mil gaya,6.9,201.0,6.791615422639645
kal ho naa ho,7.5,369.0,7.4255006316252
shukriya: till death do us apart,5.3,3.0,4.603269896193772
chalte chalte,6.309,94.0,6.139662512177916
the hero: love story of a spy,6.35,20.0,5.735835819114664
baghban,6.851,104.0,6.65347998897633
main prem ki diwani hoon,5.2,50.0,5.073546419564835
loc kargil,5.842,19.0,5.3691870983687595
border,6.405,63.0,6.150753316032296
munna bhai m.b.b.s.,7.2,289.0,7.114561203873576
qayamat: city under threat,5.283,23.0,5.026507461072665
88 antop hill,0.0,0.0,4.371026528258363
3 deewarein,7.2,13.0,6.0426926706511495
aanch,8.0,1.0,4.733923875432526
aapko pehle bhi kahin dekha hai,5.0,1.0,4.4339238754325265
bhoot,0.0,0.0,4.371026528258363
boom,5.3,18.0,4.99034217608612
aaj ka andha kanoon,3.3,19.0,3.6442585269401877
andaaz,5.615,13.0,5.1061017615602395
andaaz,5.615,13.0,5.1061017615602395
armaan,5.2,6.0,4.7026159169550175
chori chori,6.209,67.0,5.9913452467674375
calcutta mail,4.0,5.0,4.2385170538803765
baaz: a bird in danger,4.667,3.0,4.445019896193772
basti,4.111,660.0,4.114498114729933
magic magic 3d,4.0,2.0,4.303567159484115
dil ka rishta,6.488,40.0,6.099168137843374
darna mana hai,5.966,29.0,5.588243125113823
dhoop,5.0,2.0,4.485385341302297
dhund,6.4,7.0,5.25870242214533
chura liyaa hai tumne,4.3,6.0,4.342615916955017
the bypass,5.0,5.0,4.595659911023233
dum,7.054,74.0,6.763075165714762
dil pardesi ho gayaa,7.2,4.0,5.241479904178866
ek alag mausam,0.0,0.0,4.371026528258363
footpath,0.0,0.0,4.371026528258363
escape from taliban,0.0,0.0,4.371026528258363
ek din 24 ghante,0.0,0.0,4.371026528258363
gangaajal,6.331,59.0,6.071591746387136
hawa,6.1,33.0,5.729505684626791
haasil,7.1,12.0,5.930439940682155
final solution,7.2,4.0,5.241479904178866
ek aur ek gyarah,0.0,0.0,4.371026528258363
hungama,0.0,0.0,4.371026528258363
green card fever,4.0,1.0,4.333923875432527
flavors,3.8,3.0,4.228269896193772
indian babu,0.0,0.0,4.371026528258363
fun2shh... dudes in the 10th century,3.773,11.0,4.042111937716263
inteha,8.0,1.0,4.733923875432526
jaal: the trap,5.75,8.0,5.019955220842663
ishq vishk,0.0,0.0,4.371026528258363
hawayein,0.0,0.0,4.371026528258363
jajantaram mamantaram,5.545,11.0,5.016711937716264
jism,4.5,20.0,4.459973750149147
jhankaar beats,6.8,4.0,5.118402981101943
ganges: river to heaven,0.0,0.0,4.371026528258363
kagaar: life on the edge,5.7,61.0,5.529131982204646
kash aap hamare hote,5.0,1.0,4.4339238754325265
khel – no ordinary game,0.0,0.0,4.371026528258363
janasheen,5.2,4.0,4.626095288794251
kaise kahoon ke... pyaar hai,0.0,0.0,4.371026528258363
khushi,7.743,527.0,7.686381042452099
khwahish,4.3,3.0,4.353269896193772
kucch to hai,4.2,6.0,4.302615916955018
kuch naa kaho,5.609,23.0,5.260819961072665
main madhuri dixit banna chahti hoon,6.0,4.0,4.872249134948097
joggers' park,4.0,1.0,4.333923875432527
market,4.0,1.0,4.333923875432527
om,6.817,649.0,6.7835444357968475
out of control,2.5,2.0,4.0308398867568425
mumbai matinee,4.0,4.0,4.256864519563482
matrubhoomi,6.6,19.0,5.883544241225901
parwana,6.7,3.0,4.953269896193772
pinjar,7.6,10.0,6.0704862502276455
mumbai se aaya mera dost,3.2,5.0,3.9528027681660904
saaya,0.0,0.0,4.371026528258363
samay: when time strikes,6.4,9.0,5.385513264129181
nayee padosan,5.0,1.0,4.4339238754325265
satta,4.5,2.0,4.394476250393206
sssshhh...,4.25,6.0,4.322615916955018
praan jaye par shaan na jaye,7.0,1.0,4.633923875432527
raghu romeo,5.0,4.0,4.56455682725579
stumped,0.0,0.0,4.371026528258363
rules: pyaar ka superhit formula,4.0,4.0,4.256864519563482
right here right now,8.0,1.0,4.733923875432526
raja bhaiya,6.5,2.0,4.75811261402957
tere naam,6.5,73.0,6.266332179930796
tujhe meri kasam,7.0,3.0,5.028269896193772
talaash: the hunt begins...,5.5,6.0,4.822615916955018
tehzeeb,0.0,0.0,4.371026528258363
the pink mirror,4.7,9.0,4.535513264129182
yeh dil,2.5,4.0,3.7953260580250205
xcuse me,6.2,10.0,5.333644144964488
raaz,6.0,1.0,4.533923875432526
zameen,6.2,11.0,5.376961937716263
waisa bhi hota hai part ii,7.0,5.0,5.309945625308948
devdas,2.5,2.0,4.0308398867568425
kaante,5.4,39.0,5.2070674740484435
hum tumhare hain sanam,5.58,50.0,5.3955803178699195
aankhen,6.403,62.0,6.145425897948243
saathiya,6.021,47.0,5.755825692041523
company,7.1,26.0,6.398263964409293
awara paagal deewana,5.524,42.0,5.320534093222065
humraaz,6.075,20.0,5.546180646700871
16 december,5.556,9.0,4.963513264129181
23rd march 1931: shaheed,7.5,3.0,5.153269896193772
agni varsha,3.3,3.0,4.103269896193772
ab ke baras,4.4,4.0,4.379941442640405
aap mujhe achche lagne lage,5.1,17.0,4.84766302901251
annarth,3.0,0.0,4.371026528258363
ansh: the deadly part,6.5,70.0,6.257458718409181
mujhse dosti karoge!,6.315,73.0,6.101637057979577
bollywood queen,5.222,9.0,4.796513264129182
badhaai ho badhaai,7.204,135.0,7.026939158016147
chor machaaye shor,3.8,5.0,4.167088482451804
chalo ishq ladaaye,4.375,12.0,4.373297083539298
akhiyon se goli maare,5.733,15.0,5.222259948096886
bomb the system,7.0,14.0,5.971271250188055
baaja,6.583,121.0,6.429863375033271
be-lagaam,2.9,25.0,3.2893893751272136
deewangee,6.4,15.0,5.639134948096886
dil vil pyar vyar,5.3,5.0,4.70280276816609
dil hai tumhaara,5.688,25.0,5.3393893751272135
ek chhotisi love story,4.625,8.0,4.4905434561367805
encounter: the killing,0.0,0.0,4.371026528258363
filhaal...,0.0,0.0,4.371026528258363
ghaav: the wound,0.0,0.0,4.371026528258363
gunaah,4.813,8.0,4.579014044372074
haan maine bhi pyaar kiya,4.35,10.0,4.359959934438172
hum kisise kum nahin,5.8,16.0,5.285569550173011
hum pyar tumhi se kar baithe,2.0,1.0,4.133923875432527
jaani dushman: ek anokhi kahani,4.34,25.0,4.348212904538978
jeena sirf merre liye,4.571,7.0,4.458514922145329
karz: the burden of truth,4.833,6.0,4.555815916955018
kabhie tum kabhie hum,4.4,18.0,4.390342176086121
kehtaa hai dil baar baar,6.3,3.0,4.853269896193772
koi mere dil se poochhe,3.5,4.0,4.103018365717328
kranti,6.0,4.0,4.872249134948097
kuch tum kaho kuch hum kahein,6.9,6.0,5.382615916955018
kya yehi pyaar hai,5.583,6.0,4.855815916955018
kyaa dil ne kahaa,4.0,1.0,4.333923875432527
kitne door kitne paas,5.3,3.0,4.603269896193772
maa tujhhe salaam,2.75,4.0,3.872249134948097
maine dil tujhko diya,5.5,10.0,4.965223092332908
makdee,6.684,19.0,5.940544241225902
hathyar,7.0,3.0,5.028269896193772
war and peace,6.637,230.0,6.551670455039018
maseeha,4.0,1.0,4.333923875432527
mere yaar ki shaadi hai,5.8,14.0,5.240836467579359
mitr my friend,6.0,3.0,4.778269896193772
na tum jaano na hum,4.6,13.0,4.5063290342875115
pitaah,6.4,5.0,5.095659911023233
om jai jagadish,5.0,18.0,4.790342176086121
nishad,0.0,0.0,4.371026528258363
pyaar diwana hota hai,6.6,5.0,5.167088482451804
pyaasa,3.0,1.0,4.233923875432526
shaheed-e-azam,0.0,0.0,4.371026528258363
road,6.9,45.0,6.478504421376393
shakti: the power,6.4,15.0,5.639134948096886
shararat,0.0,0.0,4.371026528258363
the legend of bhagat singh,6.92,56.0,6.567065211605004
tumko na bhool paayenge,5.94,25.0,5.5246834927742725
tum se achcha kaun hai,7.3,3.0,5.103269896193772
waah! tera kya kehna,6.0,3.0,4.778269896193772
yeh dil aashiqanaa,5.8,4.0,4.810710673409636
yeh kaisi mohabbat,3.8,39.0,3.907067474048443
yeh mohabbat hai,0.0,0.0,4.371026528258363
sur – the melody of life,5.5,2.0,4.576294432211387
rishtey,6.083,12.0,5.349297083539299
yeh hai jalwa,5.5,16.0,5.093569550173011
zindagi khoobsoorat hai,10.0,1.0,4.9339238754325265
kabhi khushi kabhie gham...,7.743,527.0,7.686381042452099
yeh kya ho raha hai?,6.0,2.0,4.667203523120478
lagaan,7.3,547.0,7.252588558910657
lagaan,7.3,547.0,7.252588558910657
gadar: ek prem katha,6.7,62.0,6.4047780106243
indian,5.5,2.0,4.576294432211387
dil chahta hai,6.9,274.0,6.819573281817404
chori chori chupke chupke,6.209,67.0,5.9913452467674375
yaadein,5.5,33.0,5.258077113198221
lajja,7.0,1.0,4.633923875432527
aalavandhan,6.9,18.0,6.057008842752787
aamdani atthanni kharcha rupaiya,4.925,20.0,4.753077198425009
aashiq,4.5,5.0,4.417088482451804
aks,7.948,4059.0,7.940086341876678
ajnabee,5.561,41.0,5.346804775086505
censor,5.8,350.0,5.7641761525190125
aśoka,6.5,145.0,6.375579472430683
albela,6.0,1.0,4.533923875432526
bas itna sa khwaab hai,6.7,6.0,5.302615916955018
ek rishtaa: the bond of love,6.9,7.0,5.47745242214533
bhairav,0.0,0.0,4.371026528258363
bengal tiger,6.7,3.0,4.953269896193772
chhupa rustam: a musical thriller,4.0,3.0,4.278269896193772
daman,3.7,3.0,4.203269896193772
chandni bar,6.739,23.0,6.073007461072664
deewaanapan,5.3,3.0,4.603269896193772
dil ne phir yaad kiya,6.5,2.0,4.75811261402957
ehsaas: the feeling,4.0,2.0,4.303567159484115
farz,5.0,2.0,4.485385341302297
grahan,0.0,0.0,4.371026528258363
dattak,0.0,0.0,4.371026528258363
jodi no.1,5.154,26.0,4.952663964409293
hum ho gaye aapke,9.0,3.0,5.528269896193772
kasam,5.0,1.0,4.4339238754325265
kuch khatti kuch meethi,6.0,9.0,5.185513264129181
kasoor,5.273,11.0,4.867111937716263
maya,4.5,15.0,4.451634948096886
ittefaq,5.556,9.0,4.963513264129181
mitti,6.0,1.0,4.533923875432526
mujhe meri biwi se bachaao,5.0,1.0,4.4339238754325265
mujhe kucch kehna hai,5.156,16.0,4.873409550173011
hadh: life on the edge of death,4.5,20.0,4.459973750149147
nayak,0.0,0.0,4.371026528258363
one 2 ka 4,5.7,50.0,5.4972752331241574
kyo kii... main jhuth nahin bolta,4.942,26.0,4.79517825012358
love ke liye kuch bhi karega,5.667,15.0,5.181009948096886
pyaar ishq aur mohabbat,4.9,7.0,4.60245242214533
pyaar tune kya kiya,6.0,8.0,5.137602279666192
paagalpan,0.0,0.0,4.371026528258363
moksha,0.0,0.0,4.371026528258363
style,6.2,12.0,5.416154226396442
rehnaa hai terre dil mein,6.359,32.0,5.922615579373787
officer,4.3,3.0,4.353269896193772
rahul,3.5,2.0,4.212658068575024
pyaar zindagi hai,0.0,0.0,4.371026528258363
yeh raaste hain pyaar ke,4.571,7.0,4.458514922145329
tum bin,7.0,11.0,5.816961937716263
yeh teraa ghar yeh meraa ghar,5.045,11.0,4.741711937716263
zubeidaa,5.179,14.0,4.862836467579359
mohabbatein,7.04,227.0,6.938217113365785
dhadkan,6.486,35.0,6.0533917898710285
mission kashmir,6.283,46.0,5.970131613715005
kaho naa... pyaar hai,6.7,124.0,6.5424002913859045
badal,6.0,1.0,4.533923875432526
dulhan hum le jayenge,5.586,29.0,5.298243125113823
tera mera saath rahen,4.5,2.0,4.394476250393206
yeh zindagi ka safar,0.0,0.0,4.371026528258363
josh,0.0,0.0,4.371026528258363
aaghaaz,1.5,3.0,3.653269896193772
aaj ka ravan,10.0,1.0,4.9339238754325265
fiza,6.288,26.0,5.795063964409294
anjaane,0.0,0.0,4.371026528258363
refugee,5.833,15.0,5.2847599480968865
kya kehna,5.667,19.0,5.250437098368759
beti no.1,3.5,4.0,4.103018365717328
bichhoo,4.857,14.0,4.666836467579359
baaghi,6.376,125.0,6.241337602644219
bulandi,6.0,5.0,4.95280276816609
billa no. 786,0.0,0.0,4.371026528258363
bhai thakur,0.0,0.0,4.371026528258363
bawandar,6.0,3.0,4.778269896193772
astitva,0.0,0.0,4.371026528258363
champion,6.6,87.0,6.3910337370242205
deewane,5.2,5.0,4.667088482451804
dhai akshar prem ke,0.0,0.0,4.371026528258363
gang,5.0,2.0,4.485385341302297
ghaath,0.0,0.0,4.371026528258363
hadh kar di aapne,4.905,21.0,4.744807958477509
har dil jo pyar karega,5.59,39.0,5.3614424740484425
hari-bhari,7.5,119.0,7.279994052768166
hera pheri,6.965,242.0,6.871988999021216
hamara dil aapke paas hai,5.708,12.0,5.135011369253585
hum to mohabbat karega,3.5,2.0,4.212658068575024
hey ram,6.8,47.0,6.4096292634700935
dil pe mat le yaar!!,0.0,0.0,4.371026528258363
chal mere bhai,5.2,23.0,4.966851211072665
gaja gamini,6.7,6.0,5.302615916955018
jallad no. 1,0.0,0.0,4.371026528258363
jis desh mein ganga rehta hain,5.563,16.0,5.13388955017301
jung,7.0,2.0,4.849021704938661
jungle,6.61,1881.0,6.599338221563134
kahin pyaar na ho jaaye,5.45,20.0,5.11514616394225
joru ka ghulam,5.917,12.0,5.254439940682155
khauff,4.4,5.0,4.381374196737519
khiladi 420,4.857,14.0,4.666836467579359
krodh,2.333,3.0,3.8615198961937724
kurukshetra,6.375,8.0,5.314072867901486
pukar,4.875,4.0,4.526095288794251
mela,4.75,29.0,4.660243125113823
phir bhi dil hai hindustani,6.647,78.0,6.411554468440521
raja ko rani se pyar ho gaya,0.0,0.0,4.371026528258363
raju chacha,5.9,18.0,5.39034217608612
nidaan,7.2,24.0,6.428461780434099
shikari,5.583,6.0,4.855815916955018
ramayana: the legend of prince rama,8.2,36.0,7.434205305651672
tera jadoo chal gayaa,4.0,2.0,4.303567159484115
meri jung ka elaan,4.5,11.0,4.441961937716263
kunwara,5.25,12.0,4.873297083539298
the revenge: geeta mera naam,2.9,23.0,3.3137262110726646
aa ab laut chalen,5.719,16.0,5.2337295501730114
arjun pandit,5.5,8.0,4.902308162019133
baadshah,6.43,93.0,6.248325870140444
aarzoo,5.909,11.0,5.216911937716263
anari no.1,5.6,8.0,4.9493669855485445
bade dilwala,2.6,5.0,3.738517053880376
sultaan,10.0,1.0,4.9339238754325265
tarkieb,4.5,2.0,4.394476250393206
biwi no.1,5.933,67.0,5.748029457293753
bhopal express,6.2,4.0,4.9337875964865585
chehraa,8.0,2.0,5.0308398867568425
daag,6.0,1.0,4.533923875432526
dahek,4.3,3.0,4.353269896193772
dillagi,5.0,1.0,4.4339238754325265
dulhan banoo main teri,0.0,0.0,4.371026528258363
gair,1.0,1.0,4.033923875432526
godmother,8.5,3.0,5.403269896193772
dil kya kare,5.8,10.0,5.123117829175014
haseena maan jaayegi,5.833,33.0,5.519719970341078
hindustan ki kasam,5.7,3.0,4.703269896193772
hogi pyaar ki jeet,6.0,7.0,5.083702422145329
hello brother,5.684,49.0,5.48026273714354
hu tu tu,5.4,6.0,4.782615916955018
hum aapke dil mein rehte hain,5.958,12.0,5.277868512110727
hum dil de chuke sanam,6.344,107.0,6.190924472020045
hum saath-saath hain,6.0,78.0,5.831485502923279
hote hote pyar ho gaya,6.5,2.0,4.75811261402957
heeralal pannalal,6.6,93.0,6.403325870140443
international khiladi,5.071,14.0,4.797097337144577
jaanam samjha karo,4.615,13.0,4.515192670651149
jaanwar,6.5,14.0,5.666923424101099
kaala samrajya,3.0,2.0,4.121748977665933
jahan tum le chalo,6.3,28.0,5.830790236603386
kachche dhaage,5.607,14.0,5.123358206709795
hum tum pe marte hain,5.333,6.0,4.755815916955018
kartoos,4.333,6.0,4.355815916955018
kohram,6.6,7.0,5.346202422145328
kaun?,5.9,23.0,5.469976211072665
khoobsurat,4.909,11.0,4.666911937716263
lal baadshah,5.75,10.0,5.09680203970133
kahani kismat ki,5.5,2.0,4.576294432211387
laawaris,6.533,15.0,5.7222599480968865
mann,0.0,0.0,4.371026528258363
mast,6.8,12.0,5.759011369253583
pyaar koi khel nahin,4.286,7.0,4.333827422145329
pyaar mein kabhi kabhi,0.0,0.0,4.371026528258363
nyaydaata,0.0,0.0,4.371026528258363
rajaji,5.571,7.0,4.896014922145329
samar,0.0,0.0,4.371026528258363
sangharsh,4.8,20.0,4.666870301873285
mother,6.972,6532.0,6.968421225921775
phool aur aag,10.0,1.0,4.9339238754325265
safari,5.5,14.0,5.058227771927186
naukar ki kameez,5.7,3.0,4.703269896193772
shool,6.9,11.0,5.761961937716263
split wide open,5.2,4.0,4.626095288794251
sanyasi mera naam,0.0,0.0,4.371026528258363
silsila hai pyar ka,1.0,1.0,4.033923875432526
trishakti,0.0,0.0,4.371026528258363
vaastav: the reality,8.0,14844.0,7.997801066367355
thakshak,6.333,6.0,5.155815916955018
sooryavansham,6.018,28.0,5.61738483119798
shera,10.0,1.0,4.9339238754325265
sarfarosh,0.0,0.0,4.371026528258363
kuch kuch hota hai,7.5,371.0,7.425892733564014
zulmi,7.75,6.0,5.722615916955018
soldier,6.401,810.0,6.37869259921163
pyaar to hona hi tha,6.132,19.0,5.565972812654473
taal,6.489,46.0,6.142422522805913
sirf tum,5.808,12.0,5.1921542263964415
pyaar kiya to darna kya,6.222,36.0,5.851805305651673
dil se..,6.856,163.0,6.7259723183391
dil se..,6.856,163.0,6.7259723183391
ghulam,10.0,1.0,4.9339238754325265
ghulam,10.0,1.0,4.9339238754325265
major saab,5.6,14.0,5.119097337144576
yeh hai mumbai meri jaan,8.0,2.0,5.0308398867568425
dulhe raja,0.0,0.0,4.371026528258363
dulhe raja,0.0,0.0,4.371026528258363
bade miyan chote miyan,6.6,15.0,5.764134948096886
china gate,6.0,26.0,5.581121107266436
2001: do hazaar ek,5.0,4.0,4.56455682725579
aakrosh,7.0,24.0,6.283007234979554
achanak,6.5,2.0,4.75811261402957
badmaash,9.0,1.0,4.833923875432527
bandhan,6.0,1.0,4.533923875432526
dand nayak,0.0,0.0,4.371026528258363
aunty no. 1,5.056,9.0,4.713513264129181
doli saja ke rakhna,7.286,7.0,5.646327422145329
duplicate,5.0,2.0,4.485385341302297
dushman,10.0,1.0,4.9339238754325265
gharwali baharwali,5.333,6.0,4.755815916955018
dhoondte reh jaaoge!,4.583,7.0,4.463764922145329
do numbri,10.0,1.0,4.9339238754325265
my dear kuttichathan,7.5,10.0,6.017854671280277
ghar bazar,0.0,0.0,4.371026528258363
gunda,7.0,41.0,6.526784775086505
ganga ki kasam,10.0,1.0,4.9339238754325265
himmatwala,4.25,4.0,4.333787596486559
