Title,Cast and crew,Genre,Vote_Average,Vote_Count,Combined_Features
the two popes,fernando meirelles anthony mccarten anthony hopkins jonathan pryce,drama history,7.501,2777.0,fernando meirelles anthony mccarten anthony hopkins jonathan pryce drama history
playmobil: the movie,lino disalvo ramaa mosley co blaise hemingway anya taylor joy daniel radcliffe gabriel bateman jim gaffigan meghan trainor adam lambert,family animation comedy adventure,5.606,264.0,lino disalvo ramaa mosley co blaise hemingway anya taylor joy daniel radcliffe gabriel bateman jim gaffigan meghan trainor adam lambert family animation comedy adventure
the aeronauts,tom harper jack thorne felicity jones eddie redmayne himesh patel tom courtenay,adventure drama romance,6.812,1066.0,tom harper jack thorne felicity jones eddie redmayne himesh patel tom courtenay adventure drama romance
a million little pieces,sam taylor johnson aaron taylor johnson aaron taylor johnson billy bob thornton odessa young giovanni ribisi juliette lewis charlie hunnam,drama,6.303,89.0,sam taylor johnson aaron taylor johnson aaron taylor johnson billy bob thornton odessa young giovanni ribisi juliette lewis charlie hunnam drama
daniel isn't real,adam egypt mortimer brian deleeuw miles robbins patrick schwarzenegger sasha lane mary stuart masterson hannah marks chukwudi iwuji peter mcrobbie,horror mystery,6.126,190.0,adam egypt mortimer brian deleeuw miles robbins patrick schwarzenegger sasha lane mary stuart masterson hannah marks chukwudi iwuji peter mcrobbie horror mystery
trauma center,matt eskandari paul da silva bruce willis nicky whelan,action thriller,5.5,360.0,matt eskandari paul da silva bruce willis nicky whelan action thriller
jumanji: the next level,jake kasdan scott rosenberg jeff pinkner dwayne johnson jack black kevin hart karen gillan nick jonas awkwafina rory mccann alex wolff morgan turner ser darius blain madison iseman danny glover danny devito,adventure comedy fantasy,6.909,8400.0,jake kasdan scott rosenberg jeff pinkner dwayne johnson jack black kevin hart karen gillan nick jonas awkwafina rory mccann alex wolff morgan turner ser darius blain madison iseman danny glover danny devito adventure comedy fantasy
richard jewell,clint eastwood billy ray paul walter hauser sam rockwell kathy bates jon hamm olivia wilde,drama,7.429,2429.0,clint eastwood billy ray paul walter hauser sam rockwell kathy bates jon hamm olivia wilde drama
black christmas,sophia takal april wolfe imogen poots lily donoghue aleyse shannon brittany o grady caleb eberhardt cary elwes,horror mystery thriller,6.9,752.0,sophia takal april wolfe imogen poots lily donoghue aleyse shannon brittany o grady caleb eberhardt cary elwes horror mystery thriller
6 underground,michael bay rhett reese paul wernick ryan reynolds m lanie laurent manuel garcia rulfo adria arjona payman maadi corey hawkins ben hardy dave franco,action comedy thriller,6.345,4608.0,michael bay rhett reese paul wernick ryan reynolds m lanie laurent manuel garcia rulfo adria arjona payman maadi corey hawkins ben hardy dave franco action comedy thriller
bombshell,jay roach charles randolph charlize theron nicole kidman margot robbie john lithgow kate mckinnon connie britton mark duplass rob delaney malcolm mcdowell allison janney,drama,6.803,2907.0,jay roach charles randolph charlize theron nicole kidman margot robbie john lithgow kate mckinnon connie britton mark duplass rob delaney malcolm mcdowell allison janney drama
uncut gems,safdie brothers s ronald bronstein adam sandler lakeith stanfield julia fox kevin garnett idina menzel eric bogosian,drama thriller crime,7.153,4575.0,safdie brothers s ronald bronstein adam sandler lakeith stanfield julia fox kevin garnett idina menzel eric bogosian drama thriller crime
seberg,benedict andrews joe shrapnel anna waterhouse kristen stewart jack o connell margaret qualley zazie beetz vince vaughn anthony mackie,thriller drama,5.938,249.0,benedict andrews joe shrapnel anna waterhouse kristen stewart jack o connell margaret qualley zazie beetz vince vaughn anthony mackie thriller drama
a hidden life,terrence malick august diehl valerie pachner matthias schoenaerts,drama war history,7.16,656.0,terrence malick august diehl valerie pachner matthias schoenaerts drama war history
star wars: the rise of skywalker,j j abrams chris terrio carrie fisher mark hamill adam driver daisy ridley john boyega oscar isaac anthony daniels naomi ackie domhnall gleeson richard e grant lupita nyong o keri russell joonas suotamo kelly marie tran ian mcdiarmid billy dee williams,adventure action science fiction,6.332,9623.0,j j abrams chris terrio carrie fisher mark hamill adam driver daisy ridley john boyega oscar isaac anthony daniels naomi ackie domhnall gleeson richard e grant lupita nyong o keri russell joonas suotamo kelly marie tran ian mcdiarmid billy dee williams adventure action science fiction
cats,tom hooper lee hall james corden judi dench jason derulo idris elba jennifer hudson ian mckellen taylor swift rebel wilson ray winstone francesca hayward,fantasy comedy drama,4.1,931.0,tom hooper lee hall james corden judi dench jason derulo idris elba jennifer hudson ian mckellen taylor swift rebel wilson ray winstone francesca hayward fantasy comedy drama
togo,ericson core tom flynn willem dafoe julianne nicholson christopher heyerdahl michael gaston michael mcelhatton jamie mcshane michael greyeyes thorbj rn harr shaun benson nikolai nikolaeff,adventure family,8.149,1950.0,ericson core tom flynn willem dafoe julianne nicholson christopher heyerdahl michael gaston michael mcelhatton jamie mcshane michael greyeyes thorbj rn harr shaun benson nikolai nikolaeff adventure family
spies in disguise,nick bruno troy quane s brad copeland will smith tom holland rashida jones ben mendelsohn reba mcentire rachel brosnahan karen gillan dj khaled masi oka,animation action adventure comedy family,7.594,2722.0,nick bruno troy quane s brad copeland will smith tom holland rashida jones ben mendelsohn reba mcentire rachel brosnahan karen gillan dj khaled masi oka animation action adventure comedy family
little women,greta gerwig saoirse ronan emma watson florence pugh eliza scanlen laura dern timoth e chalamet meryl streep tracy letts bob odenkirk james norton louis garrel chris cooper,drama romance,7.9,6094.0,greta gerwig saoirse ronan emma watson florence pugh eliza scanlen laura dern timoth e chalamet meryl streep tracy letts bob odenkirk james norton louis garrel chris cooper drama romance
1917,sam mendes krysty wilson cairns george mackay dean charles chapman mark strong andrew scott richard madden claire duburcq colin firth benedict cumberbatch,war action drama history,7.994,12047.0,sam mendes krysty wilson cairns george mackay dean charles chapman mark strong andrew scott richard madden claire duburcq colin firth benedict cumberbatch war action drama history
just mercy,destin daniel cretton andrew lanham michael b jordan jamie foxx brie larson rob morgan tim blake nelson rafe spall o shea jackson jr c j leblanc,drama crime history,7.881,2158.0,destin daniel cretton andrew lanham michael b jordan jamie foxx brie larson rob morgan tim blake nelson rafe spall o shea jackson jr c j leblanc drama crime history
clemency,chinonye chukwu alfre woodard wendell pierce aldis hodge richard schiff danielle brooks,drama,6.349,109.0,chinonye chukwu alfre woodard wendell pierce aldis hodge richard schiff danielle brooks drama
,,,0.0,0.0, 
coffee & kareem,michael dowse shane mccarthy ed helms taraji p henson betty gilpin king bach david alan grier,comedy action crime,5.5,399.0,michael dowse shane mccarthy ed helms taraji p henson betty gilpin king bach david alan grier comedy action crime
trolls world tour,walt dohrn jonathan aibel glenn berger elizabeth tippet maya forbes wallace wolodarsky anna kendrick justin timberlake rachel bloom james corden ron funches kelly clarkson anderson paak sam rockwell george clinton mary j blige,family animation comedy fantasy adventure music,7.31,2095.0,walt dohrn jonathan aibel glenn berger elizabeth tippet maya forbes wallace wolodarsky anna kendrick justin timberlake rachel bloom james corden ron funches kelly clarkson anderson paak sam rockwell george clinton mary j blige family animation comedy fantasy adventure music
love wedding repeat,dean craig olivia munn sam claflin freida pinto eleanor tomlinson jack farthing,comedy romance,5.6,688.0,dean craig olivia munn sam claflin freida pinto eleanor tomlinson jack farthing comedy romance
the main event,jay karas larry postel seth carr tichina arnold ken marino adam pally,family comedy,6.553,207.0,jay karas larry postel seth carr tichina arnold ken marino adam pally family comedy
we summon the darkness,marc meyers alan trezza alexandra daddario keean johnson logan miller maddie hasson amy forsyth austin swift johnny knoxville,horror thriller,5.381,217.0,marc meyers alan trezza alexandra daddario keean johnson logan miller maddie hasson amy forsyth austin swift johnny knoxville horror thriller
the lost husband,vicky wight leslie bibb josh duhamel nora dunn,drama romance,6.8,125.0,vicky wight leslie bibb josh duhamel nora dunn drama romance
corona zombies,charles band cody renee cameron russell coker robin sydney,horror comedy,4.051,39.0,charles band cody renee cameron russell coker robin sydney horror comedy
sergio,greg barker craig borten wagner moura ana de armas garret dillahunt br an f o byrne clemens schick bradley whitford,drama,6.6,323.0,greg barker craig borten wagner moura ana de armas garret dillahunt br an f o byrne clemens schick bradley whitford drama
the willoughbys,kris pearn mark stanleigh will forte maya rudolph alessia cara terry crews martin short jane krakowski ricky gervais,animation comedy family,7.062,882.0,kris pearn mark stanleigh will forte maya rudolph alessia cara terry crews martin short jane krakowski ricky gervais animation comedy family
extraction,sam hargrave joe russo chris hemsworth rudhraksh jaiswal randeep hooda golshifteh farahani pankaj tripathi david harbour,action thriller,7.332,5892.0,sam hargrave joe russo chris hemsworth rudhraksh jaiswal randeep hooda golshifteh farahani pankaj tripathi david harbour action thriller
braking for whales,sean mcewen tammin sursok tom felton tammin sursok wendi mclendon covey david koechner,drama comedy,4.667,6.0,sean mcewen tammin sursok tom felton tammin sursok wendi mclendon covey david koechner drama comedy
bad education,cory finley mike makowsky hugh jackman allison janney geraldine viswanathan alex wolff rafael casal stephen spinella annaleigh ashford ray romano,drama crime history,6.741,646.0,cory finley mike makowsky hugh jackman allison janney geraldine viswanathan alex wolff rafael casal stephen spinella annaleigh ashford ray romano drama crime history
dangerous lies,michael scott david golden camila mendes jessie t usher jamie chung cam gigandet sasha alexander elliott gould,thriller,6.275,845.0,michael scott david golden camila mendes jessie t usher jamie chung cam gigandet sasha alexander elliott gould thriller
all day and a night,joe robert cole ashton sanders jeffrey wright yahya abdul mateen ii,drama,6.2,170.0,joe robert cole ashton sanders jeffrey wright yahya abdul mateen ii drama
the wretched,the pierce brothers john paul howard piper curda zarah mahler kevin bigley,horror mystery thriller,6.065,604.0,the pierce brothers john paul howard piper curda zarah mahler kevin bigley horror mystery thriller
the half of it,alice wu leah lewis daniel diemer alexxis lemire collin chou,comedy romance drama,7.1,1459.0,alice wu leah lewis daniel diemer alexxis lemire collin chou comedy romance drama
arkansas,clark duke andrew boonkrong liam hemsworth clark duke michael kenneth williams vivica a fox eden brolin chandler duke john malkovich vince vaughn,crime thriller,5.789,298.0,clark duke andrew boonkrong liam hemsworth clark duke michael kenneth williams vivica a fox eden brolin chandler duke john malkovich vince vaughn crime thriller
valley girl,rachel lee goldenberg amy talkington jessica rothe josh whitehouse mae whitman judy greer,comedy romance,6.0,218.0,rachel lee goldenberg amy talkington jessica rothe josh whitehouse mae whitman judy greer comedy romance
capone,josh trank tom hardy linda cardellini jack lowden noel fisher kyle maclachlan matt dillon,crime drama,6.0,86.0,josh trank tom hardy linda cardellini jack lowden noel fisher kyle maclachlan matt dillon crime drama
the wrong missy,tyler spindel kevin barnett chris pappas david spade lauren lapkus geoff pierson sarah chalke molly sims,comedy romance,6.147,1144.0,tyler spindel kevin barnett chris pappas david spade lauren lapkus geoff pierson sarah chalke molly sims comedy romance
scoob!,tony cervone adam sztykiel jack donaldson derek elliott matt lieberman will forte mark wahlberg jason isaacs gina rodriguez zac efron amanda seyfried kiersey clemons ken jeong tracy morgan frank welker,animation comedy family mystery,7.074,1644.0,tony cervone adam sztykiel jack donaldson derek elliott matt lieberman will forte mark wahlberg jason isaacs gina rodriguez zac efron amanda seyfried kiersey clemons ken jeong tracy morgan frank welker animation comedy family mystery
proximity,eric demeusy ryan masson highdee kuan christian prentice shaw jones don scribner sarah navratil randy davison,science fiction drama,6.505,276.0,eric demeusy ryan masson highdee kuan christian prentice shaw jones don scribner sarah navratil randy davison science fiction drama
blood and money,john barr mike mcgrale alan petherick tom berenger kristen hager mark sivertsen paul ben victor,thriller crime drama action,5.29,126.0,john barr mike mcgrale alan petherick tom berenger kristen hager mark sivertsen paul ben victor thriller crime drama action
body cam,malik vitthal richmond riedel mary j blige nat wolff david zayas david warshofsky demetrius grosse anika noni rose,horror thriller mystery,6.3,341.0,malik vitthal richmond riedel mary j blige nat wolff david zayas david warshofsky demetrius grosse anika noni rose horror thriller mystery
the lovebirds,michael showalter aaron abrams brendan gall issa rae kumail nanjiani paul sparks anna camp kyle bornheimer,comedy action romance,6.113,672.0,michael showalter aaron abrams brendan gall issa rae kumail nanjiani paul sparks anna camp kyle bornheimer comedy action romance
inheritance,vaughn stein matthew kennedy lily collins simon pegg chace crawford connie nielsen patrick warburton adam beach,drama mystery thriller,6.33,584.0,vaughn stein matthew kennedy lily collins simon pegg chace crawford connie nielsen patrick warburton adam beach drama mystery thriller
survive the night,matt eskandari doug wolfe bruce willis chad michael murray,action thriller,5.0,221.0,matt eskandari doug wolfe bruce willis chad michael murray action thriller
the wanting mare,nicholas ashe bateman josh clark,drama fantasy romance science fiction,6.2,12.0,nicholas ashe bateman josh clark drama fantasy romance science fiction
the high note,nisha ganatra flora greeson dakota johnson tracee ellis ross kelvin harrison jr ice cube zo chao bill pullman eddie izzard,romance comedy music drama,6.994,431.0,nisha ganatra flora greeson dakota johnson tracee ellis ross kelvin harrison jr ice cube zo chao bill pullman eddie izzard romance comedy music drama
shirley,josephine decker sarah gubbins elisabeth moss michael stuhlbarg odessa young logan lerman,history drama,6.802,53.0,josephine decker sarah gubbins elisabeth moss michael stuhlbarg odessa young logan lerman history drama
the last days of american crime,olivier megaton karl gajdusek dgar ram rez anna brewster michael pitt sharlto copley,action crime thriller,6.5,807.0,olivier megaton karl gajdusek dgar ram rez anna brewster michael pitt sharlto copley action crime thriller
becky,jonathan milott cary murnion nick morris lane skye ruckus skye lulu wilson kevin james joel mchale,thriller,6.0,1.0,jonathan milott cary murnion nick morris lane skye ruckus skye lulu wilson kevin james joel mchale thriller
mighty oak,sean mcnamara matt r allen janel parrish alexa penavega carlos penavega raven symon levi dylan tommy ragen,comedy drama,6.274,31.0,sean mcnamara matt r allen janel parrish alexa penavega carlos penavega raven symon levi dylan tommy ragen comedy drama
think like a dog,gil junger josh duhamel megan fox,family comedy drama,6.6,153.0,gil junger josh duhamel megan fox family comedy drama
da 5 bloods,spike lee danny bilson paul de meo kevin willmott delroy lindo jonathan majors clarke peters norm lewis isiah whitlock jr m lanie thierry paul walter hauser jasper p kk nen jean reno chadwick boseman,war drama,6.507,1041.0,spike lee danny bilson paul de meo kevin willmott delroy lindo jonathan majors clarke peters norm lewis isiah whitlock jr m lanie thierry paul walter hauser jasper p kk nen jean reno chadwick boseman war drama
artemis fowl,kenneth branagh conor mcpherson hamish mccoll ferdia shaw lara mcdonnell josh gad tamara smart nonso anozie colin farrell judi dench,adventure fantasy science fiction family action,5.597,1606.0,kenneth branagh conor mcpherson hamish mccoll ferdia shaw lara mcdonnell josh gad tamara smart nonso anozie colin farrell judi dench adventure fantasy science fiction family action
the king of staten island,judd apatow pete davidson dave sirus pete davidson marisa tomei bill burr bel powley maude apatow steve buscemi,comedy drama,7.005,967.0,judd apatow pete davidson dave sirus pete davidson marisa tomei bill burr bel powley maude apatow steve buscemi comedy drama
sniper: assassin's end,kaare andrews oliver thompson chad michael collins tom berenger sayaka akimoto lochlyn munro ryan robbins,action,6.209,196.0,kaare andrews oliver thompson chad michael collins tom berenger sayaka akimoto lochlyn munro ryan robbins action
you should have left,david koepp kevin bacon amanda seyfried,horror thriller,6.0,731.0,david koepp kevin bacon amanda seyfried horror thriller
wasp network,olivier assayas pen lope cruz dgar ram rez gael garc a bernal ana de armas wagner moura,drama history thriller,6.072,363.0,olivier assayas pen lope cruz dgar ram rez gael garc a bernal ana de armas wagner moura drama history thriller
feel the beat,elissa down sofia carson enrico colantoni wolfgang novogratz,comedy music drama,7.589,1093.0,elissa down sofia carson enrico colantoni wolfgang novogratz comedy music drama
7500,patrick vollrath joseph gordon levitt,drama thriller action,6.133,785.0,patrick vollrath joseph gordon levitt drama thriller action
athlete a,bonni cohen jon shenk,drama history,5.9,9.0,bonni cohen jon shenk drama history
eurovision song contest: the story of fire saga,david dobkin will ferrell andrew steele will ferrell rachel mcadams dan stevens demi lovato pierce brosnan,comedy music,6.437,1365.0,david dobkin will ferrell andrew steele will ferrell rachel mcadams dan stevens demi lovato pierce brosnan comedy music
irresistible,jon stewart steve carell chris cooper mackenzie davis topher grace natasha lyonne rose byrne,comedy drama,6.074,417.0,jon stewart steve carell chris cooper mackenzie davis topher grace natasha lyonne rose byrne comedy drama
my spy,peter segal jon hoeber erich hoeber dave bautista chloe coleman kristen schaal ken jeong,family action comedy,6.863,1099.0,peter segal jon hoeber erich hoeber dave bautista chloe coleman kristen schaal ken jeong family action comedy
we bare bears: the movie,daniel chong mikey heller kris mukai eric edelstein bobby moynihan demetri martin marc evan jackson keith ferguson,animation adventure family comedy tv movie,7.8,802.0,daniel chong mikey heller kris mukai eric edelstein bobby moynihan demetri martin marc evan jackson keith ferguson animation adventure family comedy tv movie
hamilton,thomas kail lin manuel miranda phillipa soo leslie odom jr ren e elise goldsberry christopher jackson daveed diggs okieriete onaodowan anthony ramos jasmine cephas jones jonathan groff,history drama,8.197,1346.0,thomas kail lin manuel miranda phillipa soo leslie odom jr ren e elise goldsberry christopher jackson daveed diggs okieriete onaodowan anthony ramos jasmine cephas jones jonathan groff history drama
relic,natalie erika james christian white emily mortimer robyn nevin bella heathcote,horror mystery thriller,6.074,704.0,natalie erika james christian white emily mortimer robyn nevin bella heathcote horror mystery thriller
desperados,lp ellen rapoport anna camp robbie amell nasim pedrad lamorne morris heather graham sarah burns,comedy romance,6.0,472.0,lp ellen rapoport anna camp robbie amell nasim pedrad lamorne morris heather graham sarah burns comedy romance
the old guard,gina prince bythewood greg rucka charlize theron kiki layne marwan kenzari luca marinelli harry melling veronica ngo matthias schoenaerts chiwetel ejiofor,action fantasy,7.1,4034.0,gina prince bythewood greg rucka charlize theron kiki layne marwan kenzari luca marinelli harry melling veronica ngo matthias schoenaerts chiwetel ejiofor action fantasy
money plane,andrew lawrence tim schaaf adam copeland kelsey grammer thomas jane denise richards katrina norman patrick lamont jr andrew lawrence joey lawrence matthew lawrence,action crime thriller,5.687,276.0,andrew lawrence tim schaaf adam copeland kelsey grammer thomas jane denise richards katrina norman patrick lamont jr andrew lawrence joey lawrence matthew lawrence action crime thriller
greyhound,aaron schneider tom hanks tom hanks stephen graham rob morgan elisabeth shue,war action drama,7.407,2796.0,aaron schneider tom hanks tom hanks stephen graham rob morgan elisabeth shue war action drama
palm springs,max barbakow andy siara andy samberg cristin milioti peter gallagher j k simmons,comedy romance science fiction,7.332,2962.0,max barbakow andy siara andy samberg cristin milioti peter gallagher j k simmons comedy romance science fiction
fatal affair,peter sullivan rasheeda garner nia long omar epps stephen bishop kj smith,thriller,5.6,282.0,peter sullivan rasheeda garner nia long omar epps stephen bishop kj smith thriller
the silencing,robin pront micah ranum annabelle wallis hero fiennes tiffin nikolaj coster waldau,thriller action crime,6.455,649.0,robin pront micah ranum annabelle wallis hero fiennes tiffin nikolaj coster waldau thriller action crime
a nice girl like you,the brothers riedell s andrea marcellus lucy hale leonidas gulaptis jackie cruz,comedy romance,5.715,326.0,the brothers riedell s andrea marcellus lucy hale leonidas gulaptis jackie cruz comedy romance
ghosts of war,eric bress brenton thwaites theo rossi skylar astin kyle gallner alan ritchson,science fiction action,5.455,44.0,eric bress brenton thwaites theo rossi skylar astin kyle gallner alan ritchson science fiction action
animal crackers,scott christian sava tony bancroft dean lorey john krasinski emily blunt ian mckellen danny devito sylvester stallone raven symon patrick warburton,comedy animation adventure,6.2,182.0,scott christian sava tony bancroft dean lorey john krasinski emily blunt ian mckellen danny devito sylvester stallone raven symon patrick warburton comedy animation adventure
the kissing booth 2,vince marcello jay arnold joey king joel courtney jacob elordi maisie richardson sellers taylor perez molly ringwald,comedy romance,7.657,4922.0,vince marcello jay arnold joey king joel courtney jacob elordi maisie richardson sellers taylor perez molly ringwald comedy romance
the rental,dave franco joe swanberg dan stevens alison brie sheila vand jeremy allen white toby huss,horror mystery thriller,5.548,853.0,dave franco joe swanberg dan stevens alison brie sheila vand jeremy allen white toby huss horror mystery thriller
black is king,beyonc emmanuel adjei blitz bazawule ibra ake jenn nkiru jake nava pierre debusschere dikayl rimmasch s beyonc yrsa daley ward clover hope andrew morro beyonc,music,7.3,122.0,beyonc emmanuel adjei blitz bazawule ibra ake jenn nkiru jake nava pierre debusschere dikayl rimmasch s beyonc yrsa daley ward clover hope andrew morro beyonc music
the secret: dare to dream,andy tennant bekah brunstetter rick parks katie holmes josh lucas jerry o connell celia weston,drama romance,7.286,580.0,andy tennant bekah brunstetter rick parks katie holmes josh lucas jerry o connell celia weston drama romance
summerland,jessica swale gemma arterton gugu mbatha raw penelope wilton tom courtenay,drama romance,7.533,195.0,jessica swale gemma arterton gugu mbatha raw penelope wilton tom courtenay drama romance
she dies tomorrow,amy seimetz kate lyn sheil jane adams kentucker audley katie aselton adam wingard,drama,5.179,156.0,amy seimetz kate lyn sheil jane adams kentucker audley katie aselton adam wingard drama
an american pickle,brandon trost simon rich seth rogen sarah snook,comedy drama,5.671,447.0,brandon trost simon rich seth rogen sarah snook comedy drama
the tax collector,david ayer bobby soto shia labeouf cinthya carmona george lopez,action crime drama,5.654,451.0,david ayer bobby soto shia labeouf cinthya carmona george lopez action crime drama
waiting for the barbarians,ciro guerra j m coetzee mark rylance johnny depp robert pattinson gana bayarsaikhan greta scacchi,drama history,5.935,359.0,ciro guerra j m coetzee mark rylance johnny depp robert pattinson gana bayarsaikhan greta scacchi drama history
project power,henry joost ariel schulman mattson tomlin jamie foxx joseph gordon levitt dominique fishback rodrigo santoro machine gun kelly allen maldonado amy landecker courtney b vance c j leblanc,action crime science fiction,6.465,2772.0,henry joost ariel schulman mattson tomlin jamie foxx joseph gordon levitt dominique fishback rodrigo santoro machine gun kelly allen maldonado amy landecker courtney b vance c j leblanc action crime science fiction
the spongebob movie: sponge on the run (canadian theatrical release),tim hill tom kenny awkwafina matt berry snoop dogg bill fagerbakke clancy brown tiffany haddish carolyn lawrence mr lawrence keanu reeves danny trejo reggie watts,,0.0,0.0,tim hill tom kenny awkwafina matt berry snoop dogg bill fagerbakke clancy brown tiffany haddish carolyn lawrence mr lawrence keanu reeves danny trejo reggie watts 
magic camp,mark waters micah fitzerman blue noah harpster matt spicer max winkler dan gregor doug mand adam devine gillian jacobs jeffrey tambor,family fantasy comedy,6.857,196.0,mark waters micah fitzerman blue noah harpster matt spicer max winkler dan gregor doug mand adam devine gillian jacobs jeffrey tambor family fantasy comedy
spree,eugene kotlyarenko gene mchugh joe keery sasheer zamata mischa barton john deluca,comedy crime horror,6.47,416.0,eugene kotlyarenko gene mchugh joe keery sasheer zamata mischa barton john deluca comedy crime horror
boys state,amanda mcbaine jesse moss s,documentary,7.093,91.0,amanda mcbaine jesse moss s documentary
the one and only ivan,thea sharrock mike white sam rockwell angelina jolie danny devito helen mirren brooklynn prince ram n rodr guez ariana greenblatt chaka khan ron funches phillipa soo mike white bryan cranston,family comedy drama,7.4,569.0,thea sharrock mike white sam rockwell angelina jolie danny devito helen mirren brooklynn prince ram n rodr guez ariana greenblatt chaka khan ron funches phillipa soo mike white bryan cranston family comedy drama
unhinged,derrick borte carl ellsworth russell crowe caren pistorius gabriel bateman jimmi simpson austin p mckenzie,action thriller,6.45,2184.0,derrick borte carl ellsworth russell crowe caren pistorius gabriel bateman jimmi simpson austin p mckenzie action thriller
tesla,michael almereyda ethan hawke eve hewson ebon moss bachrach jim gaffigan kyle maclachlan,history drama,5.867,315.0,michael almereyda ethan hawke eve hewson ebon moss bachrach jim gaffigan kyle maclachlan history drama
cut throat city,rza paul cuschieri shameik moore t i demetrius shipp jr kat graham wesley snipes terrence howard eiza gonz lez ethan hawke,action crime drama thriller,6.466,134.0,rza paul cuschieri shameik moore t i demetrius shipp jr kat graham wesley snipes terrence howard eiza gonz lez ethan hawke action crime drama thriller
words on bathroom walls,thor freudenthal nick naveda charlie plummer andy garc a taylor russell annasophia robb beth grant molly parker walton goggins,drama romance,7.821,571.0,thor freudenthal nick naveda charlie plummer andy garc a taylor russell annasophia robb beth grant molly parker walton goggins drama romance
hard kill,matt eskandari chris lamont joe russo jesse metcalfe bruce willis,action adventure thriller,5.0,624.0,matt eskandari chris lamont joe russo jesse metcalfe bruce willis action adventure thriller
chemical hearts,richard tanne austin abrams lili reinhart,drama romance,7.355,1097.0,richard tanne austin abrams lili reinhart drama romance
bill & ted face the music,dean parisot chris matheson ed solomon keanu reeves alex winter kristen schaal samara weaving brigette lundy paine anthony carrigan erinn hayes jayma mays holland taylor kid cudi william sadler jillian bell,comedy science fiction adventure,5.91,893.0,dean parisot chris matheson ed solomon keanu reeves alex winter kristen schaal samara weaving brigette lundy paine anthony carrigan erinn hayes jayma mays holland taylor kid cudi william sadler jillian bell comedy science fiction adventure
the new mutants,josh boone knate lee maisie williams anya taylor joy charlie heaton alice braga blu hunt henry zaga adam beach,science fiction horror action mystery adventure,6.109,3308.0,josh boone knate lee maisie williams anya taylor joy charlie heaton alice braga blu hunt henry zaga adam beach science fiction horror action mystery adventure
the personal history of david copperfield,armando iannucci simon blackwell dev patel aneurin barnard peter capaldi morfydd clark daisy may cooper rosalind eleazar hugh laurie tilda swinton ben whishaw paul whitehouse,comedy,6.5,447.0,armando iannucci simon blackwell dev patel aneurin barnard peter capaldi morfydd clark daisy may cooper rosalind eleazar hugh laurie tilda swinton ben whishaw paul whitehouse comedy
i'm thinking of ending things,charlie kaufman jesse plemons jessie buckley toni collette david thewlis,drama fantasy mystery thriller,6.585,1866.0,charlie kaufman jesse plemons jessie buckley toni collette david thewlis drama fantasy mystery thriller
phineas and ferb the movie: candace against the universe,bob bowen dan povenmire jeff swampy marsh jon colton barry jim bernstein joshua pruett vincent martella ashley tisdale david errigo jr dee bradley baker dan povenmire caroline rhea jeff swampy marsh alyson stoner,family animation science fiction comedy,7.272,359.0,bob bowen dan povenmire jeff swampy marsh jon colton barry jim bernstein joshua pruett vincent martella ashley tisdale david errigo jr dee bradley baker dan povenmire caroline rhea jeff swampy marsh alyson stoner family animation science fiction comedy
all together now,brett haley matthew quick matt basch auli i cravalho rhenzy feliz judy reyes justina machado taylor richardson c s lee fred armisen carol burnett,drama,6.744,197.0,brett haley matthew quick matt basch auli i cravalho rhenzy feliz judy reyes justina machado taylor richardson c s lee fred armisen carol burnett drama
rogue,m j bassett isabel bassett megan fox philip winchester,action adventure,5.6,666.0,m j bassett isabel bassett megan fox philip winchester action adventure
centigrade,brendan walsh genesis rodriguez vincent piazza louis cancelmi,thriller,5.856,253.0,brendan walsh genesis rodriguez vincent piazza louis cancelmi thriller
fatima,marco pontecorvo barbara nicolosi marco pontecorvo valerio d annunzio joaquim de almeida goran vi nji stephanie gil alejandra howard jorge lamelas l cia moniz marco d almeida joana ribeiro harvey keitel s nia braga,drama family,6.101,114.0,marco pontecorvo barbara nicolosi marco pontecorvo valerio d annunzio joaquim de almeida goran vi nji stephanie gil alejandra howard jorge lamelas l cia moniz marco d almeida joana ribeiro harvey keitel s nia braga drama family
tenet,christopher nolan john david washington robert pattinson elizabeth debicki dimple kapadia martin donovan fiona dourif yuri kolokolnikov himesh patel cl mence po sy aaron taylor johnson michael caine kenneth branagh,action thriller science fiction,7.186,9535.0,christopher nolan john david washington robert pattinson elizabeth debicki dimple kapadia martin donovan fiona dourif yuri kolokolnikov himesh patel cl mence po sy aaron taylor johnson michael caine kenneth branagh action thriller science fiction
"love, guaranteed",mark steven johnson elizabeth hackett hilary galanoy rachael leigh cook damon wayans jr,romance comedy,6.406,633.0,mark steven johnson elizabeth hackett hilary galanoy rachael leigh cook damon wayans jr romance comedy
mulan,niki caro rick jaffa amanda silver laura hynek elizabeth martin liu yifei donnie yen tzi ma jason scott lee yoson an ron yuan gong li jet li,animation family adventure,7.912,9383.0,niki caro rick jaffa amanda silver laura hynek elizabeth martin liu yifei donnie yen tzi ma jason scott lee yoson an ron yuan gong li jet li animation family adventure
critical thinking,john leguizamo dito montiel john leguizamo jorge lendeborg jr angel bismark curiel will hochman corwin tuggles jeffry batista ramses jimenez rachel bay jones michael k williams,drama,6.575,40.0,john leguizamo dito montiel john leguizamo jorge lendeborg jr angel bismark curiel will hochman corwin tuggles jeffry batista ramses jimenez rachel bay jones michael k williams drama
