Title,Cast and crew,Genre,Vote_Average,Vote_Count,Combined_Features
knock off,jean-claude van damme lela rochon paul sorvino rob schneider mark houghton tsui hark,action adventure thriller,4.7,64.0,jean-claude van damme lela rochon paul sorvino rob schneider mark houghton tsui hark action adventure thriller
sabotage,arnold schwarzenegger sam worthington mireille enos joe manganiello harold perrineau david ayer,action drama thriller crime,5.5,555.0,arnold schwarzenegger sam worthington mireille enos joe manganiello harold perrineau david ayer action drama thriller crime
the order,heath ledger shannyn sossamon benno f\u00fcrmann mark addy peter weller brian helgeland,drama fantasy horror mystery romance,4.8,91.0,heath ledger shannyn sossamon benno f\u00fcrmann mark addy peter weller brian helgeland drama fantasy horror mystery romance
punisher: war zone,ray stevenson dominic west julie benz colin salmon doug hutchison lexi alexander,action crime,5.6,294.0,ray stevenson dominic west julie benz colin salmon doug hutchison lexi alexander action crime
zoom,tim allen courteney cox chevy chase spencer breslin kevin zegers peter hewitt,family fantasy comedy,4.9,135.0,tim allen courteney cox chevy chase spencer breslin kevin zegers peter hewitt family fantasy comedy
the walk,joseph gordon-levitt ben kingsley charlotte le bon ben schwartz james badge dale robert zemeckis,adventure drama thriller,6.9,1121.0,joseph gordon-levitt ben kingsley charlotte le bon ben schwartz james badge dale robert zemeckis adventure drama thriller
warriors of virtue,angus macfadyen mario yedidia marley shelton chao li chi ronny yu,fantasy family action,4.7,9.0,angus macfadyen mario yedidia marley shelton chao li chi ronny yu fantasy family action
a good year,russell crowe marion cotillard albert finney tom hollander abbie cornish ridley scott,comedy drama romance,6.5,357.0,russell crowe marion cotillard albert finney tom hollander abbie cornish ridley scott comedy drama romance
radio flyer,elijah wood lorraine bracco adam baldwin john heard joseph mazzello richard donner,drama,6.6,53.0,elijah wood lorraine bracco adam baldwin john heard joseph mazzello richard donner drama
bound by honor,damian chapa jesse borrego benjamin bratt enrique castillo victor rivers taylor hackford,action crime drama thriller,7.7,115.0,damian chapa jesse borrego benjamin bratt enrique castillo victor rivers taylor hackford action crime drama thriller
smilla's sense of snow,julia ormond gabriel byrne richard harris jim broadbent tom wilkinson bille august,action crime drama mystery thriller,6.6,60.0,julia ormond gabriel byrne richard harris jim broadbent tom wilkinson bille august action crime drama mystery thriller
femme fatale,rebecca romijn antonio banderas peter coyote rie rasmussen gregg henry brian de palma,thriller crime romance,6.2,142.0,rebecca romijn antonio banderas peter coyote rie rasmussen gregg henry brian de palma thriller crime romance
lion of the desert,anthony quinn rod steiger oliver reed irene papas raf vallone moustapha akkad,action history war,7.4,34.0,anthony quinn rod steiger oliver reed irene papas raf vallone moustapha akkad action history war
le hussard sur le toit,juliette binoche olivier martinez pierre arditi fran\u00e7ois cluzet g\u00e9rard depardieu jean-paul rappeneau,war adventure drama romance,6.7,25.0,juliette binoche olivier martinez pierre arditi fran\u00e7ois cluzet g\u00e9rard depardieu jean-paul rappeneau war adventure drama romance
ride with the devil,tobey maguire skeet ulrich jeffrey wright jewel jonathan rhys meyers ang lee,drama war romance western,6.6,49.0,tobey maguire skeet ulrich jeffrey wright jewel jonathan rhys meyers ang lee drama war romance western
biutiful,javier bardem maricel \u00c1lvarez hanaa bouchaib guillermo estrella eduard fern\u00e1ndez alejandro gonz\u00e1lez i\u00f1\u00e1rritu,drama,7.0,291.0,javier bardem maricel \u00c1lvarez hanaa bouchaib guillermo estrella eduard fern\u00e1ndez alejandro gonz\u00e1lez i\u00f1\u00e1rritu drama
bandidas,pen\u00e9lope cruz salma hayek dwight yoakam steve zahn denis arndt joachim r\u00f8nning,action comedy western crime,5.8,307.0,pen\u00e9lope cruz salma hayek dwight yoakam steve zahn denis arndt joachim r\u00f8nning action comedy western crime
black water transit,laurence fishburne karl urban brittany snow aisha tyler beverly d'angelo tony kaye,drama crime,0.0,0.0,laurence fishburne karl urban brittany snow aisha tyler beverly d'angelo tony kaye drama crime
the maze runner,dylan o'brien ki hong lee kaya scodelario aml ameen blake cooper wes ball,action mystery science fiction thriller,7.0,5371.0,dylan o'brien ki hong lee kaya scodelario aml ameen blake cooper wes ball action mystery science fiction thriller
unfinished business,vince vaughn dave franco james marsden june diane raphael sienna miller ken scott,comedy,5.0,320.0,vince vaughn dave franco james marsden june diane raphael sienna miller ken scott comedy
