Title,Cast and crew,Genre,Vote_Average,Vote_Count,Combined_Features
sanam teri kasam,saif ali khan atul agnihotri pooja bhatt sheeba agarwal,drama romance,7.941,111.0,saif ali khan atul agnihotri pooja bhatt sheeba agarwal drama romance
children of war,farooq shaikh victor banerjee pawan malhotra indraneil sengupta,drama war,0.0,0.0,farooq shaikh victor banerjee pawan malhotra indraneil sengupta drama war
anjaana,rajendra kumar tuli babita kapoor pran sikand prem chopra,romance,0.0,0.0,rajendra kumar tuli babita kapoor pran sikand prem chopra romance
mirzya,harshvardhan kapoor saiyami kher art malik anuj choudhry,romance drama fantasy,6.2,19.0,harshvardhan kapoor saiyami kher art malik anuj choudhry romance drama fantasy
boyfriend.com,harshvardhan kapoor saiyami kher art malik anuj choudhry,,0.0,0.0,harshvardhan kapoor saiyami kher art malik anuj choudhry 
mera saaya,sunil dutt sadhana shivdasani jagdish sethi k n singh,drama mystery,7.0,4.0,sunil dutt sadhana shivdasani jagdish sethi k n singh drama mystery
mere dad ki maruti,saqib saleem rhea chakraborty ram kapoor prabal panjabi,comedy,6.3,22.0,saqib saleem rhea chakraborty ram kapoor prabal panjabi comedy
shubh nikah,aksha pardasany rohit vikkram arsh sandhu kunwar aziz,comedy drama,0.0,0.0,aksha pardasany rohit vikkram arsh sandhu kunwar aziz comedy drama
school romance: pure love web series,shivaay aryan sadhna baksh riya bhagat asim hussain,,0.0,0.0,shivaay aryan sadhna baksh riya bhagat asim hussain 
andolan,sanjay dutt govinda somy ali mamta kulkarni,drama action comedy,3.0,3.0,sanjay dutt govinda somy ali mamta kulkarni drama action comedy
gumnaami,prasenjit chatterjee anirban bhattacharya tanushree chakraborty sanjay gurbaxani,action drama,7.8,9.0,prasenjit chatterjee anirban bhattacharya tanushree chakraborty sanjay gurbaxani action drama
dobaara,aishwarya arora manav kaul parvathy omanakuttan,romance,3.0,1.0,aishwarya arora manav kaul parvathy omanakuttan romance
"main, meri patni... aur woh!",rajpal naurang yadav rituparna sengupta naseeruddin shah kay kay menon,comedy drama romance,5.594,16.0,rajpal naurang yadav rituparna sengupta naseeruddin shah kay kay menon comedy drama romance
guddi,dharmendra jaya bachchan sumita sanyal utpal dutt,family drama comedy,6.1,7.0,dharmendra jaya bachchan sumita sanyal utpal dutt family drama comedy
shagird,nana patekar mohit ahlawat rimi sen anurag kashyap,,6.0,2.0,nana patekar mohit ahlawat rimi sen anurag kashyap 
ishaqzaade,arjun kapoor parineeti chopra gauahar khan anil rastogi,drama action romance,6.288,66.0,arjun kapoor parineeti chopra gauahar khan anil rastogi drama action romance
do anjaane,amitabh bachchan rekha prem chopra pradeep kumar,drama,6.0,4.0,amitabh bachchan rekha prem chopra pradeep kumar drama
chalta purza,rajesh khanna parveen babi rakesh roshan ajit khan,action thriller,7.5,2.0,rajesh khanna parveen babi rakesh roshan ajit khan action thriller
safar,rajesh khanna sharmila tagore feroz khan ashok kumar,drama,0.0,0.0,rajesh khanna sharmila tagore feroz khan ashok kumar drama
badhaai ho badhaai,anil kapoor rana jung bahadur s k batra panni chatterjee,comedy romance drama,7.204,135.0,anil kapoor rana jung bahadur s k batra panni chatterjee comedy romance drama
tera intezaar,arbaaz khan sunny leone bhani singh salil ankola,thriller romance,2.0,1.0,arbaaz khan sunny leone bhani singh salil ankola thriller romance
sehra,sandhya lalita pawar prashanth mumtaz askari,romance drama family,6.0,0.0,sandhya lalita pawar prashanth mumtaz askari romance drama family
welcome to sajjanpur,shreyas talpade amrita rao ravi kishan ila arun,comedy,5.438,16.0,shreyas talpade amrita rao ravi kishan ila arun comedy
ram-avtar,sunny deol anil kapoor sridevi shakti kapoor,drama adventure,4.75,4.0,sunny deol anil kapoor sridevi shakti kapoor drama adventure
mosagallu,vishnu manchu kajal aggarwal suniel shetty ruhi singh,crime thriller,5.2,5.0,vishnu manchu kajal aggarwal suniel shetty ruhi singh crime thriller
sardar ka grandson,john abraham rakul preet singh aditi rao hydari arjun kapoor,comedy drama romance family,7.341,22.0,john abraham rakul preet singh aditi rao hydari arjun kapoor comedy drama romance family
always kabhi kabhi,samir chandra lillete dubey satyajeet dubey ali fazal,comedy crime drama romance,3.8,10.0,samir chandra lillete dubey satyajeet dubey ali fazal comedy crime drama romance
xcuse me,sharman joshi sahil khan anil chaudhary snehal dabi,comedy,6.2,10.0,sharman joshi sahil khan anil chaudhary snehal dabi comedy
chuhiya,hyder kazmi onkar das manikpuri anupama prakash akshay verma,,0.0,0.0,hyder kazmi onkar das manikpuri anupama prakash akshay verma 
dillagi,sunny deol bobby deol urmila matondkar dara singh randhawa,drama romance,5.0,1.0,sunny deol bobby deol urmila matondkar dara singh randhawa drama romance
love love love,aamir khan juhi chawla gulshan grover dalip tahil,romance action drama,6.457,115.0,aamir khan juhi chawla gulshan grover dalip tahil romance action drama
raaz 3: the third dimension,bipasha basu emraan hashmi esha gupta samir chandra,horror thriller,5.25,32.0,bipasha basu emraan hashmi esha gupta samir chandra horror thriller
ragini mms,kainaz motivala rajkummar rao rajat kaul janice,drama horror mystery,3.7,30.0,kainaz motivala rajkummar rao rajat kaul janice drama horror mystery
lakeer ka fakeer,vinod acharya vicky ahuja saaikat bagbaan ajaz khan,,8.0,1.0,vinod acharya vicky ahuja saaikat bagbaan ajaz khan 
yeh dillagi,kajol akshay kumar saif ali khan saeed jaffrey,comedy drama romance,6.111,9.0,kajol akshay kumar saif ali khan saeed jaffrey comedy drama romance
suspect,pritesh bharucha mousumi das kanika gaba neeraj gurjar,crime drama thriller,6.5,215.0,pritesh bharucha mousumi das kanika gaba neeraj gurjar crime drama thriller
parwana,navin nischol amitabh bachchan yogeeta bali om prakash,,6.7,3.0,navin nischol amitabh bachchan yogeeta bali om prakash 
#mute,archana jois sidhaartha maadhyamika aadukalam naren tejus venkatesh,thriller,5.0,1.0,archana jois sidhaartha maadhyamika aadukalam naren tejus venkatesh thriller
gulaab gang,madhuri dixit juhi chawla divya jagdale priyanka bose,drama,6.2,16.0,madhuri dixit juhi chawla divya jagdale priyanka bose drama
yaraana,rishi kapoor madhuri dixit raj babbar kader khan,action drama music,5.2,4.0,rishi kapoor madhuri dixit raj babbar kader khan action drama music
msg: the messenger of god,gurmeet ram rahim singh daniel kaleb flora saini jayshree soni,comedy action,0.0,0.0,gurmeet ram rahim singh daniel kaleb flora saini jayshree soni comedy action
kaantha,dulquer salmaan,,0.0,0.0,dulquer salmaan 
maa,jeetendra jaya prada aruna irani sahila chaddha,,4.0,4.0,jeetendra jaya prada aruna irani sahila chaddha 
tadapti jawani,poonam dasgupta rajesh sabharwal aman sagar,,0.0,0.0,poonam dasgupta rajesh sabharwal aman sagar 
bewafai,rajesh khanna rajinikanth tina ambani padmini kolhapure,romance drama,0.0,0.0,rajesh khanna rajinikanth tina ambani padmini kolhapure romance drama
god tussi great ho,amitabh bachchan salman khan priyanka chopra jonas anupam kher,comedy drama fantasy,4.128,47.0,amitabh bachchan salman khan priyanka chopra jonas anupam kher comedy drama fantasy
chameli,sherlyn chopra avinash dwivedi brijendra kala sheetal kale,drama romance,6.184,19.0,sherlyn chopra avinash dwivedi brijendra kala sheetal kale drama romance
paar,naseeruddin shah shabana azmi utpal dutt anil chatterjee,drama,6.2,8.0,naseeruddin shah shabana azmi utpal dutt anil chatterjee drama
chori chori,nargis raj kapoor gope master bhagwan,drama romance,6.209,67.0,nargis raj kapoor gope master bhagwan drama romance
super,nagarjuna akkineni sonu sood ayesha takia anushka shetty,comedy action drama,6.563,1487.0,nagarjuna akkineni sonu sood ayesha takia anushka shetty comedy action drama
tamanna,paresh rawal pooja bhatt sharad s kapoor manoj bajpayee,,7.6,4.0,paresh rawal pooja bhatt sharad s kapoor manoj bajpayee 
haunted evil dead,paresh rawal pooja bhatt sharad s kapoor manoj bajpayee,horror,2.0,1.0,paresh rawal pooja bhatt sharad s kapoor manoj bajpayee horror
lal baadshah,amitabh bachchan manisha koirala shilpa shetty kundra shakti kapoor,action drama,5.75,10.0,amitabh bachchan manisha koirala shilpa shetty kundra shakti kapoor action drama
teesri aankh,dharmendra shatrughan sinha zeenat aman neetu singh,action thriller,4.8,2.0,dharmendra shatrughan sinha zeenat aman neetu singh action thriller
phir milenge,salman khan abhishek bachchan shilpa shetty kundra mita vashisht,romance drama,4.8,6.0,salman khan abhishek bachchan shilpa shetty kundra mita vashisht romance drama
karm,rajesh khanna vidya sinha shabana azmi govardhan asrani,,9.0,1.0,rajesh khanna vidya sinha shabana azmi govardhan asrani 
millitary raaj,mithun chakraborty prem chopra siddharth dhawan irfan kamal,,0.0,0.0,mithun chakraborty prem chopra siddharth dhawan irfan kamal 
jaan tere naam,ronit roy farheen sulabha deshpande vijay arora,romance drama,3.0,2.0,ronit roy farheen sulabha deshpande vijay arora romance drama
madam chief minister,richa chadha manav kaul saurabh shukla akshay oberoi,drama,5.8,9.0,richa chadha manav kaul saurabh shukla akshay oberoi drama
sabse bada khiladi,akshay kumar mamta kulkarni mohnish behl avtar gill,action crime,5.923,13.0,akshay kumar mamta kulkarni mohnish behl avtar gill action crime
chaalbaaz in london,shraddha kapoor,comedy drama,0.0,0.0,shraddha kapoor comedy drama
pyaar diwana hota hai,shraddha kapoor,,6.6,5.0,shraddha kapoor 
bulandi,anil kapoor rekha raveena tandon rajinikanth,drama,6.0,5.0,anil kapoor rekha raveena tandon rajinikanth drama
bhakta kannappa,nayanthara prabhas madhoo vishnu manchu,,0.0,0.0,nayanthara prabhas madhoo vishnu manchu 
gaddaar,suniel shetty harish sonali bendre kiran kumar,,0.0,0.0,suniel shetty harish sonali bendre kiran kumar 
maa beta,manoj kumar ameeta vijay dutt sheila ramani,comedy crime drama,0.0,0.0,manoj kumar ameeta vijay dutt sheila ramani comedy crime drama
parvarish,shammi kapoor amitabh bachchan vinod khanna neetu singh,drama action crime,6.6,5.0,shammi kapoor amitabh bachchan vinod khanna neetu singh drama action crime
barkhaa,sara loren priyanshu chatterjee muntazir ahmad taha shah badussha,drama romance,4.6,9.0,sara loren priyanshu chatterjee muntazir ahmad taha shah badussha drama romance
bheja fry,vinay pathak rajat kapoor sarika thakur milind soman,comedy,6.5,48.0,vinay pathak rajat kapoor sarika thakur milind soman comedy
saheb biwi aur gangster,jimmy shergill mahie gill randeep hooda shreya narayan,action drama thriller,6.2,4.0,jimmy shergill mahie gill randeep hooda shreya narayan action drama thriller
dil maange more!!!,shahid kapoor ayesha takia tulip joshi soha ali khan,romance,4.292,12.0,shahid kapoor ayesha takia tulip joshi soha ali khan romance
khullam khulla pyaar karen,govinda preity g zinta prem chopra sadashiv amrapurkar,comedy,10.0,1.0,govinda preity g zinta prem chopra sadashiv amrapurkar comedy
pareeksha,adil hussain priyanka bose shourya deep shubham,,0.0,0.0,adil hussain priyanka bose shourya deep shubham 
gambler,govinda shilpa shetty kundra aditya pancholi gulshan grover,mystery thriller,5.0,1.0,govinda shilpa shetty kundra aditya pancholi gulshan grover mystery thriller
humjoli,jeetendra leena chandavarkar pran sikand shashikala jawalkar,comedy drama romance,4.0,2.0,jeetendra leena chandavarkar pran sikand shashikala jawalkar comedy drama romance
wrong way,naveen jagbir sandhu shiva dagar ankita sharma gamya wijayadasa,comedy family romance,6.4,7.0,naveen jagbir sandhu shiva dagar ankita sharma gamya wijayadasa comedy family romance
zabardast,sanjeev kumar sunny deol rajeev kapoor jaya prada,drama action,7.0,4.0,sanjeev kumar sunny deol rajeev kapoor jaya prada drama action
salaakhen,sunny deol raveena tandon anupam kher farida jalal,action drama,6.4,5.0,sunny deol raveena tandon anupam kher farida jalal action drama
shlok - the desi sherlock,hiten patel bobby deol lee nicholas harris karishma kotak,,0.0,0.0,hiten patel bobby deol lee nicholas harris karishma kotak 
ravan raaj: a true story,mithun chakraborty madhoo aditya pancholi paresh rawal,action crime mystery thriller,8.7,3.0,mithun chakraborty madhoo aditya pancholi paresh rawal action crime mystery thriller
anmol,maya alagh sudha chopra anil dhawan sunil dhawan,drama family romance,0.0,0.0,maya alagh sudha chopra anil dhawan sunil dhawan drama family romance
hebbuli,v ravichandran sudeep amala paul ravi kishan,drama action,5.4,12.0,v ravichandran sudeep amala paul ravi kishan drama action
dadagiri,rati agnihotri rakesh bedi mohan choti sudhir dalvi,,8.167,3.0,rati agnihotri rakesh bedi mohan choti sudhir dalvi 
tute khwab,pramod sharma dhanashri rathod mahesh kumar rajesh pr dadu,,0.0,0.0,pramod sharma dhanashri rathod mahesh kumar rajesh pr dadu 
tony,mahesh jilowa yashodhan rana manoj chandila dhruv souran,horror drama thriller,5.9,71.0,mahesh jilowa yashodhan rana manoj chandila dhruv souran horror drama thriller
rosh,allu ashish mimoh chakraborty vrajesh hirjee jillian kilroy,thriller,0.0,0.0,allu ashish mimoh chakraborty vrajesh hirjee jillian kilroy thriller
p se pyaar f se faraar,bhavesh kumar jimmy shergill kumud mishra sanjay mishra,crime drama romance,10.0,2.0,bhavesh kumar jimmy shergill kumud mishra sanjay mishra crime drama romance
the royal bengal tiger,jeet abir chatterjee priyanka sarkar shraddha das,mystery,6.7,3.0,jeet abir chatterjee priyanka sarkar shraddha das mystery
brahmachari,shammi kapoor rajshree pran sikand mumtaz askari,comedy romance,1.0,1.0,shammi kapoor rajshree pran sikand mumtaz askari comedy romance
ekk deewana tha,prateik patil babbar amy jackson sachin khedekar manu rishi chadha,romance,4.964,15.0,prateik patil babbar amy jackson sachin khedekar manu rishi chadha romance
missing,manoj bajpayee tabu annu kapoor rajesh jais,thriller mystery drama,7.47,922.0,manoj bajpayee tabu annu kapoor rajesh jais thriller mystery drama
thugs,hridhu haroon sarath kumar munishkanth thenappan p l,comedy crime,0.0,0.0,hridhu haroon sarath kumar munishkanth thenappan p l comedy crime
middle class love,prit kamani eisha singh kavya thapar manoj pahwa,comedy drama romance,4.6,5.0,prit kamani eisha singh kavya thapar manoj pahwa comedy drama romance
mutamestri,chiranjeevi meena roja sharat saxena,,0.0,0.0,chiranjeevi meena roja sharat saxena 
akayla,amitabh bachchan jackie shroff amrita singh meenakshi sheshadri,thriller action drama,5.0,6.0,amitabh bachchan jackie shroff amrita singh meenakshi sheshadri thriller action drama
oonche log,rajesh khanna salma agha pradeep kumar danny denzongpa,comedy drama family,6.2,5.0,rajesh khanna salma agha pradeep kumar danny denzongpa comedy drama family
shikari: the hunter,mithun chakraborty naseeruddin shah irina kushnareva varsha usgaonkar,,0.0,0.0,mithun chakraborty naseeruddin shah irina kushnareva varsha usgaonkar 
rk/rkay,rajat kapoor mallika sherawat ranvir shorey chandrachoor rai,romance comedy,5.0,2.0,rajat kapoor mallika sherawat ranvir shorey chandrachoor rai romance comedy
go goa gone 2,saif ali khan radhika madan abhishek banerjee fahim fazli,comedy horror action adventure,0.0,0.0,saif ali khan radhika madan abhishek banerjee fahim fazli comedy horror action adventure
double dhamaal,sanjay dutt riteish deshmukh arshad warsi jaaved jaaferi,comedy crime,4.573,41.0,sanjay dutt riteish deshmukh arshad warsi jaaved jaaferi comedy crime
ek chalis ki last local,abhay deol neha dhupia amit mistry nawazuddin siddiqui,action comedy,6.4,20.0,abhay deol neha dhupia amit mistry nawazuddin siddiqui action comedy
golmaal 5,ajay devgn arshad warsi kunal kemmu shreyas talpade,comedy adventure,0.0,0.0,ajay devgn arshad warsi kunal kemmu shreyas talpade comedy adventure
jannat 2,emraan hashmi randeep hooda esha gupta mohd zeeshan ayyub,action romance,6.239,23.0,emraan hashmi randeep hooda esha gupta mohd zeeshan ayyub action romance
zeher,emraan hashmi shamita shetty udita goswami sameer kochhar,,0.0,0.0,emraan hashmi shamita shetty udita goswami sameer kochhar 
gangaajal,ajay devgn gracy singh mohan joshi yashpal sharma,drama crime,6.331,59.0,ajay devgn gracy singh mohan joshi yashpal sharma drama crime
junglee,shammi kapoor saira banu shashikala jawalkar anoop kumar,drama,0.0,0.0,shammi kapoor saira banu shashikala jawalkar anoop kumar drama
untitled ranveer singh & shankar film,ranveer singh,,0.0,0.0,ranveer singh 
hum paanch,sanjeev kumar shabana azmi mithun chakraborty deepti naval,action drama,6.938,8.0,sanjeev kumar shabana azmi mithun chakraborty deepti naval action drama
bandini,ashok kumar nutan dharmendra raja paranjpe,romance drama,5.958,12.0,ashok kumar nutan dharmendra raja paranjpe romance drama
plan,sanjay dutt priyanka chopra jonas dino morea sameera reddy,science fiction adventure action,6.877,1322.0,sanjay dutt priyanka chopra jonas dino morea sameera reddy science fiction adventure action
shudra the rising,priya annatram habib azmi pravin baby mahesh balraj,history family drama,4.8,2.0,priya annatram habib azmi pravin baby mahesh balraj history family drama
ilaaka,mithun chakraborty sanjay dutt madhuri dixit amrish puri,action drama,6.333,6.0,mithun chakraborty sanjay dutt madhuri dixit amrish puri action drama
kamaal dhamaal malamaal,nana patekar shreyas talpade om puri paresh rawal,comedy drama,4.4,6.0,nana patekar shreyas talpade om puri paresh rawal comedy drama
we r friends,addy ashok asrani bhupindder bhoopii nazneen contractor,drama,3.0,1.0,addy ashok asrani bhupindder bhoopii nazneen contractor drama
geet gaata chal,sachin pilgaonkar sarika thakur urmila bhatt madan puri,drama family music,6.0,4.0,sachin pilgaonkar sarika thakur urmila bhatt madan puri drama family music
luv ka the end,shraddha kapoor taha shah badussha errol peter marks meherzan mazda,comedy drama,4.9,16.0,shraddha kapoor taha shah badussha errol peter marks meherzan mazda comedy drama
thanedaar,jeetendra sanjay dutt jaya prada madhuri dixit,action crime drama,6.0,5.0,jeetendra sanjay dutt jaya prada madhuri dixit action crime drama
miss mary,meena kumari kishore kumar gemini ganesan jamuna,drama,6.2,5.0,meena kumari kishore kumar gemini ganesan jamuna drama
bombai ka babu,dev anand suchitra sen jeevan dhar nasir hussain,,5.5,2.0,dev anand suchitra sen jeevan dhar nasir hussain 
souten: the other woman,mahima chaudhry padmini kolhapure shakti kapoor gulshan grover,thriller,0.0,0.0,mahima chaudhry padmini kolhapure shakti kapoor gulshan grover thriller
humko tumse pyaar hai,arjun rampal ameesha patel bobby deol achint kaur,romance thriller,6.8,9.0,arjun rampal ameesha patel bobby deol achint kaur romance thriller
faraar,sanjeev kumar sharmila tagore amitabh bachchan sulochana latkar,action crime drama thriller,4.7,3.0,sanjeev kumar sharmila tagore amitabh bachchan sulochana latkar action crime drama thriller
taxi driver,dev anand kalpana kartik sheila ramani johnny walker,crime drama,8.15,11904.0,dev anand kalpana kartik sheila ramani johnny walker crime drama
kalicharan,shatrughan sinha reena roy ajit khan premnath malhotra,,6.0,3.0,shatrughan sinha reena roy ajit khan premnath malhotra 
heeriye,shatrughan sinha reena roy ajit khan premnath malhotra,,0.0,0.0,shatrughan sinha reena roy ajit khan premnath malhotra 
sur: the melody of life,lucky ali simone singh achint kaur ehsan khan,drama,5.5,2.0,lucky ali simone singh achint kaur ehsan khan drama
time to dance,sooraj pancholi isabelle kaif waluscha d souza rajpal naurang yadav,drama romance,4.0,1.0,sooraj pancholi isabelle kaif waluscha d souza rajpal naurang yadav drama romance
nigahen: nagina part ii,sunny deol sridevi anupam kher gulshan grover,drama fantasy horror,6.417,6.0,sunny deol sridevi anupam kher gulshan grover drama fantasy horror
kyo kii... main jhuth nahin bolta,govinda sushmita sen rambha anupam kher,comedy,4.942,26.0,govinda sushmita sen rambha anupam kher comedy
jawan,"shah rukh khan, nayanthara, vijay sethupathi, deepika padukone","action, adventure, thriller",7.2,225.0,"shah rukh khan, nayanthara, vijay sethupathi, deepika padukone action, adventure, thriller"
jaane jaan,"kareena kapoor, jaideep ahlawat, vijay varma, saurabh sachdeva","crime, thriller, drama",7.1,80.0,"kareena kapoor, jaideep ahlawat, vijay varma, saurabh sachdeva crime, thriller, drama"
jailer,"rajinikanth, mohanlal, shivarajkumar, jackie shroff",,0.0,0.0,"rajinikanth, mohanlal, shivarajkumar, jackie shroff "
rocky aur rani kii prem kahaani,"ranveer singh, alia bhatt, dharmendra, shabana azmi","comedy, drama, family, romance",6.125,48.0,"ranveer singh, alia bhatt, dharmendra, shabana azmi comedy, drama, family, romance"
omg 2,"pankaj tripathi, akshay kumar, yami gautam, pawan malhotra","comedy, drama",7.3,41.0,"pankaj tripathi, akshay kumar, yami gautam, pawan malhotra comedy, drama"
sukhee,"shilpa shetty kundra, amit sadh, chaitannya choudhry, kusha kapila","comedy, drama",5.0,4.0,"shilpa shetty kundra, amit sadh, chaitannya choudhry, kusha kapila comedy, drama"
the great indian family,"alka amin, bhuvan arora, manushi chhillar, srishti dixit","comedy, drama",4.2,4.0,"alka amin, bhuvan arora, manushi chhillar, srishti dixit comedy, drama"
the bfg,"mark rylance, ruby barnhill, penelope wilton, jemaine clement","adventure, family, fantasy",6.27,3279.0,"mark rylance, ruby barnhill, penelope wilton, jemaine clement adventure, family, fantasy"
pathaan,"shah rukh khan, deepika padukone, john abraham, dimple kapadia","action, adventure, thriller, drama",6.58,175.0,"shah rukh khan, deepika padukone, john abraham, dimple kapadia action, adventure, thriller, drama"
mastaney,"tarsem jassar, simi chahal, gurpreet ghuggi, karamjit anmol","action, drama, history",10.0,1.0,"tarsem jassar, simi chahal, gurpreet ghuggi, karamjit anmol action, drama, history"
3 idiots,"aamir khan, madhavan, mona singh, sharman joshi","drama, comedy",7.997,2301.0,"aamir khan, madhavan, mona singh, sharman joshi drama, comedy"
satyaprem ki katha,"kartik aaryan, kiara advani, supriya pathak, gajraj rao","drama, romance",6.926,27.0,"kartik aaryan, kiara advani, supriya pathak, gajraj rao drama, romance"
lion,"dev patel, nicole kidman, rooney mara, sunny pawar",drama,8.071,6426.0,"dev patel, nicole kidman, rooney mara, sunny pawar drama"
bholaa shankar,"chiranjeevi, tamannaah bhatia, keerthy suresh, raghu babu","action, crime, drama, thriller",5.7,3.0,"chiranjeevi, tamannaah bhatia, keerthy suresh, raghu babu action, crime, drama, thriller"
haddi,"nawazuddin siddiqui, anurag kashyap, mohd. zeeshan ayyub, resh lamba","drama, crime",5.2,5.0,"nawazuddin siddiqui, anurag kashyap, mohd. zeeshan ayyub, resh lamba drama, crime"
friday night plan,"babil khan, amrith jayan, medha rana, aadhya anand","comedy, drama",5.7,7.0,"babil khan, amrith jayan, medha rana, aadhya anand comedy, drama"
neeyat,"vidya balan, ram kapoor, rahul bose, neeraj kabi",,0.0,0.0,"vidya balan, ram kapoor, rahul bose, neeraj kabi "
gadar 2,"sunny deol, amrish puri, nana patekar, ameesha patel","action, drama",6.459,37.0,"sunny deol, amrish puri, nana patekar, ameesha patel action, drama"
por thozhil,"r. sarathkumar, ashok selvan, nikhila vimal, sarath babu","crime, thriller, action",7.725,19.0,"r. sarathkumar, ashok selvan, nikhila vimal, sarath babu crime, thriller, action"
life of pi,"suraj sharma, irrfan khan, adil hussain, tabu","adventure, drama",7.402,12840.0,"suraj sharma, irrfan khan, adil hussain, tabu adventure, drama"
asoka,"shah rukh khan, kareena kapoor, danny denzongpa, hrishitaa bhatt","action, adventure, drama, history, romance, war",6.5,145.0,"shah rukh khan, kareena kapoor, danny denzongpa, hrishitaa bhatt action, adventure, drama, history, romance, war"
the darjeeling limited,"owen wilson, adrien brody, jason schwartzman, amara karan","adventure, drama, comedy",7.164,3447.0,"owen wilson, adrien brody, jason schwartzman, amara karan adventure, drama, comedy"
dangal,"aamir khan, sakshi tanwar, fatima sana shaikh, sanya malhotra","drama, family, comedy, action",7.909,935.0,"aamir khan, sakshi tanwar, fatima sana shaikh, sanya malhotra drama, family, comedy, action"
tumbbad,"sohum shah, jyoti malshe, anita date-kelkar, ronjini chakraborty","fantasy, horror",7.474,233.0,"sohum shah, jyoti malshe, anita date-kelkar, ronjini chakraborty fantasy, horror"
dunki,"shah rukh khan, taapsee pannu, boman irani, vicky kaushal","war, action, drama",7.456,16150.0,"shah rukh khan, taapsee pannu, boman irani, vicky kaushal war, action, drama"
sirf ek bandaa kaafi hai,"manoj bajpayee, surya mohan kulshreshtha, jai hind kumar, nikhil pandey",drama,7.105,19.0,"manoj bajpayee, surya mohan kulshreshtha, jai hind kumar, nikhil pandey drama"
gangs of wasseypur,"manoj bajpayee, nawazuddin siddiqui, tigmanshu dhulia, richa chadha","action, thriller, crime",7.1,350.0,"manoj bajpayee, nawazuddin siddiqui, tigmanshu dhulia, richa chadha action, thriller, crime"
khufiya,"tabu, ali fazal, wamiqa gabbi, azmeri haque badhon","crime, thriller, mystery",6.4,29.0,"tabu, ali fazal, wamiqa gabbi, azmeri haque badhon crime, thriller, mystery"
animal,"ranbir kapoor, triptii dimri, saurabh sachdeva, anil kapoor","action, crime, drama",6.505,94.0,"ranbir kapoor, triptii dimri, saurabh sachdeva, anil kapoor action, crime, drama"
miss shetty mr polishetty,"keshav deepak, abhinav gomatam, jayasudha, koushik mahata","comedy, drama, romance, thriller",6.31,21.0,"keshav deepak, abhinav gomatam, jayasudha, koushik mahata comedy, drama, romance, thriller"
bawaal,"varun dhawan, janhvi kapoor, manoj pahwa, anjuman saxena","drama, romance, comedy, history",6.225,20.0,"varun dhawan, janhvi kapoor, manoj pahwa, anjuman saxena drama, romance, comedy, history"
brahmastra part one: shiva,"amitabh bachchan, ranbir kapoor, alia bhatt, nagarjuna akkineni","fantasy, action, adventure",6.513,159.0,"amitabh bachchan, ranbir kapoor, alia bhatt, nagarjuna akkineni fantasy, action, adventure"
ghoomer,"amitabh bachchan, shabana azmi, abhishek bachchan, saiyami kher",drama,8.6,6.0,"amitabh bachchan, shabana azmi, abhishek bachchan, saiyami kher drama"
tiger 3,"salman khan, katrina kaif","action, adventure, thriller",5.744,41.0,"salman khan, katrina kaif action, adventure, thriller"
tu jhoothi main makkaar,"ranbir kapoor, shraddha kapoor, krrish saini, anubhav singh bassi","comedy, romance",6.344,125.0,"ranbir kapoor, shraddha kapoor, krrish saini, anubhav singh bassi comedy, romance"
drishyam 2,"ajay devgn, akshaye khanna, tabu, shriya saran","crime, thriller, drama, mystery",7.971,68.0,"ajay devgn, akshaye khanna, tabu, shriya saran crime, thriller, drama, mystery"
gandhi,"ben kingsley, john gielgud, rohini hattangadi, roshan seth","drama, history",7.556,2232.0,"ben kingsley, john gielgud, rohini hattangadi, roshan seth drama, history"
pk,"aamir khan, anushka sharma, sanjay dutt, boman irani","comedy, drama, family",10.0,1.0,"aamir khan, anushka sharma, sanjay dutt, boman irani comedy, drama, family"
my name is khan,"shah rukh khan, kajol, sheetal menon, katie amanda keane","drama, romance",8.038,1270.0,"shah rukh khan, kajol, sheetal menon, katie amanda keane drama, romance"
raees,"shah rukh khan, jaideep ahlawat, sunny leone, nawazuddin siddiqui","thriller, action, crime",6.7,215.0,"shah rukh khan, jaideep ahlawat, sunny leone, nawazuddin siddiqui thriller, action, crime"
rama banam,"gopichand, dimple hayathi, jagapathi babu, kushboo","action, comedy",3.5,6.0,"gopichand, dimple hayathi, jagapathi babu, kushboo action, comedy"
andhadhun,"tabu, ayushmann khurrana, radhika apte, anil dhawan","crime, mystery, thriller, comedy",7.665,481.0,"tabu, ayushmann khurrana, radhika apte, anil dhawan crime, mystery, thriller, comedy"
thank you for coming,"bhumi pednekar, dolly ahluwalia, shibani bedi, saloni daini","comedy, drama",4.25,7.0,"bhumi pednekar, dolly ahluwalia, shibani bedi, saloni daini comedy, drama"
dream girl 2,"paresh rawal, ananya panday, ayushmann khurrana, annu kapoor","comedy, romance",5.5,6.0,"paresh rawal, ananya panday, ayushmann khurrana, annu kapoor comedy, romance"
kushi,"samantha ruth prabhu, vijay deverakonda, lakshmi, murli sharma","romance, comedy, drama",5.0,16.0,"samantha ruth prabhu, vijay deverakonda, lakshmi, murli sharma romance, comedy, drama"
taare zameen par,"darsheel safary, aamir khan, tanay chheda, sachet engineer",drama,8.0,1120.0,"darsheel safary, aamir khan, tanay chheda, sachet engineer drama"
